free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_receivables,changes_in_account_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
-136000000.0,0.0,-3419000000.0,4229000000.0,0.0,-712000000.0,310000000.0,49000000.0,998000000.0,-8000000.0,846000000.0,22000000.0,2000000.0,1420000000.0,1420000000.0,1187000000.0,-229000000.0,0.0,0.0,0.0,462000000.0,-348000000.0,810000000.0,-3419000000.0,4229000000.0,-1994000000.0,-1994000000.0,205000000.0,-321000000.0,4000000.0,-325000000.0,-1166000000.0,-1166000000.0,-712000000.0,-712000000.0,576000000.0,576000000.0,39000000.0,172000000.0,-16000000.0,76000000.0,112000000.0,112000000.0,16000000.0,-114000000.0,-114000000.0,408000000.0,408000000.0,408000000.0,-5000000.0,-36000000.0,31000000.0,60000000.0,2022-12-31
91000000.0,0.0,-1721000000.0,1821000000.0,,-572000000.0,295000000.0,31000000.0,1140000000.0,1000000.0,998000000.0,14000000.0,127000000.0,640000000.0,640000000.0,852000000.0,-243000000.0,0.0,0.0,,31000000.0,-69000000.0,100000000.0,-1721000000.0,1821000000.0,-1176000000.0,-1176000000.0,19000000.0,-449000000.0,3000000.0,-452000000.0,-174000000.0,-174000000.0,-572000000.0,-572000000.0,663000000.0,663000000.0,19000000.0,151000000.0,-67000000.0,-71000000.0,289000000.0,289000000.0,69000000.0,-19000000.0,-19000000.0,429000000.0,429000000.0,429000000.0,-163000000.0,-33000000.0,-130000000.0,177000000.0,2023-03-31
-102000000.0,0.0,-1617000000.0,1003000000.0,630000000.0,-484000000.0,356000000.0,97000000.0,1202000000.0,-6000000.0,1140000000.0,16000000.0,52000000.0,-130000000.0,-130000000.0,280000000.0,-246000000.0,630000000.0,0.0,630000000.0,-794000000.0,-180000000.0,-614000000.0,-1617000000.0,1003000000.0,-200000000.0,-200000000.0,38000000.0,283000000.0,376000000.0,-93000000.0,-37000000.0,-37000000.0,-484000000.0,-484000000.0,382000000.0,382000000.0,2000000.0,-46000000.0,39000000.0,-81000000.0,-4000000.0,-4000000.0,-8000000.0,-18000000.0,-18000000.0,458000000.0,458000000.0,458000000.0,-157000000.0,-13000000.0,-144000000.0,151000000.0,2023-06-30
-241000000.0,-12000000.0,-1261000000.0,1307000000.0,0.0,-604000000.0,333000000.0,29000000.0,1034000000.0,5000000.0,1202000000.0,-16000000.0,-157000000.0,10000000.0,10000000.0,99000000.0,-250000000.0,-12000000.0,-12000000.0,0.0,173000000.0,127000000.0,46000000.0,-1261000000.0,1307000000.0,-530000000.0,-530000000.0,132000000.0,-3000000.0,33000000.0,-36000000.0,-55000000.0,-55000000.0,-604000000.0,-604000000.0,363000000.0,363000000.0,13000000.0,67000000.0,,,,,-57000000.0,12000000.0,12000000.0,448000000.0,448000000.0,448000000.0,-144000000.0,0.0,-144000000.0,24000000.0,2023-09-30
-692000000.0,-31000000.0,-3133000000.0,5250000000.0,0.0,-1149000000.0,352000000.0,37000000.0,1141000000.0,0.0,1034000000.0,24000000.0,83000000.0,2076000000.0,2076000000.0,184000000.0,-251000000.0,-31000000.0,-31000000.0,0.0,2174000000.0,57000000.0,2117000000.0,-3133000000.0,5250000000.0,-2450000000.0,-2450000000.0,-7000000.0,-44000000.0,19000000.0,-63000000.0,-1250000000.0,-1250000000.0,-1149000000.0,-1149000000.0,457000000.0,457000000.0,24000000.0,296000000.0,,,,,-271000000.0,-151000000.0,-151000000.0,517000000.0,517000000.0,517000000.0,-222000000.0,-140000000.0,-82000000.0,264000000.0,2023-12-31
