free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
243000000.0,-96000000.0,-37000000.0,-101000000.0,-24000000.0,24000000.0,16000000.0,105000000.0,-1000000.0,81000000.0,2000000.0,23000000.0,-217000000.0,-217000000.0,17000000.0,0.0,-96000000.0,-96000000.0,-138000000.0,-138000000.0,-37000000.0,-101000000.0,-27000000.0,-27000000.0,0.0,0.0,-3000000.0,-3000000.0,-24000000.0,-24000000.0,267000000.0,267000000.0,108000000.0,113000000.0,-45000000.0,20000000.0,15000000.0,50000000.0,-35000000.0,-35000000.0,-48000000.0,53000000.0,53000000.0,1000000.0,18000000.0,-95000000.0,-95000000.0,46000000.0,46000000.0,3000000.0,3000000.0,186000000.0,2022-12-31
-92000000.0,-15000000.0,-119000000.0,191000000.0,-16000000.0,24000000.0,54000000.0,85000000.0,-8000000.0,117000000.0,-1000000.0,-23000000.0,70000000.0,70000000.0,8000000.0,5000000.0,-15000000.0,-15000000.0,72000000.0,72000000.0,-119000000.0,191000000.0,-17000000.0,-17000000.0,-1000000.0,-1000000.0,,,-16000000.0,-16000000.0,-76000000.0,-76000000.0,-283000000.0,24000000.0,-45000000.0,-27000000.0,-294000000.0,-82000000.0,-212000000.0,-212000000.0,26000000.0,33000000.0,33000000.0,2000000.0,18000000.0,-20000000.0,-20000000.0,44000000.0,44000000.0,13000000.0,13000000.0,150000000.0,2023-03-31
-52000000.0,-37000000.0,-64000000.0,177000000.0,-18000000.0,26000000.0,158000000.0,68000000.0,8000000.0,85000000.0,0.0,-25000000.0,27000000.0,27000000.0,-35000000.0,-14000000.0,-37000000.0,-37000000.0,113000000.0,113000000.0,-64000000.0,177000000.0,-18000000.0,-18000000.0,0.0,0.0,,,-18000000.0,-18000000.0,-34000000.0,-34000000.0,-203000000.0,-120000000.0,-45000000.0,5000000.0,-86000000.0,-25000000.0,-61000000.0,-61000000.0,-29000000.0,72000000.0,72000000.0,0.0,2000000.0,-9000000.0,-9000000.0,44000000.0,44000000.0,-12000000.0,-12000000.0,144000000.0,2023-06-30
-49000000.0,0.0,-38000000.0,101000000.0,-14000000.0,30000000.0,15000000.0,61000000.0,0.0,68000000.0,-1000000.0,-6000000.0,43000000.0,43000000.0,-21000000.0,1000000.0,0.0,0.0,63000000.0,63000000.0,-38000000.0,101000000.0,-14000000.0,-14000000.0,0.0,0.0,0.0,0.0,-14000000.0,-14000000.0,-35000000.0,-35000000.0,-63000000.0,-47000000.0,-45000000.0,-3000000.0,-101000000.0,28000000.0,-129000000.0,-129000000.0,10000000.0,123000000.0,123000000.0,1000000.0,19000000.0,-6000000.0,-6000000.0,44000000.0,44000000.0,-15000000.0,-15000000.0,-15000000.0,2023-09-30
102000000.0,0.0,-24000000.0,-29000000.0,-39000000.0,31000000.0,25000000.0,137000000.0,-1000000.0,61000000.0,2000000.0,75000000.0,-23000000.0,-23000000.0,30000000.0,0.0,0.0,0.0,-53000000.0,-53000000.0,-24000000.0,-29000000.0,-43000000.0,-43000000.0,-4000000.0,-4000000.0,0.0,0.0,-39000000.0,-39000000.0,141000000.0,141000000.0,34000000.0,-4000000.0,-45000000.0,0.0,19000000.0,-18000000.0,37000000.0,37000000.0,43000000.0,21000000.0,21000000.0,0.0,16000000.0,-1000000.0,-1000000.0,44000000.0,44000000.0,31000000.0,31000000.0,17000000.0,2023-12-31
