treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,preferred_securities_outside_stock_equity,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,investments_and_advances,long_term_equity_investment,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_financial,date
154000000.0,630000000.0,784000000.0,19707000000.0,21418000000.0,-18398000000.0,51437000000.0,1086000000.0,-18398000000.0,809000000.0,30828000000.0,51239000000.0,31688000000.0,860000000.0,30828000000.0,-1189000000.0,,8378000000.0,17376000000.0,23011000000.0,8000000.0,8000000.0,0.0,52181000000.0,25723000000.0,936000000.0,161000000.0,3837000000.0,235000000.0,3602000000.0,20950000000.0,539000000.0,20411000000.0,26458000000.0,21482000000.0,1496000000.0,1496000000.0,468000000.0,270000000.0,198000000.0,198000000.0,279000000.0,2733000000.0,1649000000.0,216000000.0,1084000000.0,432000000.0,432000000.0,652000000.0,83869000000.0,56325000000.0,1833000000.0,905000000.0,2403000000.0,2403000000.0,,49226000000.0,12415000000.0,36811000000.0,1958000000.0,-2208000000.0,4166000000.0,3025000000.0,370000000.0,724000000.0,47000000.0,0.0,27544000000.0,23057000000.0,,3585000000.0,3585000000.0,-52000000.0,3637000000.0,902000000.0,902000000.0,,2022-12-31
165000000.0,619000000.0,784000000.0,20600000000.0,22529000000.0,-18934000000.0,51723000000.0,1426000000.0,-18934000000.0,883000000.0,30077000000.0,51502000000.0,30954000000.0,877000000.0,30077000000.0,-1054000000.0,-1054000000.0,9762000000.0,17939000000.0,22946000000.0,8000000.0,8000000.0,0.0,45594000000.0,26731000000.0,995000000.0,160000000.0,3793000000.0,273000000.0,3520000000.0,21943000000.0,518000000.0,21425000000.0,18863000000.0,14141000000.0,1591000000.0,1591000000.0,586000000.0,365000000.0,221000000.0,221000000.0,229000000.0,2316000000.0,1579000000.0,194000000.0,737000000.0,312000000.0,,425000000.0,76548000000.0,56259000000.0,1972000000.0,912000000.0,2362000000.0,2362000000.0,2362000000.0,49011000000.0,11994000000.0,37017000000.0,2002000000.0,,,,,,,,20289000000.0,15903000000.0,,3340000000.0,3340000000.0,-60000000.0,3400000000.0,1046000000.0,1046000000.0,,2023-03-31
173000000.0,611000000.0,784000000.0,21940000000.0,23321000000.0,-18897000000.0,52372000000.0,1982000000.0,-18897000000.0,940000000.0,29991000000.0,52010000000.0,30877000000.0,886000000.0,29991000000.0,-900000000.0,-900000000.0,10727000000.0,18622000000.0,22988000000.0,8000000.0,8000000.0,0.0,46722000000.0,27260000000.0,1021000000.0,161000000.0,3644000000.0,244000000.0,3400000000.0,22595000000.0,576000000.0,22019000000.0,19462000000.0,14821000000.0,1572000000.0,1572000000.0,726000000.0,364000000.0,362000000.0,362000000.0,247000000.0,2096000000.0,1581000000.0,275000000.0,515000000.0,103000000.0,,412000000.0,77599000000.0,56155000000.0,2008000000.0,920000000.0,2316000000.0,2316000000.0,,48888000000.0,11779000000.0,37109000000.0,2023000000.0,,,,,,,,21444000000.0,16897000000.0,641000000.0,3465000000.0,3465000000.0,-66000000.0,3531000000.0,441000000.0,441000000.0,441000000.0,2023-06-30
182000000.0,602000000.0,784000000.0,21611000000.0,23421000000.0,-18702000000.0,51904000000.0,1952000000.0,-18702000000.0,1090000000.0,29573000000.0,51535000000.0,30386000000.0,813000000.0,29573000000.0,-1166000000.0,-1166000000.0,11899000000.0,19574000000.0,23056000000.0,8000000.0,8000000.0,0.0,53768000000.0,27139000000.0,971000000.0,,3511000000.0,247000000.0,3264000000.0,22657000000.0,695000000.0,21962000000.0,26629000000.0,21785000000.0,1499000000.0,1499000000.0,764000000.0,395000000.0,369000000.0,369000000.0,287000000.0,2294000000.0,1612000000.0,196000000.0,682000000.0,241000000.0,,441000000.0,84154000000.0,55573000000.0,1996000000.0,921000000.0,2259000000.0,2259000000.0,,48275000000.0,11439000000.0,36836000000.0,2122000000.0,,,,,,,,28581000000.0,23771000000.0,629000000.0,3461000000.0,3461000000.0,-83000000.0,3544000000.0,720000000.0,720000000.0,720000000.0,2023-09-30
190000000.0,594000000.0,784000000.0,20949000000.0,23236000000.0,-18558000000.0,52010000000.0,1259000000.0,-18558000000.0,1083000000.0,29857000000.0,51568000000.0,30669000000.0,812000000.0,29857000000.0,-783000000.0,-783000000.0,12915000000.0,20444000000.0,23103000000.0,8000000.0,8000000.0,0.0,60221000000.0,26669000000.0,978000000.0,,3328000000.0,250000000.0,3078000000.0,22363000000.0,652000000.0,21711000000.0,33552000000.0,27681000000.0,1692000000.0,1692000000.0,873000000.0,431000000.0,442000000.0,442000000.0,344000000.0,2962000000.0,1506000000.0,298000000.0,1456000000.0,1007000000.0,804000000.0,449000000.0,90890000000.0,56079000000.0,2273000000.0,968000000.0,2262000000.0,2262000000.0,,48415000000.0,11210000000.0,37205000000.0,2161000000.0,-2683000000.0,4844000000.0,3630000000.0,365000000.0,801000000.0,48000000.0,0.0,34811000000.0,30025000000.0,,3582000000.0,3582000000.0,-86000000.0,3668000000.0,1204000000.0,1204000000.0,,2023-12-31
198000000.0,586000000.0,784000000.0,22889000000.0,24539000000.0,-19163000000.0,52286000000.0,1976000000.0,-19163000000.0,1054000000.0,28801000000.0,51906000000.0,29583000000.0,782000000.0,28801000000.0,-994000000.0,-994000000.0,14253000000.0,21179000000.0,22861000000.0,8000000.0,8000000.0,0.0,63115000000.0,27997000000.0,948000000.0,,3295000000.0,247000000.0,3048000000.0,23754000000.0,649000000.0,23105000000.0,35118000000.0,29711000000.0,1729000000.0,1729000000.0,785000000.0,405000000.0,380000000.0,380000000.0,289000000.0,2604000000.0,1552000000.0,222000000.0,1052000000.0,512000000.0,307000000.0,540000000.0,92698000000.0,55604000000.0,2253000000.0,941000000.0,2220000000.0,2220000000.0,,47964000000.0,10926000000.0,37038000000.0,2226000000.0,,,,,,,,37094000000.0,32306000000.0,618000000.0,3574000000.0,3574000000.0,-69000000.0,3643000000.0,596000000.0,596000000.0,596000000.0,2024-03-31
