tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
4708978.328173,0.174407,1917000000.0,27000000.0,27000000.0,782000000.0,771000000.0,1980000000.0,1944000000.0,1173000000.0,-199000000.0,204000000.0,5000000.0,759708978.328173,782000000.0,3479000000.0,1179000000.0,638600000.0,630000000.0,1.23,1.24127,782000000.0,782000000.0,782000000.0,-16000000.0,798000000.0,798000000.0,-2000000.0,169000000.0,969000000.0,16000000.0,-11000000.0,27000000.0,27000000.0,-199000000.0,204000000.0,5000000.0,1152000000.0,1499000000.0,1499000000.0,2651000000.0,1980000000.0,4631000000.0,4631000000.0,2022-12-31
-696000.0,0.174,1711000000.0,-4000000.0,-4000000.0,563000000.0,785000000.0,2005000000.0,1707000000.0,922000000.0,-202000000.0,210000000.0,8000000.0,566304000.0,563000000.0,3609000000.0,934000000.0,631300000.0,619000000.0,0.89,0.909532,563000000.0,563000000.0,563000000.0,-13000000.0,576000000.0,576000000.0,-12000000.0,124000000.0,712000000.0,-24000000.0,-20000000.0,-4000000.0,-4000000.0,-202000000.0,210000000.0,8000000.0,938000000.0,1604000000.0,1604000000.0,2542000000.0,2005000000.0,4547000000.0,4547000000.0,2023-03-31
0.0,0.207,1905000000.0,0.0,0.0,683000000.0,800000000.0,1929000000.0,1905000000.0,1105000000.0,-232000000.0,232000000.0,,683000000.0,683000000.0,3625000000.0,1131000000.0,619200000.0,611000000.0,1.1,1.11784,683000000.0,683000000.0,683000000.0,-12000000.0,695000000.0,695000000.0,3000000.0,181000000.0,873000000.0,-26000000.0,-26000000.0,0.0,0.0,-232000000.0,232000000.0,,1131000000.0,1696000000.0,1696000000.0,2827000000.0,1929000000.0,4756000000.0,4756000000.0,2023-06-30
34848000.0,0.198,2071000000.0,176000000.0,176000000.0,952000000.0,769000000.0,1894000000.0,2247000000.0,1478000000.0,-258000000.0,268000000.0,10000000.0,810848000.0,952000000.0,3546000000.0,1503000000.0,610300000.0,602000000.0,1.56,1.581395,952000000.0,952000000.0,952000000.0,-17000000.0,969000000.0,969000000.0,-2000000.0,239000000.0,1210000000.0,141000000.0,-35000000.0,176000000.0,176000000.0,-258000000.0,268000000.0,10000000.0,1327000000.0,1652000000.0,1652000000.0,2979000000.0,1894000000.0,4873000000.0,4873000000.0,2023-09-30
-951949.229374,0.19039,2164000000.0,-5000000.0,-5000000.0,870000000.0,767000000.0,1842000000.0,2159000000.0,1392000000.0,-284000000.0,289000000.0,5000000.0,874048050.770626,870000000.0,3466000000.0,1446000000.0,602700000.0,600000000.0,1.45,1.45,870000000.0,870000000.0,870000000.0,-19000000.0,889000000.0,889000000.0,-4000000.0,210000000.0,1103000000.0,-64000000.0,-59000000.0,-5000000.0,-5000000.0,-284000000.0,289000000.0,5000000.0,1451000000.0,1624000000.0,1624000000.0,3075000000.0,1842000000.0,4917000000.0,4917000000.0,2023-12-31
0.0,0.167,1958000000.0,0.0,0.0,735000000.0,774000000.0,2005000000.0,1958000000.0,1184000000.0,-261000000.0,271000000.0,10000000.0,735000000.0,735000000.0,3702000000.0,1181000000.0,594800000.0,590900000.0,1.24,1.24,735000000.0,735000000.0,735000000.0,-17000000.0,752000000.0,752000000.0,-8000000.0,153000000.0,913000000.0,-7000000.0,-7000000.0,0.0,0.0,-261000000.0,271000000.0,10000000.0,1181000000.0,1697000000.0,1697000000.0,2878000000.0,2005000000.0,4883000000.0,4883000000.0,2024-03-31
