treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
5688639.0,54482536.0,60171175.0,16322000000.0,19851000000.0,-14805000000.0,16274000000.0,4521000000.0,-14805000000.0,241000000.0,-3336000000.0,15850000000.0,-3328000000.0,8000000.0,-3336000000.0,-108000000.0,-108000000.0,1706000000.0,-3687000000.0,2164000000.0,1000000.0,1000000.0,21817000000.0,20409000000.0,370000000.0,616000000.0,9000000.0,607000000.0,19423000000.0,237000000.0,19186000000.0,1408000000.0,,,,428000000.0,4000000.0,424000000.0,424000000.0,,,980000000.0,709000000.0,,271000000.0,,,,271000000.0,18489000000.0,12560000000.0,227000000.0,11469000000.0,2750000000.0,8719000000.0,864000000.0,,,,,,,,5929000000.0,342000000.0,,342000000.0,1439000000.0,-204000000.0,216000000.0,390000000.0,1037000000.0,860000000.0,860000000.0,-36000000.0,896000000.0,3288000000.0,3288000000.0,2022-12-31
5688639.0,54883010.0,60571649.0,17443000000.0,20861000000.0,-14369000000.0,17960000000.0,4934000000.0,-14369000000.0,,-2901000000.0,16448000000.0,-2893000000.0,8000000.0,-2901000000.0,-96000000.0,-96000000.0,1706000000.0,-3384000000.0,2284000000.0,1000000.0,1000000.0,22901000000.0,20379000000.0,431000000.0,599000000.0,,599000000.0,19349000000.0,,19349000000.0,2522000000.0,,,,1512000000.0,,1512000000.0,1512000000.0,,,1010000000.0,718000000.0,,292000000.0,,,,292000000.0,20008000000.0,12552000000.0,212000000.0,11468000000.0,2725000000.0,8743000000.0,872000000.0,,,,,,,,7456000000.0,391000000.0,1100000000.0,,1529000000.0,-207000000.0,227000000.0,427000000.0,1082000000.0,1018000000.0,1018000000.0,-35000000.0,1053000000.0,3418000000.0,3418000000.0,2023-03-31
5688639.0,55144177.0,60832816.0,16694000000.0,19765000000.0,-14480000000.0,17371000000.0,4719000000.0,-14480000000.0,,-2394000000.0,16954000000.0,-2387000000.0,7000000.0,-2394000000.0,-30000000.0,-30000000.0,1706000000.0,-3034000000.0,2375000000.0,1000000.0,1000000.0,21942000000.0,20409000000.0,442000000.0,619000000.0,,619000000.0,19348000000.0,,19348000000.0,1533000000.0,,,,417000000.0,,417000000.0,417000000.0,,,1116000000.0,824000000.0,,292000000.0,,,,292000000.0,19555000000.0,13303000000.0,234000000.0,12086000000.0,2945000000.0,9141000000.0,983000000.0,,,,,,,,6252000000.0,419000000.0,,,1603000000.0,-211000000.0,228000000.0,453000000.0,1133000000.0,1159000000.0,1159000000.0,-34000000.0,1193000000.0,3071000000.0,3071000000.0,2023-06-30
5688639.0,55306874.0,60995513.0,16278000000.0,19766000000.0,-13719000000.0,17766000000.0,5159000000.0,-13719000000.0,16000000.0,-1984000000.0,17346000000.0,-1978000000.0,6000000.0,-1984000000.0,-98000000.0,-98000000.0,1706000000.0,-2621000000.0,2440000000.0,1000000.0,1000000.0,21948000000.0,20369000000.0,412000000.0,627000000.0,,627000000.0,19330000000.0,,19330000000.0,1579000000.0,174000000.0,79000000.0,79000000.0,436000000.0,16000000.0,420000000.0,420000000.0,217000000.0,58000000.0,615000000.0,153000000.0,125000000.0,462000000.0,19000000.0,138000000.0,138000000.0,305000000.0,19970000000.0,13232000000.0,242000000.0,11735000000.0,2747000000.0,8988000000.0,1255000000.0,-870000000.0,2125000000.0,105000000.0,1334000000.0,567000000.0,119000000.0,0.0,6738000000.0,420000000.0,,,1616000000.0,-209000000.0,226000000.0,455000000.0,1144000000.0,1230000000.0,1230000000.0,-31000000.0,1261000000.0,3472000000.0,3472000000.0,2023-09-30
