free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
346000000.0,,-1739000000.0,1690000000.0,-31000000.0,272000000.0,,3288000000.0,3001000000.0,16000000.0,271000000.0,-65000000.0,-65000000.0,-5000000.0,27000000.0,-38000000.0,-38000000.0,,,-49000000.0,0.0,0.0,-49000000.0,-1739000000.0,1690000000.0,-41000000.0,-41000000.0,-10000000.0,,-10000000.0,-31000000.0,377000000.0,377000000.0,35000000.0,77000000.0,-2000000.0,-72000000.0,-59000000.0,3000000.0,-13000000.0,-13000000.0,,,-89000000.0,121000000.0,121000000.0,3000000.0,29000000.0,,,63000000.0,63000000.0,34000000.0,34000000.0,29000000.0,18000000.0,,18000000.0,,229000000.0,2022-12-31
95000000.0,,-5564000000.0,6611000000.0,-35000000.0,273000000.0,,4518000000.0,3288000000.0,2000000.0,1228000000.0,1133000000.0,1133000000.0,-6000000.0,92000000.0,0.0,0.0,,,1047000000.0,0.0,0.0,1047000000.0,-5564000000.0,6611000000.0,-35000000.0,-35000000.0,0.0,,0.0,-35000000.0,130000000.0,130000000.0,-301000000.0,-56000000.0,-24000000.0,20000000.0,1000000.0,11000000.0,19000000.0,19000000.0,,,-87000000.0,-154000000.0,-154000000.0,9000000.0,48000000.0,,,66000000.0,66000000.0,34000000.0,34000000.0,32000000.0,4000000.0,,4000000.0,,304000000.0,2023-03-31
370000000.0,0.0,-1137000000.0,5000000.0,-36000000.0,263000000.0,77000000.0,3071000000.0,4518000000.0,2000000.0,-1449000000.0,-1079000000.0,-1079000000.0,-7000000.0,60000000.0,0.0,0.0,0.0,0.0,-1132000000.0,0.0,0.0,-1132000000.0,-1137000000.0,5000000.0,-776000000.0,-776000000.0,-740000000.0,0.0,-740000000.0,-36000000.0,406000000.0,406000000.0,-102000000.0,,10000000.0,78000000.0,18000000.0,15000000.0,60000000.0,-10000000.0,,,-68000000.0,-101000000.0,-101000000.0,34000000.0,54000000.0,-1000000.0,-1000000.0,70000000.0,70000000.0,38000000.0,38000000.0,32000000.0,-1000000.0,,-1000000.0,0.0,352000000.0,2023-06-30
425000000.0,0.0,-1475000000.0,1436000000.0,-37000000.0,352000000.0,29000000.0,3472000000.0,3071000000.0,-8000000.0,409000000.0,-5000000.0,-5000000.0,-2000000.0,36000000.0,0.0,0.0,0.0,0.0,-39000000.0,0.0,0.0,-39000000.0,-1475000000.0,1436000000.0,-48000000.0,-48000000.0,-11000000.0,1000000.0,-12000000.0,-37000000.0,462000000.0,462000000.0,-63000000.0,,-28000000.0,60000000.0,-54000000.0,-74000000.0,114000000.0,16000000.0,98000000.0,98000000.0,-17000000.0,-78000000.0,-78000000.0,19000000.0,26000000.0,4000000.0,4000000.0,69000000.0,69000000.0,33000000.0,33000000.0,36000000.0,-7000000.0,0.0,-7000000.0,0.0,414000000.0,2023-09-30
