ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,current_deferred_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
49217000.0,49217000.0,123205000.0,806339000.0,864761000.0,1446451000.0,992946000.0,864761000.0,352112000.0,992224000.0,1446451000.0,992224000.0,992224000.0,-12890000.0,-12890000.0,-642381000.0,1647446000.0,49000.0,49000.0,1552514000.0,790861000.0,14546000.0,5904000.0,5904000.0,770411000.0,316184000.0,454227000.0,761653000.0,539874000.0,539874000.0,35928000.0,35928000.0,62846000.0,123005000.0,102122000.0,20883000.0,20883000.0,2544738000.0,790139000.0,58795000.0,66559000.0,112791000.0,127463000.0,81236000.0,46227000.0,424531000.0,-112445000.0,536976000.0,98427000.0,1699000.0,319304000.0,117546000.0,0.0,1754599000.0,44074000.0,70992000.0,226849000.0,226849000.0,-3266000.0,230115000.0,1412684000.0,1081662000.0,331022000.0,2022-12-31,
49473000.0,49473000.0,129553000.0,797329000.0,910155000.0,1501091000.0,1011646000.0,910155000.0,342617000.0,1046379000.0,1501091000.0,1046379000.0,1046379000.0,-7756000.0,-7756000.0,-680663000.0,1734749000.0,49000.0,49000.0,1597414000.0,786986000.0,17763000.0,5474000.0,5474000.0,763749000.0,309037000.0,454712000.0,810428000.0,571793000.0,571793000.0,33580000.0,33580000.0,70605000.0,134450000.0,131492000.0,2958000.0,2958000.0,2643793000.0,821719000.0,66145000.0,80476000.0,121814000.0,136224000.0,89770000.0,46454000.0,417060000.0,-116525000.0,533585000.0,97077000.0,7020000.0,310000000.0,119488000.0,0.0,1822074000.0,63480000.0,76365000.0,197516000.0,197516000.0,-3466000.0,200982000.0,1484713000.0,1159554000.0,325159000.0,2023-03-31,
49841000.0,49841000.0,,799984000.0,933599000.0,1537672000.0,1060390000.0,933599000.0,344777000.0,1082465000.0,1537672000.0,1082465000.0,1082465000.0,-8385000.0,-8385000.0,-799609000.0,1890409000.0,50000.0,50000.0,1646630000.0,799175000.0,25768000.0,4568000.0,4568000.0,768839000.0,313632000.0,455207000.0,847455000.0,585934000.0,585934000.0,31145000.0,31145000.0,69758000.0,160618000.0,157485000.0,3133000.0,3133000.0,2729095000.0,821250000.0,65876000.0,93277000.0,146245000.0,148866000.0,102402000.0,46464000.0,366986000.0,-131335000.0,498321000.0,103979000.0,9647000.0,262759000.0,121936000.0,0.0,1907845000.0,89845000.0,82158000.0,206697000.0,206697000.0,-4178000.0,210875000.0,1529145000.0,1071927000.0,457218000.0,2023-06-30,
50114000.0,50114000.0,,787116000.0,1030338000.0,1642038000.0,1135733000.0,1030338000.0,331417000.0,1186339000.0,1642038000.0,1186339000.0,1186339000.0,-9378000.0,-9378000.0,-805072000.0,2000739000.0,50000.0,50000.0,1629309000.0,790107000.0,28535000.0,4212000.0,4212000.0,757360000.0,301661000.0,455699000.0,839202000.0,578280000.0,578280000.0,29756000.0,29756000.0,79450000.0,151716000.0,134908000.0,16808000.0,16808000.0,2815648000.0,840713000.0,70931000.0,103488000.0,150861000.0,156001000.0,109951000.0,46050000.0,359432000.0,-136652000.0,496084000.0,101519000.0,13383000.0,254483000.0,126699000.0,0.0,1974935000.0,78542000.0,86913000.0,212409000.0,212409000.0,-4378000.0,216787000.0,1597071000.0,1061526000.0,535545000.0,2023-09-30,
50448000.0,51358000.0,68219000.0,787814000.0,997803000.0,1776315000.0,915293000.0,997803000.0,331608000.0,1320109000.0,1776315000.0,1320109000.0,1320109000.0,1827000.0,1827000.0,-818676000.0,2136908000.0,50000.0,50000.0,1751283000.0,795036000.0,36459000.0,5810000.0,5810000.0,752767000.0,296561000.0,456206000.0,956247000.0,672150000.0,672150000.0,35047000.0,35047000.0,53462000.0,195588000.0,186482000.0,9106000.0,9106000.0,3071392000.0,1199852000.0,75247000.0,122194000.0,325703000.0,322306000.0,148545000.0,173761000.0,354402000.0,-145356000.0,499758000.0,112714000.0,0.0,251071000.0,135973000.0,0.0,1871540000.0,88679000.0,99326000.0,295303000.0,295303000.0,-5516000.0,300819000.0,1388232000.0,1000245000.0,387987000.0,2023-12-31,910000.0
