free_cash_flow,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
70928000.0,0.0,-19037000.0,861000.0,802000.0,334175000.0,334688000.0,9452000.0,-9965000.0,8607000.0,8607000.0,-1572000.0,10179000.0,0.0,0.0,0.0,-108537000.0,-108537000.0,-88250000.0,167200000.0,-255450000.0,-1250000.0,-3150000.0,0.0,0.0,-6042000.0,-6042000.0,-12995000.0,89965000.0,89965000.0,13796000.0,37853000.0,-6529000.0,9909000.0,23537000.0,15920000.0,7617000.0,7617000.0,2876000.0,-53850000.0,-53850000.0,-5347000.0,76768000.0,-1533000.0,-1533000.0,15525000.0,15525000.0,529000.0,-1000.0,530000.0,0.0,-15636000.0,2022-12-31
62638000.0,0.0,-18432000.0,,4063000.0,328312000.0,334175000.0,1722000.0,-7585000.0,10056000.0,10056000.0,-1198000.0,11254000.0,0.0,0.0,0.0,-98711000.0,-98711000.0,-80279000.0,287967000.0,-368246000.0,,,,,-3310000.0,-3310000.0,-15122000.0,81070000.0,81070000.0,25299000.0,10099000.0,-9829000.0,8483000.0,6348000.0,24221000.0,-17873000.0,-17873000.0,-20417000.0,30615000.0,30615000.0,-5243000.0,83037000.0,47000.0,47000.0,16570000.0,16570000.0,-358000.0,,-358000.0,,-38282000.0,2023-03-31
49191000.0,0.0,-27352000.0,,5404000.0,460371000.0,328312000.0,-274000.0,132333000.0,10392000.0,10392000.0,-2904000.0,13296000.0,0.0,0.0,0.0,45398000.0,45398000.0,72750000.0,441867000.0,-369117000.0,,,,,-10879000.0,-10879000.0,-16473000.0,76543000.0,76543000.0,-6316000.0,-5702000.0,-8156000.0,12489000.0,31070000.0,31011000.0,59000.0,59000.0,-27028000.0,-8989000.0,-8989000.0,52384000.0,128001000.0,4755000.0,4755000.0,16429000.0,16429000.0,236000.0,,236000.0,,-118946000.0,2023-06-30
60511000.0,0.0,-28535000.0,0.0,1998000.0,538698000.0,460371000.0,-5629000.0,83956000.0,9915000.0,9915000.0,-3469000.0,13384000.0,0.0,0.0,0.0,-15005000.0,-15005000.0,15780000.0,424950000.0,-409170000.0,-2250000.0,,0.0,0.0,-10842000.0,-10842000.0,-17693000.0,89046000.0,89046000.0,-21451000.0,-18033000.0,-10948000.0,2272000.0,2284000.0,-10365000.0,12649000.0,12649000.0,11422000.0,-8448000.0,-8448000.0,-10939000.0,107507000.0,141000.0,141000.0,20509000.0,20509000.0,-1258000.0,,-1258000.0,,-5463000.0,2023-09-30
78377000.0,-13000.0,-25935000.0,861000.0,1446000.0,392040000.0,538698000.0,8830000.0,-155488000.0,6648000.0,6648000.0,-3143000.0,9804000.0,-13000.0,-13000.0,-13000.0,-266448000.0,-266448000.0,-98609000.0,347750000.0,-446359000.0,-141904000.0,,-164000.0,-164000.0,-8687000.0,-8687000.0,-17084000.0,104312000.0,104312000.0,-8123000.0,42384000.0,-7956000.0,5929000.0,33341000.0,42207000.0,-8866000.0,-8866000.0,-11025000.0,-70796000.0,-70796000.0,-9860000.0,113726000.0,265000.0,265000.0,19165000.0,19165000.0,1039000.0,,1039000.0,,-13604000.0,2023-12-31
