free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,net_income_from_continuing_operations,date,short_term_debt_issuance
1085000000.0,-1001000000.0,173000000.0,0.0,-28000000.0,1287000000.0,1389000000.0,44000000.0,-146000000.0,-1198000000.0,-1198000000.0,-98000000.0,3000000.0,-275000000.0,-275000000.0,-1001000000.0,-1001000000.0,173000000.0,187000000.0,187000000.0,-14000000.0,-14000000.0,0.0,-61000000.0,-61000000.0,0.0,-33000000.0,-33000000.0,,-28000000.0,1113000000.0,1113000000.0,592000000.0,439000000.0,83000000.0,425000000.0,,,-100000000.0,-255000000.0,-255000000.0,-234000000.0,54000000.0,6000000.0,-198000000.0,-198000000.0,275000000.0,275000000.0,260000000.0,260000000.0,15000000.0,-8000000.0,494000000.0,2022-12-31,
566000000.0,-500000000.0,0.0,0.0,-28000000.0,1405000000.0,1287000000.0,7000000.0,111000000.0,-230000000.0,-230000000.0,-153000000.0,3000000.0,-290000000.0,-290000000.0,-500000000.0,-500000000.0,710000000.0,710000000.0,,0.0,0.0,0.0,-253000000.0,-253000000.0,-3000000.0,-222000000.0,50000000.0,-272000000.0,-28000000.0,594000000.0,594000000.0,-400000000.0,7000000.0,-158000000.0,-343000000.0,,,71000000.0,23000000.0,23000000.0,10000000.0,46000000.0,8000000.0,-167000000.0,-167000000.0,287000000.0,287000000.0,262000000.0,262000000.0,25000000.0,-50000000.0,860000000.0,2023-03-31,
738000000.0,-1001000000.0,0.0,0.0,-31000000.0,1562000000.0,1405000000.0,-4000000.0,161000000.0,-1517000000.0,-1517000000.0,-74000000.0,4000000.0,-288000000.0,-288000000.0,-1001000000.0,-1001000000.0,-158000000.0,-158000000.0,,0.0,0.0,0.0,909000000.0,909000000.0,2000000.0,938000000.0,952000000.0,-14000000.0,-31000000.0,769000000.0,769000000.0,-81000000.0,-5000000.0,-147000000.0,250000000.0,,,-112000000.0,-67000000.0,-67000000.0,34000000.0,51000000.0,4000000.0,-217000000.0,-217000000.0,284000000.0,284000000.0,260000000.0,260000000.0,24000000.0,119000000.0,575000000.0,2023-06-30,
977000000.0,-500000000.0,-188000000.0,744000000.0,-36000000.0,1646000000.0,1562000000.0,-25000000.0,109000000.0,-855000000.0,-855000000.0,-78000000.0,5000000.0,-286000000.0,-286000000.0,-500000000.0,-500000000.0,4000000.0,-740000000.0,,744000000.0,0.0,744000000.0,-49000000.0,-49000000.0,-8000000.0,-5000000.0,2000000.0,-7000000.0,-36000000.0,1013000000.0,1013000000.0,-197000000.0,-117000000.0,-8000000.0,-27000000.0,-27000000.0,-27000000.0,-25000000.0,-20000000.0,-20000000.0,107000000.0,46000000.0,7000000.0,-46000000.0,-46000000.0,282000000.0,282000000.0,260000000.0,260000000.0,22000000.0,0.0,814000000.0,2023-09-30,
1286000000.0,-1300000000.0,0.0,0.0,-48000000.0,1291000000.0,1646000000.0,34000000.0,-389000000.0,-1678000000.0,-1678000000.0,-96000000.0,1000000.0,-283000000.0,-283000000.0,-1300000000.0,-1300000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-45000000.0,-45000000.0,-4000000.0,7000000.0,10000000.0,-3000000.0,-48000000.0,1334000000.0,1334000000.0,218000000.0,380000000.0,36000000.0,448000000.0,,,-419000000.0,-227000000.0,-227000000.0,95000000.0,28000000.0,9000000.0,49000000.0,49000000.0,290000000.0,290000000.0,260000000.0,260000000.0,30000000.0,1000000.0,644000000.0,2023-12-31,
924000000.0,-500000000.0,,250000000.0,-24000000.0,1544000000.0,1291000000.0,-18000000.0,271000000.0,-657000000.0,-657000000.0,-122000000.0,1000000.0,-286000000.0,-286000000.0,-500000000.0,-500000000.0,250000000.0,250000000.0,,,,,-20000000.0,-20000000.0,5000000.0,-1000000.0,0.0,-1000000.0,-24000000.0,948000000.0,948000000.0,-469000000.0,257000000.0,-194000000.0,-602000000.0,-602000000.0,-602000000.0,255000000.0,-185000000.0,-185000000.0,81000000.0,33000000.0,15000000.0,-67000000.0,-67000000.0,287000000.0,287000000.0,264000000.0,264000000.0,23000000.0,,1068000000.0,2024-03-31,250000000.0
