treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,preferred_securities_outside_stock_equity,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,payables_and_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,investments_and_advances,held_to_maturity_securities,available_for_sale_securities,trading_securities,long_term_equity_investment,net_ppe,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,receivables,other_receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,date,other_equity_adjustments
88020114.0,1170256973.0,1258277087.0,4254106000000.0,5205254000000.0,3255412000000.0,8460666000000.0,3255412000000.0,3255412000000.0,8015129000000.0,3358224000000.0,102812000000.0,3255412000000.0,-75917000000.0,165502000000.0,3014415000000.0,261305000000.0,221111000000.0,221111000000.0,11195666000000.0,974000000.0,,,4759717000000.0,4759717000000.0,445537000000.0,445537000000.0,361033000000.0,84504000000.0,583396000000.0,583396000000.0,330630000000.0,330630000000.0,252766000000.0,14553890000000.0,3826780000000.0,114757000000.0,561116000000.0,2968000000.0,1040580000000.0,2283387000000.0,2283387000000.0,,1469048000000.0,239660000000.0,574679000000.0,1451477000000.0,1081811000000.0,369666000000.0,2107359000000.0,951148000000.0,2022-12-31,
64543473.0,1170305869.0,1234849342.0,4486659000000.0,5718519000000.0,3356585000000.0,9075104000000.0,3356585000000.0,3356585000000.0,8566308000000.0,3427300000000.0,70715000000.0,3356585000000.0,-8381000000.0,121256000000.0,3031942000000.0,233169000000.0,221111000000.0,221111000000.0,11838891000000.0,945000000.0,359582000000.0,359582000000.0,5209723000000.0,5209723000000.0,508796000000.0,508796000000.0,464287000000.0,44509000000.0,392050000000.0,392050000000.0,25199000000.0,25199000000.0,366851000000.0,15266191000000.0,3941562000000.0,114759000000.0,589312000000.0,2179000000.0,1000704000000.0,2370281000000.0,2370281000000.0,270939000000.0,1845693000000.0,253649000000.0,,1570906000000.0,1129103000000.0,441803000000.0,2234608000000.0,1231860000000.0,2023-03-31,
68716094.0,1166133248.0,1234849342.0,4928985000000.0,5851212000000.0,3643306000000.0,9494518000000.0,3643306000000.0,3643306000000.0,8919163000000.0,3722041000000.0,78735000000.0,3643306000000.0,252917000000.0,131463000000.0,3067206000000.0,233535000000.0,221111000000.0,221111000000.0,11862104000000.0,1606000000.0,,,5275857000000.0,5275857000000.0,575355000000.0,575355000000.0,560871000000.0,14484000000.0,775299000000.0,775299000000.0,460309000000.0,460309000000.0,314990000000.0,15584145000000.0,4221848000000.0,115324000000.0,646231000000.0,2255000000.0,1051575000000.0,2539617000000.0,2539617000000.0,,1658440000000.0,255465000000.0,625712000000.0,1555313000000.0,1127427000000.0,427886000000.0,2406463000000.0,922227000000.0,2023-06-30,
76651586.0,1158197756.0,1234849342.0,5119516000000.0,6034623000000.0,3761098000000.0,9795721000000.0,3761098000000.0,3761098000000.0,9209342000000.0,3841996000000.0,80898000000.0,3761098000000.0,326700000000.0,152731000000.0,3132339000000.0,233679000000.0,221111000000.0,221111000000.0,11953224000000.0,1843000000.0,,,5448244000000.0,5448244000000.0,586379000000.0,586379000000.0,481747000000.0,104632000000.0,817788000000.0,817788000000.0,487945000000.0,487945000000.0,329843000000.0,15795220000000.0,4297216000000.0,115515000000.0,751872000000.0,2259000000.0,1109253000000.0,2611067000000.0,2611067000000.0,,2358398000000.0,252669000000.0,635070000000.0,1539569000000.0,1165789000000.0,373780000000.0,2318317000000.0,915107000000.0,2023-09-30,
83437239.0,1151412103.0,1234849342.0,5076330000000.0,5980619000000.0,3727404000000.0,9708023000000.0,3727404000000.0,3727404000000.0,9068745000000.0,3805016000000.0,77612000000.0,3727404000000.0,269896000000.0,171107000000.0,3173754000000.0,233750000000.0,221111000000.0,221111000000.0,11964173000000.0,1845000000.0,,,5341341000000.0,5341341000000.0,639278000000.0,639278000000.0,534839000000.0,104439000000.0,839564000000.0,839564000000.0,509011000000.0,509011000000.0,330553000000.0,15769189000000.0,4376113000000.0,0.0,734659000000.0,2213000000.0,1101560000000.0,2633938000000.0,2633938000000.0,,1723133000000.0,249468000000.0,661337000000.0,1539132000000.0,1157610000000.0,381522000000.0,2537681000000.0,904289000000.0,2023-12-31,269896000000.0
