free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
17857000000.0,-18920000000.0,-226183000000.0,211973000000.0,-298865000000.0,1067018000000.0,1046021000000.0,-17795000000.0,38792000000.0,-26775000000.0,-26775000000.0,-1686000000.0,-50586000000.0,-50586000000.0,-18920000000.0,-18920000000.0,-14210000000.0,-10293000000.0,-10293000000.0,,-3917000000.0,-215890000000.0,211973000000.0,-251155000000.0,-251155000000.0,16870000000.0,44341000000.0,168608000000.0,-124267000000.0,6519000000.0,,-13723000000.0,-260189000000.0,38676000000.0,-298865000000.0,316722000000.0,316722000000.0,-29051000000.0,-27731000000.0,-7859000000.0,4886000000.0,4886000000.0,,1653000000.0,,187960000000.0,1554000000.0,99898000000.0,99898000000.0,-40187000000.0,-11214000000.0,-3650000000.0,-7576000000.0,-18283000000.0,90515000000.0,2022-12-31
30278000000.0,0.0,-282465000000.0,734840000000.0,-303186000000.0,1366908000000.0,1067018000000.0,4145000000.0,295745000000.0,369041000000.0,369041000000.0,-44820000000.0,0.0,0.0,0.0,0.0,477783000000.0,65644000000.0,,,412139000000.0,-322701000000.0,734840000000.0,-406760000000.0,-406760000000.0,12054000000.0,-41666000000.0,108225000000.0,-149891000000.0,-161389000000.0,-255000000.0,-161134000000.0,-250477000000.0,52709000000.0,-303186000000.0,333464000000.0,333464000000.0,-45002000000.0,40282000000.0,3834000000.0,-110360000000.0,-110360000000.0,18588000000.0,-7960000000.0,-7960000000.0,245146000000.0,490000000.0,93023000000.0,93023000000.0,-23252000000.0,-7031000000.0,1384000000.0,-17779000000.0,-43000000.0,63010000000.0,2023-03-31
-124337000000.0,-10206000000.0,-327985000000.0,257249000000.0,-321237000000.0,1060467000000.0,1366908000000.0,19799000000.0,-326240000000.0,-113488000000.0,-113488000000.0,1234000000.0,-50209000000.0,-50209000000.0,-10206000000.0,-10206000000.0,-70736000000.0,-3756000000.0,-3756000000.0,0.0,-66980000000.0,-324229000000.0,257249000000.0,-409652000000.0,-409652000000.0,-17959000000.0,-119482000000.0,47782000000.0,-167264000000.0,-10035000000.0,2344000000.0,-12379000000.0,-286415000000.0,34822000000.0,-321237000000.0,196900000000.0,196900000000.0,43989000000.0,53431000000.0,1315000000.0,-34840000000.0,-34840000000.0,-34840000000.0,24083000000.0,24083000000.0,18075000000.0,86000000.0,85396000000.0,85396000000.0,-17723000000.0,-5037000000.0,-2957000000.0,-8790000000.0,-955000000.0,64157000000.0,2023-06-30
57655000000.0,-21268000000.0,-163348000000.0,267791000000.0,-336475000000.0,1054230000000.0,1060467000000.0,7029000000.0,-13266000000.0,42828000000.0,42828000000.0,-287000000.0,0.0,0.0,-21268000000.0,-21268000000.0,104443000000.0,24210000000.0,-16244000000.0,40454000000.0,80233000000.0,-147104000000.0,227337000000.0,-450224000000.0,-450224000000.0,6273000000.0,-143092000000.0,79633000000.0,-222725000000.0,2612000000.0,3199000000.0,-587000000.0,-256308000000.0,80167000000.0,-336475000000.0,394130000000.0,394130000000.0,-8173000000.0,49231000000.0,-53968000000.0,-1233000000.0,-1233000000.0,,-2203000000.0,,270562000000.0,452000000.0,93106000000.0,93106000000.0,-33904000000.0,-11483000000.0,-746000000.0,-19002000000.0,-2673000000.0,66483000000.0,2023-09-30
43027000000.0,-18527000000.0,-262184000000.0,233300000000.0,-292529000000.0,1045095000000.0,1054230000000.0,-7367000000.0,-1768000000.0,18059000000.0,18059000000.0,5052000000.0,-49691000000.0,-49691000000.0,-18527000000.0,-18527000000.0,75967000000.0,84397000000.0,,,-8430000000.0,-282184000000.0,273754000000.0,-355383000000.0,-355383000000.0,3811000000.0,-85923000000.0,70764000000.0,-156687000000.0,14573000000.0,14861000000.0,-288000000.0,-251149000000.0,41380000000.0,-292529000000.0,335556000000.0,335556000000.0,10077000000.0,12338000000.0,-8163000000.0,14338000000.0,14338000000.0,,-8436000000.0,,177597000000.0,105000000.0,95033000000.0,95033000000.0,-39929000000.0,-21087000000.0,-1437000000.0,-9701000000.0,-7950000000.0,86985000000.0,2023-12-31
