tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,rent_expense_supplemental,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,impairment_of_capital_assets,restructuring_and_mergern_acquisition,gain_on_sale_of_security,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,depreciation_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,insurance_and_claims,rent_and_landing_fees,salaries_and_wages,total_revenue,operating_revenue,date,write_off
16429567335.700556,0.235698,69706000000.0,69706000000.0,89612000000.0,99898000000.0,46699000000.0,37158000000.0,83857000000.0,36335567335.70056,89612000000.0,84700000000.0,235193600.0,234879200.0,381.0,381.5,89612000000.0,89612000000.0,89612000000.0,-1437000000.0,91049000000.0,91049000000.0,28078000000.0,119127000000.0,-5432000000.0,17747000000.0,18283000000.0,1554000000.0,-1018000000.0,19378000000.0,2213000000.0,2213000000.0,2213000000.0,294672000000.0,22900000000.0,271772000000.0,34592000000.0,67852000000.0,84700000000.0,84628000000.0,398079000000.0,398079000000.0,2022-12-31,
18609950594.420216,0.247147,75299000000.0,75299000000.0,61687000000.0,93023000000.0,41617000000.0,38987000000.0,80604000000.0,4997950594.420216,61687000000.0,87446000000.0,,,,,61687000000.0,61687000000.0,61687000000.0,-1323000000.0,63010000000.0,63010000000.0,20685000000.0,83695000000.0,-2072000000.0,-291000000.0,43000000.0,490000000.0,-156000000.0,10899000000.0,1810000000.0,1810000000.0,1810000000.0,341326000000.0,23048000000.0,318278000000.0,39661000000.0,108571000000.0,87446000000.0,82600000000.0,422427000000.0,422427000000.0,2023-03-31,
26120562410.50653,0.282296,92529000000.0,92529000000.0,62966000000.0,85396000000.0,41967000000.0,43081000000.0,85048000000.0,-3442437589.493467,62966000000.0,85625000000.0,234082000.0,233783000.0,269.0,269.35,62966000000.0,62966000000.0,62966000000.0,-1191000000.0,64157000000.0,64157000000.0,25235000000.0,89392000000.0,-3534000000.0,869000000.0,955000000.0,86000000.0,,8295000000.0,2125000000.0,2125000000.0,2125000000.0,350006000000.0,22526000000.0,327480000000.0,35714000000.0,119720000000.0,85625000000.0,86421000000.0,441923000000.0,441923000000.0,2023-06-30,
25369968046.27925,0.300731,84361000000.0,84361000000.0,65134000000.0,93106000000.0,38079000000.0,47810000000.0,85889000000.0,6142968046.279253,65134000000.0,91269000000.0,232788600.0,232413600.0,279.8,280.25,65134000000.0,65134000000.0,65134000000.0,-1349000000.0,66483000000.0,66483000000.0,28592000000.0,95075000000.0,1031000000.0,2221000000.0,2673000000.0,452000000.0,,3023000000.0,2269000000.0,2269000000.0,2269000000.0,346856000000.0,28281000000.0,318575000000.0,40167000000.0,102377000000.0,91269000000.0,84762000000.0,434933000000.0,434933000000.0,2023-09-30,
32303709375.49785,0.307113,105185000000.0,105185000000.0,91105000000.0,95033000000.0,40199000000.0,47703000000.0,87902000000.0,18223709375.49785,91105000000.0,89508000000.0,235193600.0,230896800.0,393.9,394.55,91105000000.0,91105000000.0,91105000000.0,4120000000.0,86985000000.0,86985000000.0,38555000000.0,125540000000.0,2316000000.0,14867000000.0,7950000000.0,105000000.0,0.0,5037000000.0,2340000000.0,2340000000.0,2340000000.0,322540000000.0,27583000000.0,294957000000.0,39421000000.0,78701000000.0,89508000000.0,87327000000.0,417498000000.0,417498000000.0,2023-12-31,-7022000000.0
