tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
1931370.0,0.21,-192796000.0,9197000.0,9197000.0,-242697000.0,48623000.0,485435000.0,-183599000.0,-232222000.0,10324000.0,,,-249962630.0,-242697000.0,1087355000.0,-232222000.0,457918868.0,457918868.0,-0.53,-0.53,-242697000.0,-242697000.0,-242697000.0,-242697000.0,-242697000.0,-416000.0,9714000.0,-232567000.0,-10669000.0,-19866000.0,9197000.0,10324000.0,-10324000.0,,,-232222000.0,601920000.0,83394000.0,518526000.0,345282000.0,173244000.0,173244000.0,369698000.0,485435000.0,855133000.0,855133000.0,2022-12-31
-3577350.0,0.21,-329758000.0,-17035000.0,-17035000.0,-397148000.0,48213000.0,521740000.0,-346793000.0,-395006000.0,11140000.0,655000.0,11795000.0,-383690350.0,-397148000.0,1159437000.0,-389785000.0,456491954.0,456491954.0,-0.87,-0.87,-397148000.0,-397148000.0,-397148000.0,-397148000.0,-397148000.0,-119000.0,1368000.0,-395661000.0,-17016000.0,19000.0,-17035000.0,11140000.0,,655000.0,11795000.0,-389785000.0,637697000.0,88088000.0,549609000.0,389133000.0,160476000.0,160476000.0,247912000.0,521740000.0,769652000.0,769652000.0,2023-03-31
-4208610.0,0.21,-7325000.0,-20041000.0,-20041000.0,-77270000.0,48264000.0,510323000.0,-27366000.0,-75630000.0,12745000.0,666000.0,13411000.0,-61437610.0,-77270000.0,943972000.0,-69045000.0,454529412.0,454529412.0,-0.17,-0.17,-77270000.0,-77270000.0,-77270000.0,-77270000.0,-77270000.0,-323000.0,651000.0,-76296000.0,-19996000.0,45000.0,-20041000.0,12745000.0,,666000.0,13411000.0,-69045000.0,433649000.0,89906000.0,343743000.0,207487000.0,136256000.0,136256000.0,364604000.0,510323000.0,874927000.0,858420000.0,2023-06-30
-1627710.0,0.21,-223138000.0,-7751000.0,-7751000.0,-283103000.0,50245000.0,543454000.0,-230889000.0,-281134000.0,13750000.0,670000.0,14420000.0,-276979710.0,-283103000.0,1076543000.0,-286586000.0,464103279.0,464103279.0,-0.61,-0.61,-283103000.0,-283103000.0,-283103000.0,-283103000.0,-283103000.0,-8000.0,1291000.0,-281804000.0,-8968000.0,-1217000.0,-7751000.0,13750000.0,,670000.0,14420000.0,-286586000.0,533089000.0,89005000.0,444084000.0,313323000.0,130761000.0,130761000.0,246503000.0,543454000.0,789957000.0,774569000.0,2023-09-30
-2670360.0,0.21,31110000.0,-12716000.0,-12716000.0,-44621000.0,55198000.0,716658000.0,18394000.0,-36804000.0,18104000.0,688000.0,18792000.0,-34575360.0,-44621000.0,1274666000.0,-43809000.0,468100000.0,468100000.0,-0.1,-0.1,-44621000.0,-44621000.0,-44621000.0,-44621000.0,-44621000.0,-269000.0,6860000.0,-37492000.0,-11787000.0,929000.0,-12716000.0,18104000.0,,688000.0,18792000.0,-43809000.0,558008000.0,88157000.0,469851000.0,290775000.0,179076000.0,179076000.0,514199000.0,716658000.0,1230857000.0,1210383000.0,2023-12-31
