treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,tradeand_other_payables_non_current,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,restricted_cash,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
8690000.0,450575000.0,459265000.0,,1324688000.0,-340614000.0,2573796000.0,838384000.0,-340614000.0,73585000.0,1322693000.0,2573796000.0,1322693000.0,1322693000.0,36488000.0,36488000.0,332133000.0,-5131801000.0,6750055000.0,84000.0,84000.0,2717459000.0,1471002000.0,70029000.0,10680000.0,69858000.0,1320435000.0,69332000.0,1251103000.0,1246457000.0,724617000.0,17373000.0,17373000.0,4253000.0,4253000.0,78819000.0,421395000.0,340356000.0,81039000.0,70891000.0,10148000.0,4040152000.0,1955311000.0,155865000.0,,10080000.0,10080000.0,1663307000.0,776934000.0,886373000.0,126059000.0,-55603000.0,181662000.0,43046000.0,65957000.0,72659000.0,0.0,2084841000.0,94836000.0,469653000.0,211180000.0,211180000.0,1309172000.0,1309172000.0,2022-12-31
10089000.0,461634000.0,471723000.0,164090000.0,1322199000.0,-623102000.0,2269538000.0,573867000.0,-623102000.0,70441000.0,1017780000.0,2269538000.0,1017780000.0,1017780000.0,36488000.0,36488000.0,359491000.0,-5528949000.0,6869647000.0,85000.0,85000.0,2721494000.0,1489605000.0,74428000.0,27715000.0,69238000.0,1318224000.0,66466000.0,1251758000.0,1231889000.0,719189000.0,,,3975000.0,3975000.0,,508725000.0,,,,,3739274000.0,1933518000.0,,159598000.0,9961000.0,9961000.0,1640882000.0,754509000.0,886373000.0,123077000.0,,123077000.0,,123077000.0,,,1805756000.0,115194000.0,436935000.0,165959000.0,165959000.0,1087668000.0,1087668000.0,2023-03-31
10676000.0,463257000.0,473933000.0,138705000.0,1320143000.0,-602515000.0,2270911000.0,641785000.0,-602515000.0,67723000.0,1018491000.0,2270911000.0,1018491000.0,1018491000.0,36488000.0,36488000.0,373317000.0,-5606219000.0,6961454000.0,85000.0,85000.0,2587773000.0,1510537000.0,78130000.0,46286000.0,69283000.0,1316838000.0,64418000.0,1252420000.0,1077236000.0,637666000.0,,,3305000.0,3305000.0,,436265000.0,,,,,3606264000.0,1887243000.0,,138316000.0,9638000.0,9638000.0,1621006000.0,734633000.0,886373000.0,118283000.0,,118283000.0,,118283000.0,,,1719021000.0,82655000.0,381097000.0,141554000.0,141554000.0,1113715000.0,1113715000.0,2023-06-30
11292000.0,465906000.0,477198000.0,141493000.0,1342147000.0,-803909000.0,2054511000.0,439459000.0,-803909000.0,89058000.0,801422000.0,2054511000.0,801422000.0,801422000.0,36488000.0,36488000.0,391484000.0,-5889322000.0,7045655000.0,85000.0,85000.0,3060094000.0,1531631000.0,79668000.0,53695000.0,68253000.0,1330015000.0,76926000.0,1253089000.0,1528463000.0,922264000.0,,,12132000.0,12132000.0,,594067000.0,,,,,3861516000.0,1893594000.0,,136526000.0,9630000.0,9630000.0,1605331000.0,718958000.0,886373000.0,142107000.0,,142107000.0,,142107000.0,,,1967922000.0,143079000.0,475984000.0,237263000.0,237263000.0,1111596000.0,1111596000.0,2023-09-30
11901000.0,472697000.0,484598000.0,,1346086000.0,-736687000.0,2094066000.0,521747000.0,-736687000.0,92326000.0,840306000.0,2094066000.0,840306000.0,840306000.0,36488000.0,36488000.0,412182000.0,-5933943000.0,7149858000.0,85000.0,85000.0,3104560000.0,1554940000.0,83975000.0,63568000.0,72810000.0,1334587000.0,80827000.0,1253760000.0,1549620000.0,898522000.0,43634000.0,43634000.0,11499000.0,11499000.0,94830000.0,501135000.0,350507000.0,150628000.0,116501000.0,34127000.0,3944866000.0,1873499000.0,131546000.0,,10280000.0,10280000.0,1576993000.0,690620000.0,886373000.0,154680000.0,-75451000.0,230131000.0,57309000.0,93985000.0,78837000.0,0.0,2071367000.0,98565000.0,352990000.0,349309000.0,349309000.0,1270503000.0,1270503000.0,2023-12-31
