ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,liabilities_heldfor_sale_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,assets_held_for_sale_current,inventory,finished_goods,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
207951682.0,207951682.0,3068976000.0,3296483000.0,134746000.0,4641666000.0,-40901000.0,134746000.0,220117000.0,1565300000.0,4628342000.0,1565300000.0,1565300000.0,-70122000.0,-70122000.0,-1251550000.0,2886951000.0,21000.0,21000.0,0.0,4262351000.0,3700409000.0,18537000.0,47759000.0,401453000.0,401453000.0,3232660000.0,169618000.0,3063042000.0,561942000.0,19095000.0,203793000.0,203793000.0,63823000.0,50499000.0,13324000.0,13324000.0,56340000.0,218891000.0,110820000.0,108071000.0,108071000.0,5827651000.0,5306610000.0,274705000.0,1430554000.0,419125000.0,1011429000.0,3601351000.0,-1316876000.0,4918227000.0,4469821000.0,274084000.0,174322000.0,521041000.0,31635000.0,31220000.0,41030000.0,2419000.0,38611000.0,409766000.0,409766000.0,-57048000.0,466814000.0,7390000.0,7390000.0,2022-12-31,
203723099.0,203723099.0,2874049000.0,3110957000.0,139223000.0,4453891000.0,19315000.0,139223000.0,220990000.0,1563924000.0,4440377000.0,1563924000.0,1563924000.0,-62855000.0,-62855000.0,-1040666000.0,2667424000.0,21000.0,21000.0,0.0,4045827000.0,3540265000.0,29100000.0,0.0,464798000.0,464798000.0,3046367000.0,169914000.0,2876453000.0,505562000.0,,199274000.0,199274000.0,64590000.0,51076000.0,13514000.0,13514000.0,28803000.0,212895000.0,120838000.0,92057000.0,92057000.0,5609751000.0,5084874000.0,6578000.0,1424701000.0,413188000.0,1011513000.0,3653595000.0,-1215543000.0,4869138000.0,4869138000.0,,,524877000.0,42684000.0,8924000.0,42007000.0,3180000.0,38827000.0,415344000.0,415344000.0,-61402000.0,476746000.0,15918000.0,15918000.0,2023-03-31,
198375893.0,198375893.0,3041813000.0,3284902000.0,19160000.0,4488018000.0,11936000.0,19160000.0,235429000.0,1438545000.0,4474066000.0,1438545000.0,1438545000.0,-44109000.0,-44109000.0,-952937000.0,2435571000.0,20000.0,20000.0,0.0,4279955000.0,3746436000.0,23171000.0,0.0,506425000.0,506425000.0,3216840000.0,181319000.0,3035521000.0,533519000.0,,209726000.0,209726000.0,68062000.0,54110000.0,13952000.0,13952000.0,43647000.0,212084000.0,120301000.0,91783000.0,91783000.0,5718500000.0,5173045000.0,7230000.0,1419385000.0,407250000.0,1012135000.0,3746430000.0,-1266507000.0,5012937000.0,5012937000.0,,,545455000.0,42868000.0,8924000.0,44360000.0,3389000.0,40971000.0,441643000.0,441643000.0,-68096000.0,509739000.0,7660000.0,7660000.0,2023-06-30,
193460704.0,193460704.0,3470258000.0,3725999000.0,-246753000.0,4788683000.0,22272000.0,-246753000.0,249952000.0,1312636000.0,4772702000.0,1312636000.0,1312636000.0,-44073000.0,-44073000.0,-861421000.0,2218110000.0,20000.0,20000.0,0.0,4762842000.0,4215909000.0,27045000.0,0.0,535434000.0,535434000.0,3653430000.0,193364000.0,3460066000.0,546933000.0,,227257000.0,227257000.0,72569000.0,56588000.0,15981000.0,15981000.0,31550000.0,215557000.0,123238000.0,92319000.0,92319000.0,6075478000.0,5506273000.0,15541000.0,1559389000.0,401313000.0,1158076000.0,3931343000.0,-1309635000.0,5240978000.0,5240978000.0,,,569205000.0,48392000.0,951000.0,44729000.0,2613000.0,42116000.0,469344000.0,469344000.0,-78738000.0,548082000.0,5789000.0,5789000.0,2023-09-30,
189967135.0,189967135.0,3546344000.0,3802547000.0,-335094000.0,4818552000.0,7076000.0,-335094000.0,245245000.0,1261250000.0,4799766000.0,1261250000.0,1261250000.0,-52768000.0,-52768000.0,-775093000.0,2089091000.0,20000.0,20000.0,0.0,4876665000.0,4314645000.0,34024000.0,0.0,554268000.0,554268000.0,3726353000.0,187837000.0,3538516000.0,562020000.0,,224518000.0,224518000.0,76194000.0,57408000.0,18786000.0,18786000.0,45564000.0,215744000.0,129621000.0,86123000.0,86123000.0,6137915000.0,5568819000.0,4626000.0,1596344000.0,419709000.0,1176635000.0,3967849000.0,-1554611000.0,5522460000.0,5001090000.0,343253000.0,178117000.0,569096000.0,57492000.0,2110000.0,47406000.0,4335000.0,43071000.0,451130000.0,451130000.0,-81656000.0,532786000.0,10958000.0,10958000.0,2023-12-31,0.0
