treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,prepaid_assets,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
138522093.0,134231300.0,272753393.0,1659000000.0,3426000000.0,1671000000.0,5405000000.0,306000000.0,1671000000.0,550000000.0,2529000000.0,5105000000.0,2530000000.0,1000000.0,2529000000.0,-22000000.0,-22000000.0,3994000000.0,3849000000.0,2696000000.0,0.0,0.0,0.0,17976000000.0,3604000000.0,292000000.0,196000000.0,119000000.0,119000000.0,2997000000.0,421000000.0,2576000000.0,14372000000.0,,1070000000.0,1070000000.0,429000000.0,129000000.0,300000000.0,300000000.0,798000000.0,12075000000.0,4033000000.0,8042000000.0,8042000000.0,20506000000.0,5828000000.0,310000000.0,208000000.0,208000000.0,858000000.0,150000000.0,708000000.0,4452000000.0,-5812000000.0,10264000000.0,,,10264000000.0,,,,,14678000000.0,,,1252000000.0,6429000000.0,-80000000.0,517000000.0,546000000.0,5446000000.0,5780000000.0,1282000000.0,4498000000.0,1217000000.0,1217000000.0,2022-11-30
140293079.0,133238368.0,273531447.0,1700000000.0,3433000000.0,1821000000.0,5573000000.0,499000000.0,1821000000.0,533000000.0,2673000000.0,5250000000.0,2674000000.0,1000000.0,2673000000.0,9000000.0,9000000.0,4124000000.0,4046000000.0,2742000000.0,0.0,0.0,0.0,16893000000.0,3611000000.0,297000000.0,206000000.0,126000000.0,126000000.0,2982000000.0,405000000.0,2577000000.0,13282000000.0,,1128000000.0,1128000000.0,451000000.0,128000000.0,323000000.0,323000000.0,653000000.0,11050000000.0,4085000000.0,6965000000.0,6965000000.0,19567000000.0,5786000000.0,313000000.0,217000000.0,217000000.0,852000000.0,142000000.0,710000000.0,4404000000.0,-5963000000.0,10367000000.0,,,10367000000.0,,,,,13781000000.0,1172000000.0,,,6519000000.0,-78000000.0,522000000.0,499000000.0,5576000000.0,4890000000.0,1175000000.0,3715000000.0,1200000000.0,1200000000.0,2023-02-28
142184685.0,131351864.0,273536549.0,1694000000.0,3686000000.0,1849000000.0,5910000000.0,813000000.0,1849000000.0,512000000.0,2736000000.0,5610000000.0,2737000000.0,1000000.0,2736000000.0,-11000000.0,-11000000.0,4279000000.0,4268000000.0,2758000000.0,0.0,0.0,0.0,16699000000.0,3903000000.0,311000000.0,205000000.0,127000000.0,127000000.0,3260000000.0,386000000.0,2874000000.0,12796000000.0,,1067000000.0,1067000000.0,426000000.0,126000000.0,300000000.0,300000000.0,786000000.0,10517000000.0,4111000000.0,6406000000.0,6406000000.0,19436000000.0,5827000000.0,304000000.0,233000000.0,233000000.0,887000000.0,150000000.0,737000000.0,4403000000.0,-6055000000.0,10458000000.0,,,10458000000.0,,,,,13609000000.0,1273000000.0,,,6084000000.0,-73000000.0,471000000.0,472000000.0,5214000000.0,4772000000.0,1173000000.0,3599000000.0,1480000000.0,1480000000.0,2023-05-31
142655389.0,131294422.0,273949811.0,1071000000.0,3248000000.0,2103000000.0,5741000000.0,2035000000.0,2103000000.0,373000000.0,2866000000.0,5741000000.0,2867000000.0,1000000.0,2866000000.0,-17000000.0,-17000000.0,4324000000.0,4412000000.0,2795000000.0,0.0,0.0,0.0,16557000000.0,3862000000.0,319000000.0,131000000.0,268000000.0,268000000.0,3144000000.0,269000000.0,2875000000.0,12695000000.0,1397000000.0,886000000.0,886000000.0,104000000.0,104000000.0,,,743000000.0,9565000000.0,3886000000.0,5679000000.0,5679000000.0,19424000000.0,4694000000.0,268000000.0,159000000.0,159000000.0,763000000.0,142000000.0,621000000.0,3504000000.0,-4512000000.0,8016000000.0,676000000.0,147000000.0,367000000.0,5438000000.0,1281000000.0,107000000.0,0.0,14730000000.0,,1929000000.0,1109000000.0,5206000000.0,-58000000.0,243000000.0,217000000.0,4804000000.0,4682000000.0,1035000000.0,3647000000.0,1804000000.0,1804000000.0,2023-08-31
147069155.0,128647431.0,275716586.0,1326000000.0,3241000000.0,1697000000.0,5411000000.0,1624000000.0,1697000000.0,365000000.0,2535000000.0,5411000000.0,2536000000.0,1000000.0,2535000000.0,-6000000.0,-6000000.0,4881000000.0,4595000000.0,2827000000.0,0.0,0.0,0.0,16878000000.0,3848000000.0,342000000.0,118000000.0,243000000.0,243000000.0,3145000000.0,269000000.0,2876000000.0,13030000000.0,1464000000.0,906000000.0,906000000.0,96000000.0,96000000.0,,,683000000.0,9881000000.0,4251000000.0,5630000000.0,5630000000.0,19414000000.0,4760000000.0,279000000.0,155000000.0,155000000.0,838000000.0,177000000.0,661000000.0,3488000000.0,-4612000000.0,8100000000.0,,,8100000000.0,,,,,14654000000.0,1235000000.0,1962000000.0,,5124000000.0,-55000000.0,205000000.0,241000000.0,4733000000.0,4783000000.0,1090000000.0,3693000000.0,1550000000.0,1550000000.0,2023-11-30
153617036.0,122440607.0,276057643.0,312000000.0,3252000000.0,1835000000.0,5536000000.0,1779000000.0,1835000000.0,374000000.0,2658000000.0,5536000000.0,2658000000.0,0.0,2658000000.0,-17000000.0,-17000000.0,5714000000.0,5512000000.0,2877000000.0,0.0,0.0,0.0,14465000000.0,3774000000.0,374000000.0,110000000.0,140000000.0,140000000.0,3150000000.0,272000000.0,2878000000.0,10691000000.0,,976000000.0,976000000.0,102000000.0,102000000.0,,,573000000.0,9040000000.0,3999000000.0,5041000000.0,5041000000.0,17123000000.0,4653000000.0,291000000.0,131000000.0,131000000.0,823000000.0,167000000.0,656000000.0,3408000000.0,-4655000000.0,8063000000.0,,,8063000000.0,,,,,12470000000.0,1349000000.0,0.0,,4821000000.0,-54000000.0,198000000.0,232000000.0,4445000000.0,3734000000.0,1086000000.0,2648000000.0,2566000000.0,2566000000.0,2024-02-29
