free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,net_income_from_continuing_operations,date
-148000000.0,-161000000.0,-1061000000.0,1026000000.0,-314000000.0,1217000000.0,1478000000.0,-10000000.0,-251000000.0,-241000000.0,-241000000.0,-33000000.0,,-12000000.0,-12000000.0,-161000000.0,-161000000.0,-35000000.0,-35000000.0,-1061000000.0,1026000000.0,-176000000.0,-176000000.0,-12000000.0,0.0,0.0,0.0,-164000000.0,150000000.0,-314000000.0,166000000.0,166000000.0,-320000000.0,263000000.0,263000000.0,263000000.0,223000000.0,2022-11-30
91000000.0,-127000000.0,-1009000000.0,995000000.0,-323000000.0,1200000000.0,1217000000.0,7000000.0,-24000000.0,-130000000.0,-130000000.0,-5000000.0,,-11000000.0,-11000000.0,-127000000.0,-127000000.0,-14000000.0,-14000000.0,-1009000000.0,995000000.0,-308000000.0,-308000000.0,-4000000.0,0.0,,0.0,-304000000.0,19000000.0,-323000000.0,414000000.0,414000000.0,-44000000.0,251000000.0,251000000.0,251000000.0,207000000.0,2023-02-28
245000000.0,-154000000.0,-1299000000.0,1535000000.0,-223000000.0,1480000000.0,1200000000.0,-1000000.0,281000000.0,67000000.0,67000000.0,-4000000.0,0.0,-11000000.0,,-154000000.0,-154000000.0,236000000.0,236000000.0,-1299000000.0,1535000000.0,-254000000.0,-254000000.0,-12000000.0,-30000000.0,,-30000000.0,-212000000.0,11000000.0,-223000000.0,468000000.0,468000000.0,-3000000.0,238000000.0,238000000.0,238000000.0,233000000.0,2023-05-31
516000000.0,-45000000.0,-835000000.0,491000000.0,-170000000.0,1804000000.0,1480000000.0,-1000000.0,325000000.0,-376000000.0,-376000000.0,0.0,24000000.0,-11000000.0,,-45000000.0,-45000000.0,-344000000.0,-344000000.0,-835000000.0,491000000.0,15000000.0,15000000.0,-8000000.0,51000000.0,,1000000.0,-28000000.0,142000000.0,-170000000.0,686000000.0,686000000.0,161000000.0,172000000.0,172000000.0,139000000.0,155000000.0,2023-08-31
160000000.0,-500000000.0,-436000000.0,395000000.0,-288000000.0,1550000000.0,1804000000.0,-7000000.0,-247000000.0,-620000000.0,-620000000.0,-67000000.0,,-12000000.0,-12000000.0,-500000000.0,-500000000.0,-41000000.0,-41000000.0,-436000000.0,395000000.0,-75000000.0,-75000000.0,1000000.0,199000000.0,258000000.0,-59000000.0,-275000000.0,13000000.0,-288000000.0,448000000.0,448000000.0,48000000.0,206000000.0,206000000.0,206000000.0,194000000.0,2023-11-30
-48000000.0,-825000000.0,-1430000000.0,1404000000.0,-266000000.0,2566000000.0,1550000000.0,0.0,1016000000.0,-835000000.0,-835000000.0,-5000000.0,,-10000000.0,,-825000000.0,-825000000.0,-26000000.0,-26000000.0,-1430000000.0,1404000000.0,1633000000.0,1633000000.0,-13000000.0,1816000000.0,1850000000.0,-34000000.0,-170000000.0,96000000.0,-266000000.0,218000000.0,218000000.0,85000000.0,150000000.0,150000000.0,150000000.0,927000000.0,2024-02-29
