tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,write_off,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-11520000.0,0.256,655000000.0,-45000000.0,-45000000.0,223000000.0,263000000.0,8637000000.0,610000000.0,347000000.0,-48000000.0,48000000.0,13000000.0,256480000.0,223000000.0,9228000000.0,362000000.0,138000000.0,134800000.0,1.61,1.65,223000000.0,223000000.0,223000000.0,0.0,223000000.0,223000000.0,76000000.0,299000000.0,-60000000.0,-15000000.0,-45000000.0,0.0,,45000000.0,-48000000.0,48000000.0,13000000.0,407000000.0,336000000.0,8000000.0,8000000.0,8000000.0,8000000.0,9000000.0,319000000.0,743000000.0,8892000000.0,9635000000.0,9635000000.0,2022-11-30
0.0,0.276,610000000.0,0.0,0.0,207000000.0,251000000.0,7231000000.0,610000000.0,359000000.0,-55000000.0,72000000.0,17000000.0,207000000.0,207000000.0,7775000000.0,359000000.0,136300000.0,133600000.0,1.52,1.55,207000000.0,207000000.0,207000000.0,0.0,207000000.0,207000000.0,80000000.0,287000000.0,-17000000.0,-17000000.0,0.0,,4000000.0,-4000000.0,-55000000.0,72000000.0,17000000.0,359000000.0,302000000.0,9000000.0,9000000.0,9000000.0,9000000.0,8000000.0,285000000.0,661000000.0,7473000000.0,8134000000.0,8134000000.0,2023-02-28
0.0,0.24,627000000.0,0.0,0.0,233000000.0,238000000.0,7547000000.0,627000000.0,389000000.0,-51000000.0,83000000.0,32000000.0,233000000.0,233000000.0,8100000000.0,375000000.0,135100000.0,132300000.0,1.72,1.76,233000000.0,233000000.0,233000000.0,0.0,233000000.0,233000000.0,73000000.0,306000000.0,-18000000.0,-18000000.0,0.0,,,0.0,-51000000.0,83000000.0,32000000.0,375000000.0,322000000.0,7000000.0,7000000.0,7000000.0,7000000.0,8000000.0,307000000.0,697000000.0,7778000000.0,8475000000.0,8475000000.0,2023-05-31
-2520000.0,0.21,544000000.0,-12000000.0,-12000000.0,155000000.0,172000000.0,7529000000.0,532000000.0,360000000.0,-52000000.0,-10000000.0,,164480000.0,155000000.0,8005000000.0,441000000.0,,,,,155000000.0,155000000.0,155000000.0,0.0,155000000.0,155000000.0,215000000.0,370000000.0,-31000000.0,-19000000.0,-12000000.0,,,7000000.0,-52000000.0,-10000000.0,,453000000.0,313000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,295000000.0,766000000.0,7692000000.0,8458000000.0,8458000000.0,2023-08-31
-24992000.0,0.176,630000000.0,-142000000.0,-142000000.0,194000000.0,206000000.0,7412000000.0,488000000.0,282000000.0,-47000000.0,47000000.0,,311008000.0,194000000.0,7942000000.0,303000000.0,132100000.0,129600000.0,1.47,1.49,194000000.0,194000000.0,194000000.0,0.0,194000000.0,194000000.0,41000000.0,235000000.0,-163000000.0,-21000000.0,-142000000.0,-15000000.0,,127000000.0,-47000000.0,47000000.0,,445000000.0,330000000.0,6000000.0,6000000.0,6000000.0,6000000.0,10000000.0,314000000.0,775000000.0,7612000000.0,8387000000.0,8387000000.0,2023-11-30
105156000.0,0.127,431000000.0,828000000.0,828000000.0,927000000.0,150000000.0,5996000000.0,1259000000.0,1109000000.0,-47000000.0,47000000.0,,204156000.0,927000000.0,6464000000.0,1131000000.0,126900000.0,125200000.0,7.31,7.41,927000000.0,927000000.0,927000000.0,0.0,927000000.0,927000000.0,135000000.0,1062000000.0,806000000.0,-22000000.0,828000000.0,944000000.0,,116000000.0,-47000000.0,47000000.0,,303000000.0,327000000.0,9000000.0,9000000.0,9000000.0,9000000.0,10000000.0,308000000.0,630000000.0,6137000000.0,6767000000.0,6767000000.0,2024-02-29
