ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,restricted_cash,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
140027000.0,140027000.0,719325000.0,2426156000.0,2726541000.0,1881606000.0,2426156000.0,639340000.0,2646556000.0,2646556000.0,2646556000.0,2646556000.0,-292000.0,-292000.0,-588026000.0,3234860000.0,14000.0,14000.0,1766045000.0,682772000.0,69911000.0,28210000.0,28210000.0,584651000.0,584651000.0,1083273000.0,87678000.0,87678000.0,134674000.0,54689000.0,79985000.0,79985000.0,,860921000.0,495067000.0,365854000.0,201054000.0,164800000.0,4412601000.0,1447722000.0,370596000.0,220400000.0,58881000.0,161519000.0,856726000.0,-100091000.0,956817000.0,353245000.0,521695000.0,81877000.0,0.0,2964879000.0,135383000.0,,106747000.0,760793000.0,760793000.0,-40191000.0,800984000.0,1961956000.0,1961956000.0,608409000.0,1353547000.0,2022-12-31
140785140.0,140785140.0,641555000.0,2334648000.0,2550642000.0,1764056000.0,2334648000.0,641555000.0,2550642000.0,2550642000.0,2550642000.0,2550642000.0,35000.0,35000.0,-781630000.0,3332223000.0,14000.0,14000.0,1504762000.0,673465000.0,63298000.0,24519000.0,24519000.0,585648000.0,585648000.0,831297000.0,98058000.0,98058000.0,55907000.0,55907000.0,,,,677332000.0,363072000.0,314260000.0,227381000.0,86879000.0,4055404000.0,1460051000.0,379821000.0,215994000.0,54475000.0,161519000.0,864236000.0,-111311000.0,975547000.0,368483000.0,504693000.0,102371000.0,0.0,2595353000.0,111928000.0,40713000.0,109238000.0,703422000.0,703422000.0,-22436000.0,725858000.0,1630052000.0,1630052000.0,,,2023-03-31
141507791.0,141507791.0,648742000.0,2321688000.0,2533275000.0,1745990000.0,2321688000.0,648742000.0,2533275000.0,2533275000.0,2533275000.0,2533275000.0,71000.0,71000.0,-889225000.0,3422415000.0,14000.0,14000.0,1623477000.0,667973000.0,55432000.0,23065000.0,23065000.0,589476000.0,589476000.0,955504000.0,104109000.0,104109000.0,59266000.0,59266000.0,,,,792129000.0,381174000.0,410955000.0,198040000.0,212915000.0,4156752000.0,1455258000.0,386760000.0,211587000.0,50068000.0,161519000.0,856911000.0,-125426000.0,982337000.0,376701000.0,499308000.0,106328000.0,0.0,2701494000.0,104622000.0,40713000.0,93214000.0,707684000.0,707684000.0,-31515000.0,739199000.0,1755261000.0,1755261000.0,,,2023-06-30
142495832.0,142495832.0,663885000.0,2100286000.0,2307467000.0,1763257000.0,2100286000.0,663885000.0,2307467000.0,2307467000.0,2307467000.0,2307467000.0,-166000.0,-166000.0,-1219296000.0,3526915000.0,14000.0,14000.0,1883312000.0,675568000.0,52965000.0,22556000.0,22556000.0,600047000.0,600047000.0,1207744000.0,98236000.0,98236000.0,63838000.0,63838000.0,,,0.0,1045670000.0,517088000.0,528582000.0,216303000.0,312279000.0,4190779000.0,1219778000.0,323289000.0,207181000.0,45662000.0,161519000.0,689308000.0,-79257000.0,768565000.0,264939000.0,410585000.0,93041000.0,0.0,2971001000.0,101108000.0,40713000.0,105374000.0,720398000.0,720398000.0,-25080000.0,745478000.0,2003408000.0,2003408000.0,,,2023-09-30
143502000.0,143502000.0,654273000.0,2123061000.0,2326333000.0,1797415000.0,2123061000.0,654273000.0,2326333000.0,2326333000.0,2326333000.0,2326333000.0,159000.0,159000.0,-1297587000.0,3623747000.0,14000.0,14000.0,1935459000.0,659932000.0,49186000.0,24572000.0,24572000.0,586174000.0,586174000.0,1275527000.0,102157000.0,102157000.0,68099000.0,68099000.0,,,,1105271000.0,719941000.0,385330000.0,,385330000.0,4261792000.0,1188850000.0,349578000.0,203272000.0,41753000.0,161519000.0,636000000.0,-123062000.0,759062000.0,292418000.0,371444000.0,95200000.0,0.0,3072942000.0,138585000.0,,92129000.0,816337000.0,816337000.0,-34127000.0,850464000.0,2025891000.0,2025891000.0,1431398000.0,594493000.0,2023-12-31
144164666.0,144164666.0,639703000.0,2156234000.0,2355829000.0,1836384000.0,2156234000.0,639703000.0,2355829000.0,2355829000.0,2355829000.0,2355829000.0,-178000.0,-178000.0,-1348442000.0,3704435000.0,14000.0,14000.0,1795926000.0,636180000.0,44062000.0,23491000.0,23491000.0,568627000.0,568627000.0,1159746000.0,101650000.0,101650000.0,71076000.0,71076000.0,,,,987020000.0,601364000.0,385656000.0,,385656000.0,4151755000.0,1155625000.0,346438000.0,199595000.0,38076000.0,161519000.0,609592000.0,-132867000.0,742459000.0,290346000.0,358105000.0,94008000.0,0.0,2996130000.0,129144000.0,,94531000.0,716727000.0,716727000.0,-26161000.0,742888000.0,2055728000.0,2055728000.0,,,2024-03-31
