free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
187000000.0,-439000000.0,-1899000000.0,2772000000.0,-862000000.0,445000000.0,248000000.0,0.0,197000000.0,175000000.0,175000000.0,2000000.0,5000000.0,-266000000.0,-266000000.0,-439000000.0,-439000000.0,873000000.0,873000000.0,-1899000000.0,2772000000.0,-1027000000.0,-1027000000.0,-4000000.0,-161000000.0,9000000.0,-170000000.0,-862000000.0,1049000000.0,1049000000.0,-200000000.0,-75000000.0,35000000.0,68000000.0,-228000000.0,28000000.0,13000000.0,14000000.0,102000000.0,102000000.0,545000000.0,,-209000000.0,,,,47000000.0,18000000.0,45000000.0,500000000.0,2022-12-31
384000000.0,-350000000.0,-6548000000.0,6885000000.0,-660000000.0,392000000.0,445000000.0,0.0,-53000000.0,-319000000.0,-319000000.0,-29000000.0,12000000.0,-289000000.0,,-350000000.0,-350000000.0,337000000.0,337000000.0,-6548000000.0,6885000000.0,-778000000.0,-778000000.0,-95000000.0,-23000000.0,11000000.0,-34000000.0,-660000000.0,1044000000.0,1044000000.0,-100000000.0,-64000000.0,-29000000.0,-145000000.0,138000000.0,32000000.0,26000000.0,9000000.0,42000000.0,42000000.0,505000000.0,178000000.0,327000000.0,34000000.0,34000000.0,293000000.0,-2000000.0,11000000.0,-3000000.0,532000000.0,2023-03-31
510000000.0,-270000000.0,-4526000000.0,4471000000.0,-520000000.0,263000000.0,392000000.0,2000000.0,-131000000.0,-600000000.0,-600000000.0,-5000000.0,13000000.0,-283000000.0,,-270000000.0,-270000000.0,-55000000.0,-55000000.0,-4526000000.0,4471000000.0,-561000000.0,-561000000.0,8000000.0,-49000000.0,35000000.0,-84000000.0,-520000000.0,1030000000.0,1030000000.0,-160000000.0,-83000000.0,43000000.0,123000000.0,-243000000.0,33000000.0,21000000.0,11000000.0,-11000000.0,-11000000.0,521000000.0,188000000.0,333000000.0,30000000.0,30000000.0,303000000.0,,12000000.0,0.0,613000000.0,2023-06-30
590000000.0,-370000000.0,-5917000000.0,5963000000.0,-673000000.0,250000000.0,263000000.0,-2000000.0,-11000000.0,-606000000.0,-606000000.0,-3000000.0,4000000.0,-283000000.0,,-370000000.0,-370000000.0,46000000.0,46000000.0,-5917000000.0,5963000000.0,-668000000.0,-668000000.0,4000000.0,1000000.0,22000000.0,-21000000.0,-673000000.0,1263000000.0,1263000000.0,-33000000.0,-53000000.0,27000000.0,85000000.0,-92000000.0,32000000.0,24000000.0,16000000.0,38000000.0,38000000.0,519000000.0,188000000.0,331000000.0,33000000.0,33000000.0,298000000.0,,18000000.0,0.0,662000000.0,2023-09-30
340000000.0,-312000000.0,-3403000000.0,3987000000.0,-1042000000.0,552000000.0,250000000.0,3000000.0,299000000.0,1000000.0,1000000.0,-5000000.0,15000000.0,-281000000.0,-281000000.0,-312000000.0,-312000000.0,584000000.0,584000000.0,-3403000000.0,3987000000.0,-1084000000.0,-1084000000.0,-21000000.0,-21000000.0,10000000.0,-31000000.0,-1042000000.0,1382000000.0,1382000000.0,42000000.0,-39000000.0,18000000.0,27000000.0,36000000.0,33000000.0,22000000.0,20000000.0,14000000.0,14000000.0,526000000.0,191000000.0,335000000.0,32000000.0,32000000.0,303000000.0,88000000.0,19000000.0,78000000.0,469000000.0,2023-12-31
699000000.0,-250000000.0,-4570000000.0,4412000000.0,-668000000.0,425000000.0,552000000.0,-2000000.0,-125000000.0,-737000000.0,-737000000.0,-54000000.0,32000000.0,-307000000.0,-307000000.0,-250000000.0,-250000000.0,-158000000.0,-158000000.0,-4570000000.0,4412000000.0,-755000000.0,-755000000.0,-91000000.0,4000000.0,15000000.0,-11000000.0,-668000000.0,1367000000.0,1367000000.0,9000000.0,-16000000.0,-49000000.0,-102000000.0,176000000.0,33000000.0,30000000.0,10000000.0,57000000.0,57000000.0,514000000.0,176000000.0,338000000.0,30000000.0,30000000.0,308000000.0,7000000.0,19000000.0,-2000000.0,707000000.0,2024-03-31
