tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,provision_for_doubtful_accounts,depreciation_amortization_depletion_income_statement,depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-10007776.049767,0.222395,1342000000.0,-45000000.0,-45000000.0,499000000.0,545000000.0,3093000000.0,1297000000.0,752000000.0,-109000000.0,109000000.0,533992223.950233,499000000.0,4125000000.0,765000000.0,411500000.0,409200000.0,1.21,1.22,499000000.0,499000000.0,499000000.0,-1000000.0,500000000.0,500000000.0,143000000.0,643000000.0,-58000000.0,5000000.0,-45000000.0,-45000000.0,0.0,-18000000.0,-109000000.0,109000000.0,810000000.0,1032000000.0,14000000.0,545000000.0,,545000000.0,34000000.0,34000000.0,511000000.0,473000000.0,473000000.0,188000000.0,285000000.0,1842000000.0,3093000000.0,4935000000.0,4935000000.0,2022-12-31
0.0,0.236,1321000000.0,0.0,0.0,533000000.0,505000000.0,3086000000.0,1321000000.0,816000000.0,-120000000.0,120000000.0,533000000.0,533000000.0,4067000000.0,825000000.0,409000000.0,407400000.0,1.3,1.31,533000000.0,533000000.0,533000000.0,1000000.0,532000000.0,532000000.0,164000000.0,696000000.0,-9000000.0,2000000.0,0.0,3000000.0,3000000.0,-11000000.0,-120000000.0,120000000.0,825000000.0,981000000.0,9000000.0,505000000.0,178000000.0,327000000.0,34000000.0,34000000.0,293000000.0,467000000.0,467000000.0,155000000.0,312000000.0,1806000000.0,3086000000.0,4892000000.0,4892000000.0,2023-03-31
-242000.0,0.242,1456000000.0,-1000000.0,-1000000.0,615000000.0,521000000.0,3186000000.0,1455000000.0,934000000.0,-125000000.0,125000000.0,615758000.0,615000000.0,4174000000.0,944000000.0,407700000.0,405900000.0,1.51,1.52,615000000.0,615000000.0,615000000.0,2000000.0,613000000.0,613000000.0,196000000.0,809000000.0,-11000000.0,2000000.0,-1000000.0,0.0,1000000.0,-12000000.0,-125000000.0,125000000.0,945000000.0,988000000.0,11000000.0,521000000.0,,521000000.0,30000000.0,30000000.0,491000000.0,456000000.0,456000000.0,163000000.0,293000000.0,1933000000.0,3186000000.0,5119000000.0,5119000000.0,2023-06-30
0.0,0.241,1518000000.0,0.0,0.0,663000000.0,519000000.0,3188000000.0,1518000000.0,999000000.0,-127000000.0,127000000.0,663000000.0,663000000.0,4177000000.0,1021000000.0,405900000.0,404000000.0,1.63,1.64,663000000.0,663000000.0,663000000.0,1000000.0,662000000.0,662000000.0,210000000.0,872000000.0,-22000000.0,-4000000.0,0.0,0.0,0.0,-18000000.0,-127000000.0,127000000.0,1021000000.0,989000000.0,16000000.0,519000000.0,188000000.0,331000000.0,33000000.0,33000000.0,298000000.0,454000000.0,454000000.0,174000000.0,280000000.0,2010000000.0,3188000000.0,5198000000.0,5198000000.0,2023-09-30
-67119565.217391,0.271739,1545000000.0,-247000000.0,-247000000.0,493000000.0,526000000.0,3146000000.0,1298000000.0,772000000.0,-128000000.0,128000000.0,672880434.782609,493000000.0,4185000000.0,785000000.0,404200000.0,402000000.0,1.22,1.23,493000000.0,493000000.0,493000000.0,24000000.0,469000000.0,469000000.0,175000000.0,644000000.0,-260000000.0,,-247000000.0,-246000000.0,1000000.0,-19000000.0,-128000000.0,128000000.0,1032000000.0,1039000000.0,20000000.0,526000000.0,,1080000000.0,32000000.0,32000000.0,1048000000.0,493000000.0,493000000.0,173000000.0,320000000.0,2071000000.0,3146000000.0,5217000000.0,5217000000.0,2023-12-31
372000.0,0.186,1511000000.0,2000000.0,2000000.0,708000000.0,514000000.0,3140000000.0,1513000000.0,999000000.0,-130000000.0,130000000.0,706372000.0,708000000.0,4145000000.0,1016000000.0,403500000.0,401700000.0,1.75,1.76,708000000.0,708000000.0,708000000.0,1000000.0,707000000.0,707000000.0,162000000.0,869000000.0,-15000000.0,2000000.0,2000000.0,2000000.0,0.0,-19000000.0,-130000000.0,130000000.0,1014000000.0,1005000000.0,10000000.0,514000000.0,176000000.0,338000000.0,30000000.0,30000000.0,308000000.0,481000000.0,481000000.0,160000000.0,321000000.0,2019000000.0,3140000000.0,5159000000.0,5159000000.0,2024-03-31
