treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,preferred_securities_outside_stock_equity,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
41100000.0,337500000.0,378600000.0,7995000000.0,8549000000.0,-2378000000.0,8969000000.0,-1605000000.0,-2378000000.0,127000000.0,547000000.0,8125000000.0,700000000.0,153000000.0,547000000.0,-3669000000.0,-3669000000.0,5137000000.0,8201000000.0,679000000.0,473000000.0,473000000.0,0.0,17270000000.0,9936000000.0,799000000.0,258000000.0,654000000.0,647000000.0,647000000.0,7578000000.0,7578000000.0,7334000000.0,601000000.0,971000000.0,127000000.0,844000000.0,844000000.0,5762000000.0,1243000000.0,82000000.0,4519000000.0,388000000.0,318000000.0,3813000000.0,17970000000.0,12241000000.0,1193000000.0,238000000.0,238000000.0,2925000000.0,851000000.0,2074000000.0,7885000000.0,-10664000000.0,18549000000.0,676000000.0,14655000000.0,3062000000.0,156000000.0,0.0,5729000000.0,753000000.0,2269000000.0,-239000000.0,1388000000.0,246000000.0,874000000.0,2280000000.0,-64000000.0,189000000.0,2155000000.0,427000000.0,427000000.0,2022-12-31
41200000.0,337400000.0,378600000.0,7957000000.0,8481000000.0,-2239000000.0,9200000000.0,-1243000000.0,-2239000000.0,,719000000.0,8664000000.0,861000000.0,142000000.0,719000000.0,-3660000000.0,-3660000000.0,5153000000.0,8365000000.0,694000000.0,473000000.0,473000000.0,0.0,17316000000.0,10222000000.0,810000000.0,210000000.0,645000000.0,612000000.0,612000000.0,7945000000.0,7945000000.0,7094000000.0,,536000000.0,,536000000.0,,6558000000.0,2376000000.0,,4182000000.0,394000000.0,,3788000000.0,18177000000.0,12326000000.0,1221000000.0,281000000.0,281000000.0,2958000000.0,868000000.0,2090000000.0,7866000000.0,-10834000000.0,18700000000.0,668000000.0,14807000000.0,3065000000.0,160000000.0,0.0,5851000000.0,673000000.0,2224000000.0,-234000000.0,1355000000.0,244000000.0,859000000.0,2430000000.0,,,2430000000.0,524000000.0,524000000.0,2023-03-31
40400000.0,338200000.0,378600000.0,7555000000.0,8135000000.0,-1794000000.0,8635000000.0,-854000000.0,-1794000000.0,,500000000.0,8447000000.0,651000000.0,151000000.0,500000000.0,-3639000000.0,-3639000000.0,5071000000.0,8040000000.0,697000000.0,473000000.0,473000000.0,0.0,16732000000.0,10134000000.0,848000000.0,210000000.0,639000000.0,490000000.0,490000000.0,7947000000.0,7947000000.0,6598000000.0,,188000000.0,,188000000.0,,6410000000.0,2302000000.0,,4108000000.0,395000000.0,,3713000000.0,17383000000.0,11639000000.0,1231000000.0,299000000.0,299000000.0,2294000000.0,208000000.0,2086000000.0,7815000000.0,-10909000000.0,18724000000.0,741000000.0,14778000000.0,3046000000.0,159000000.0,0.0,5744000000.0,677000000.0,2128000000.0,-211000000.0,1302000000.0,220000000.0,817000000.0,2359000000.0,,,2359000000.0,580000000.0,580000000.0,2023-06-30
40600000.0,338000000.0,378600000.0,7276000000.0,8090000000.0,-1562000000.0,8770000000.0,-1104000000.0,-1562000000.0,,680000000.0,8083000000.0,840000000.0,160000000.0,680000000.0,-3670000000.0,-3670000000.0,5101000000.0,8217000000.0,761000000.0,473000000.0,473000000.0,0.0,16313000000.0,9482000000.0,809000000.0,210000000.0,656000000.0,404000000.0,404000000.0,7403000000.0,7403000000.0,6831000000.0,,687000000.0,,687000000.0,,6144000000.0,2259000000.0,,3885000000.0,395000000.0,,3490000000.0,17153000000.0,11426000000.0,1164000000.0,320000000.0,320000000.0,2242000000.0,197000000.0,2045000000.0,7700000000.0,-10950000000.0,18650000000.0,655000000.0,14826000000.0,3014000000.0,155000000.0,0.0,5727000000.0,594000000.0,2021000000.0,-197000000.0,1259000000.0,203000000.0,756000000.0,2298000000.0,,,2298000000.0,814000000.0,814000000.0,2023-09-30
41599000.0,336998000.0,378597000.0,6891000000.0,8114000000.0,-1367000000.0,8899000000.0,-1227000000.0,-1367000000.0,130000000.0,915000000.0,8332000000.0,1068000000.0,153000000.0,915000000.0,-3582000000.0,-3582000000.0,5222000000.0,8368000000.0,878000000.0,473000000.0,473000000.0,0.0,16276000000.0,9346000000.0,860000000.0,26000000.0,669000000.0,374000000.0,374000000.0,7417000000.0,7417000000.0,6930000000.0,494000000.0,697000000.0,130000000.0,567000000.0,567000000.0,5739000000.0,1398000000.0,88000000.0,4341000000.0,394000000.0,294000000.0,3653000000.0,17344000000.0,11641000000.0,1140000000.0,306000000.0,306000000.0,2282000000.0,197000000.0,2085000000.0,7913000000.0,-11238000000.0,19151000000.0,803000000.0,15132000000.0,3067000000.0,149000000.0,0.0,5703000000.0,520000000.0,1955000000.0,-192000000.0,1212000000.0,211000000.0,724000000.0,2135000000.0,-78000000.0,150000000.0,2063000000.0,1093000000.0,1093000000.0,2023-12-31
41823000.0,336774000.0,378597000.0,7117000000.0,7970000000.0,-1189000000.0,9014000000.0,-1278000000.0,-1189000000.0,,1044000000.0,8205000000.0,1184000000.0,140000000.0,1044000000.0,-3655000000.0,-3655000000.0,5252000000.0,8601000000.0,877000000.0,473000000.0,473000000.0,0.0,15908000000.0,9030000000.0,796000000.0,26000000.0,652000000.0,395000000.0,395000000.0,7161000000.0,7161000000.0,6878000000.0,,809000000.0,,809000000.0,,6069000000.0,2131000000.0,,3938000000.0,407000000.0,,3531000000.0,17092000000.0,11492000000.0,1123000000.0,364000000.0,364000000.0,2233000000.0,190000000.0,2043000000.0,7772000000.0,-11292000000.0,19064000000.0,781000000.0,15064000000.0,3052000000.0,167000000.0,0.0,5600000000.0,487000000.0,1877000000.0,-207000000.0,1197000000.0,207000000.0,680000000.0,2383000000.0,,,2383000000.0,853000000.0,853000000.0,2024-03-31
