ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,financial_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost,investmentsin_subsidiariesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,restricted_cash,prepaid_assets,inventory,other_inventories,finished_goods,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,duefrom_related_parties_current,taxes_receivable,loans_receivable,accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
2100832262.0,2100832262.0,38392000000.0,80804000000.0,22263000000.0,204054000000.0,21252000000.0,22263000000.0,2135000000.0,125385000000.0,195530000000.0,131876000000.0,6491000000.0,125385000000.0,-2187000000.0,-8712000000.0,-8712000000.0,88664000000.0,45560000000.0,2060000000.0,2060000000.0,146119000000.0,88159000000.0,2710000000.0,3168000000.0,3709000000.0,3709000000.0,38000000.0,2839000000.0,2839000000.0,71808000000.0,1663000000.0,70145000000.0,3887000000.0,57960000000.0,459000000.0,8996000000.0,472000000.0,8524000000.0,8524000000.0,48505000000.0,12712000000.0,862000000.0,35793000000.0,977000000.0,7981000000.0,26835000000.0,277995000000.0,198783000000.0,1605000000.0,360000000.0,2779000000.0,7975000000.0,7975000000.0,486000000.0,591000000.0,8591000000.0,139000000.0,139000000.0,8452000000.0,,,,103122000000.0,79864000000.0,23258000000.0,73274000000.0,-56622000000.0,129896000000.0,897000000.0,10403000000.0,48317000000.0,44580000000.0,20247000000.0,5452000000.0,0.0,79212000000.0,211000000.0,2668000000.0,243000000.0,1695000000.0,11888000000.0,361000000.0,5897000000.0,5630000000.0,22230000000.0,-538000000.0,1636000000.0,1704000000.0,5912000000.0,84000000.0,13432000000.0,,40277000000.0,,40277000000.0,34449000000.0,5828000000.0,2022-12-31
2100832262.0,2100832262.0,65758000000.0,68184000000.0,16178000000.0,182979000000.0,10691000000.0,16178000000.0,2426000000.0,117221000000.0,182592000000.0,123685000000.0,6465000000.0,117221000000.0,,,,,,,,139630000000.0,84624000000.0,17436000000.0,,,,,,,67188000000.0,1817000000.0,65371000000.0,,55006000000.0,31061000000.0,996000000.0,609000000.0,387000000.0,387000000.0,22949000000.0,,,22949000000.0,,,22949000000.0,263315000000.0,197617000000.0,14784000000.0,,,,,,,8442000000.0,,,8442000000.0,,,,101043000000.0,,,73348000000.0,-54627000000.0,127975000000.0,,,127975000000.0,,,,,65697000000.0,8902000000.0,,,,12067000000.0,,,,13779000000.0,,,,,,13779000000.0,,30949000000.0,,,,,2023-06-30
,,66161000000.0,68385000000.0,22987000000.0,190389000000.0,13809000000.0,22987000000.0,2224000000.0,124228000000.0,190351000000.0,130825000000.0,6597000000.0,124228000000.0,,-14084836000.0,,90692624000.0,45559895000.0,2059978000.0,2059978000.0,143791000000.0,84844000000.0,17106000000.0,,3794430000.0,3794430000.0,,3047473000.0,3047473000.0,67738000000.0,1615000000.0,66123000000.0,6133015000.0,58947000000.0,33848000000.0,647000000.0,609000000.0,38000000.0,38000000.0,24452000000.0,,,24452000000.0,,9932902000.0,24452000000.0,274616000000.0,201861000000.0,15851000000.0,,,9929222000.0,9929222000.0,365943000.0,,8664000000.0,231235000.0,231235000.0,8664183000.0,1941200000.0,6722983000.0,0.0,101241000000.0,78712791000.0,22528623000.0,76105000000.0,-56024000000.0,132129000000.0,,10033434000.0,132129000000.0,31918915000.0,14428477000.0,5344329000.0,0.0,72756000000.0,8329000000.0,,,,11591000000.0,671938000.0,6560199000.0,4359136000.0,14292000000.0,,2246387000.0,,4110073000.0,,14292000000.0,12045290000.0,38544000000.0,2419717000.0,38543699000.0,30630461000.0,7913238000.0,2023-09-30
