tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,gain_on_sale_of_business
354644.692616,0.285543,269943000.0,1242000.0,1242000.0,153500000.0,58697000.0,230742000.0,271185000.0,212488000.0,3310000.0,359000.0,3669000.0,152612644.692616,153500000.0,1066919000.0,217373000.0,155749000.0,152761000.0,0.99,1.0,153500000.0,153500000.0,153500000.0,1943000.0,151557000.0,151557000.0,60572000.0,212129000.0,-8554000.0,-9796000.0,0.0,0.0,1242000.0,3310000.0,359000.0,3669000.0,217373000.0,784198000.0,6718000.0,6718000.0,6718000.0,6718000.0,461618000.0,315862000.0,208448000.0,107414000.0,107414000.0,,1001571000.0,282721000.0,1284292000.0,1284292000.0,2022-10-31,
-1450042.0,0.038,374941000.0,-38159000.0,-38159000.0,271536000.0,57294000.0,233777000.0,336782000.0,279488000.0,6635000.0,264000.0,6899000.0,308244958.0,271536000.0,1064549000.0,255932000.0,155076000.0,152401000.0,1.75,1.78,271536000.0,271536000.0,271536000.0,2909000.0,268627000.0,268627000.0,10597000.0,279224000.0,-24202000.0,13957000.0,-40859000.0,40859000.0,2700000.0,6635000.0,264000.0,6899000.0,296791000.0,780195000.0,6717000.0,6717000.0,6717000.0,6717000.0,465329000.0,308149000.0,210785000.0,97364000.0,97364000.0,,1076986000.0,284354000.0,1361340000.0,1361340000.0,2023-01-31,
-482036.0,0.074,358039000.0,-6514000.0,-6514000.0,272910000.0,59628000.0,244968000.0,351525000.0,291897000.0,7787000.0,312000.0,8099000.0,278941964.0,272910000.0,1103391000.0,287332000.0,154730000.0,152187000.0,1.76,1.79,272910000.0,272910000.0,272910000.0,2962000.0,269948000.0,269948000.0,21637000.0,291585000.0,-7674000.0,-1160000.0,-4140000.0,4140000.0,-2374000.0,7787000.0,312000.0,8099000.0,291472000.0,805377000.0,6582000.0,6582000.0,6582000.0,6582000.0,485597000.0,313198000.0,222115000.0,91083000.0,91083000.0,,1096849000.0,298014000.0,1394863000.0,1394863000.0,2023-04-30,
-7005390.0,0.21,418094000.0,-33359000.0,-33359000.0,336252000.0,63111000.0,251068000.0,384735000.0,321624000.0,11535000.0,342000.0,11877000.0,362605610.0,336252000.0,1158429000.0,295474000.0,154947000.0,152023000.0,2.17,2.21,336252000.0,336252000.0,336252000.0,3197000.0,333055000.0,333055000.0,-11773000.0,321282000.0,-19112000.0,14247000.0,-33385000.0,33385000.0,26000.0,11535000.0,342000.0,11877000.0,328859000.0,850947000.0,6697000.0,6697000.0,6697000.0,6697000.0,507402000.0,336848000.0,227134000.0,109714000.0,109714000.0,44213000.0,1179806000.0,307482000.0,1487288000.0,1487288000.0,2023-07-31,
-76972.166828,0.154253,477537000.0,-499000.0,-499000.0,349190000.0,67087000.0,273285000.0,477038000.0,409951000.0,9539000.0,260000.0,9799000.0,349612027.833172,349190000.0,1169989000.0,430521000.0,154845000.0,151972000.0,2.26,2.3,349190000.0,349190000.0,349190000.0,2695000.0,346495000.0,346495000.0,63196000.0,409691000.0,-28987000.0,-28488000.0,1382000.0,-1382000.0,-1881000.0,9539000.0,260000.0,9799000.0,429139000.0,837646000.0,8029000.0,8029000.0,8029000.0,8029000.0,488485000.0,341132000.0,228982000.0,112150000.0,112150000.0,,1266785000.0,332343000.0,1599128000.0,1599128000.0,2023-10-31,
2396122.0,0.041,470874000.0,58442000.0,58442000.0,449112000.0,62888000.0,272884000.0,529316000.0,466428000.0,11826000.0,1324000.0,13150000.0,393066122.0,449112000.0,1289610000.0,359620000.0,155334000.0,152311000.0,2.89,2.95,449112000.0,449112000.0,449112000.0,2905000.0,446207000.0,446207000.0,18897000.0,465104000.0,93658000.0,35216000.0,55077000.0,0.0,3365000.0,11826000.0,1324000.0,13150000.0,359620000.0,960435000.0,6597000.0,6597000.0,6597000.0,6597000.0,552056000.0,401782000.0,263408000.0,138374000.0,138374000.0,,1320055000.0,329175000.0,1649230000.0,1649230000.0,2024-01-31,55077000.0
