treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
4886000.0,152375000.0,157261000.0,656371000.0,1287045000.0,5536549000.0,238170000.0,1287045000.0,635547000.0,5515725000.0,5536549000.0,5559190000.0,43465000.0,5515725000.0,-234277000.0,-234277000.0,1272955000.0,5534307000.0,1487126000.0,1524000.0,1524000.0,0.0,3858897000.0,1084398000.0,48733000.0,433568000.0,154472000.0,602097000.0,581273000.0,20824000.0,2774499000.0,1910822000.0,1910822000.0,54274000.0,54274000.0,0.0,809403000.0,736533000.0,72870000.0,35290000.0,35290000.0,37580000.0,9418087000.0,6405418000.0,184599000.0,949749000.0,670653000.0,4228680000.0,386446000.0,3842234000.0,1042390000.0,-866355000.0,1908745000.0,241062000.0,559090000.0,951273000.0,135722000.0,21598000.0,0.0,3012669000.0,439130000.0,439130000.0,211927000.0,796091000.0,-29553000.0,46254000.0,779390000.0,1565521000.0,147913000.0,1417608000.0,2022-10-31
4881000.0,152380000.0,157261000.0,690433000.0,1410767000.0,5657323000.0,303402000.0,1410767000.0,669864000.0,5636754000.0,5657323000.0,5678751000.0,41997000.0,5636754000.0,-142333000.0,-142333000.0,1321180000.0,5805843000.0,1292900000.0,1524000.0,1524000.0,0.0,3886873000.0,1161876000.0,51131000.0,486638000.0,172794000.0,624107000.0,603538000.0,20569000.0,2724997000.0,1995077000.0,1995077000.0,66326000.0,66326000.0,,663594000.0,593349000.0,70245000.0,,,70245000.0,9565624000.0,6537225000.0,174495000.0,1032926000.0,719082000.0,4225987000.0,361154000.0,3864833000.0,1103817000.0,,1103817000.0,,1103817000.0,,,,,3028399000.0,470272000.0,,220881000.0,1035323000.0,,,1035323000.0,1301923000.0,147050000.0,1154873000.0,2023-01-31
5010000.0,152251000.0,157261000.0,689924000.0,1586497000.0,5852060000.0,412255000.0,1586497000.0,669723000.0,5831859000.0,5852060000.0,5872822000.0,40963000.0,5831859000.0,-145997000.0,-145997000.0,1428748000.0,6075009000.0,1330072000.0,1523000.0,1523000.0,0.0,3917910000.0,1169230000.0,55077000.0,502285000.0,191413000.0,611868000.0,591667000.0,20201000.0,2748680000.0,1968808000.0,1968808000.0,78056000.0,78056000.0,,701816000.0,617419000.0,84397000.0,,,84397000.0,9790732000.0,6629797000.0,176006000.0,1085263000.0,774391000.0,4245362000.0,357113000.0,3888249000.0,1123166000.0,,1123166000.0,,1123166000.0,,,,,3160935000.0,429179000.0,,256426000.0,779892000.0,,,779892000.0,1695438000.0,150846000.0,1544592000.0,2023-04-30
5136000.0,152125000.0,157261000.0,689184000.0,1733972000.0,5976720000.0,538330000.0,1733972000.0,671019000.0,5958555000.0,5976720000.0,5999881000.0,41326000.0,5958555000.0,-147284000.0,-147284000.0,1542889000.0,6389825000.0,1257382000.0,1521000.0,1521000.0,0.0,3923350000.0,1193368000.0,59292000.0,525084000.0,194860000.0,608992000.0,590827000.0,18165000.0,2729982000.0,1744326000.0,1744326000.0,80192000.0,80192000.0,,905464000.0,673400000.0,232064000.0,165514000.0,165514000.0,66550000.0,9923231000.0,6654919000.0,175602000.0,1144034000.0,813810000.0,4224583000.0,336723000.0,3887860000.0,1110700000.0,,1110700000.0,,1110700000.0,,,,,3268312000.0,484357000.0,,282791000.0,666577000.0,,,666577000.0,1834587000.0,148443000.0,1686144000.0,2023-07-31
5207000.0,152053000.0,157260000.0,687803000.0,1702778000.0,6165386000.0,445173000.0,1702778000.0,669725000.0,6147308000.0,6165386000.0,6184301000.0,36993000.0,6147308000.0,-196414000.0,-196414000.0,1675650000.0,6741699000.0,1276152000.0,1521000.0,1521000.0,0.0,4148830000.0,1163379000.0,85407000.0,475859000.0,175128000.0,602113000.0,584035000.0,18078000.0,2985451000.0,1776000000.0,1776000000.0,85690000.0,85690000.0,,1123761000.0,741108000.0,382653000.0,226762000.0,226762000.0,155891000.0,10333131000.0,6902507000.0,170242000.0,1161645000.0,860914000.0,4444530000.0,374194000.0,4070336000.0,1126090000.0,-944068000.0,2070158000.0,265536000.0,568829000.0,1078940000.0,135255000.0,21598000.0,0.0,3430624000.0,567515000.0,,325590000.0,946967000.0,-42722000.0,60016000.0,929673000.0,1590552000.0,151639000.0,1438913000.0,2023-10-31
4725000.0,152536000.0,157261000.0,669960000.0,2162151000.0,6687935000.0,763421000.0,2162151000.0,653009000.0,6670984000.0,6687935000.0,6706617000.0,35633000.0,6670984000.0,-163224000.0,-163224000.0,1539340000.0,7188550000.0,1183473000.0,1525000.0,1525000.0,0.0,3851642000.0,1207135000.0,87525000.0,538844000.0,189841000.0,580766000.0,563815000.0,16951000.0,2644507000.0,1855839000.0,1855839000.0,89194000.0,89194000.0,,699474000.0,498379000.0,201095000.0,124287000.0,124287000.0,76808000.0,10558259000.0,7150331000.0,219510000.0,1303498000.0,954495000.0,4508833000.0,377415000.0,4131418000.0,1118490000.0,,1118490000.0,,1118490000.0,,,,,3407928000.0,687632000.0,,382727000.0,1064135000.0,,,1064135000.0,1273434000.0,154490000.0,1118944000.0,2024-01-31
