free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date,operating_gains_losses,gain_loss_on_investment_securities
359327000.0,-382734000.0,0.0,76540000.0,-34178000.0,1419864000.0,1385864000.0,-27141000.0,61141000.0,-291069000.0,-291069000.0,15125000.0,-306194000.0,-382734000.0,76540000.0,0.0,0.0,0.0,-41295000.0,-41295000.0,0.0,-1066000.0,22849000.0,-23915000.0,-6051000.0,-6051000.0,-33655000.0,-33655000.0,-523000.0,393505000.0,393505000.0,57395000.0,222281000.0,-19641000.0,4775000.0,12290000.0,-33908000.0,1202000.0,-129604000.0,-129604000.0,46196000.0,125592000.0,1039000.0,-42756000.0,-42756000.0,58697000.0,58697000.0,147342000.0,2022-10-31,,
70627000.0,-260724000.0,-1294000.0,22338000.0,-44124000.0,1157268000.0,1419864000.0,35675000.0,-298271000.0,-376775000.0,-376775000.0,-137095000.0,-238386000.0,-260724000.0,22338000.0,-1294000.0,-1294000.0,-1294000.0,-36247000.0,-36247000.0,,7877000.0,36706000.0,-28829000.0,0.0,0.0,-43500000.0,-43500000.0,-624000.0,114751000.0,114751000.0,-330890000.0,131518000.0,-17629000.0,-54196000.0,-144258000.0,-355000.0,-8610000.0,-237360000.0,-237360000.0,47288000.0,134227000.0,3700000.0,-65495000.0,-65495000.0,57294000.0,57294000.0,268627000.0,2023-01-31,,
654449000.0,-300000000.0,0.0,110470000.0,-48491000.0,1546381000.0,1157268000.0,-7967000.0,397080000.0,-214395000.0,-214395000.0,-24865000.0,-189530000.0,-300000000.0,110470000.0,0.0,0.0,0.0,-91465000.0,-91465000.0,,-1650000.0,38259000.0,-39909000.0,-41324000.0,-41324000.0,-47868000.0,-47868000.0,-623000.0,702940000.0,702940000.0,241922000.0,39234000.0,-14005000.0,-21128000.0,-18582000.0,49792000.0,-40038000.0,246649000.0,246649000.0,45345000.0,143258000.0,2434000.0,-59595000.0,-59595000.0,59628000.0,59628000.0,269948000.0,2023-04-30,,
513413000.0,-300000000.0,-1309000.0,32033000.0,-46109000.0,1687944000.0,1546381000.0,-12711000.0,154274000.0,-351407000.0,-351407000.0,-82131000.0,-267967000.0,-300000000.0,32033000.0,-1309000.0,-1309000.0,-1309000.0,-53841000.0,-53841000.0,,2268000.0,36422000.0,-34154000.0,-10000000.0,-10000000.0,-45152000.0,-45152000.0,-957000.0,559522000.0,559522000.0,3720000.0,-178138000.0,-21280000.0,-41163000.0,211414000.0,-41064000.0,-29271000.0,103222000.0,103222000.0,50340000.0,144464000.0,5803000.0,-40971000.0,-40971000.0,63111000.0,63111000.0,333055000.0,2023-07-31,,
272963000.0,-300000000.0,0.0,88145000.0,-53098000.0,1441187000.0,1687944000.0,-17976000.0,-228781000.0,-254294000.0,-254294000.0,-42439000.0,-211855000.0,-300000000.0,88145000.0,0.0,0.0,0.0,-300548000.0,-300548000.0,,-1082000.0,27540000.0,-28622000.0,-246368000.0,-246368000.0,-53098000.0,-53098000.0,0.0,326061000.0,326061000.0,-242092000.0,92029000.0,-20367000.0,15869000.0,121922000.0,-114769000.0,-45833000.0,-290943000.0,-290943000.0,50217000.0,141343000.0,7995000.0,-44984000.0,-44984000.0,67087000.0,67087000.0,346495000.0,2023-10-31,,
-128181000.0,0.0,-1303000.0,9483000.0,-40391000.0,1121170000.0,1441187000.0,9320000.0,-329337000.0,-187150000.0,-187150000.0,-195330000.0,9483000.0,0.0,9483000.0,-1303000.0,-1303000.0,-1303000.0,-54397000.0,-54397000.0,,53821000.0,80255000.0,-26434000.0,-67827000.0,-67827000.0,-40391000.0,-40391000.0,0.0,-87790000.0,-87790000.0,-670503000.0,-30764000.0,-23569000.0,-72096000.0,-266704000.0,-96916000.0,-60883000.0,-119571000.0,-119571000.0,43316000.0,180652000.0,6059000.0,-101332000.0,-101332000.0,62888000.0,62888000.0,446207000.0,2024-01-31,-55077000.0,-55077000.0
