free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,net_income_from_continuing_operations,date,proceeds_from_stock_option_exercised
187900000.0,-65300000.0,0.0,-2600000.0,13600000.0,-22700000.0,8400000.0,73800000.0,757200000.0,759300000.0,1000000.0,-3100000.0,-145800000.0,-145800000.0,-7100000.0,-86000000.0,,-51700000.0,-65300000.0,13600000.0,-1000000.0,-1000000.0,,0.0,0.0,-67900000.0,-67900000.0,-45900000.0,0.0,0.0,700000.0,700000.0,-22700000.0,210600000.0,210600000.0,-89000000.0,-52100000.0,-23300000.0,-28800000.0,-28800000.0,21600000.0,-48300000.0,-10200000.0,-9700000.0,8400000.0,18300000.0,3800000.0,3800000.0,24700000.0,24700000.0,7100000.0,7100000.0,17600000.0,-100000.0,244500000.0,2022-12-31,
278600000.0,-87200000.0,,800000.0,32800000.0,-23000000.0,13600000.0,13300000.0,833800000.0,757200000.0,0.0,76600000.0,-152100000.0,-152100000.0,-12400000.0,-86100000.0,-86100000.0,-54400000.0,-87200000.0,32800000.0,800000.0,800000.0,800000.0,,,-72900000.0,-72900000.0,-50400000.0,,,500000.0,500000.0,-23000000.0,301600000.0,301600000.0,-6600000.0,27600000.0,28100000.0,-500000.0,-500000.0,1700000.0,-13200000.0,-22700000.0,-22900000.0,10200000.0,19200000.0,-200000.0,-200000.0,24900000.0,24900000.0,6900000.0,6900000.0,18000000.0,-200000.0,254300000.0,2023-03-31,
244500000.0,-94800000.0,,-500000.0,51800000.0,-25800000.0,8700000.0,134400000.0,871300000.0,833800000.0,-1700000.0,39200000.0,-136500000.0,-136500000.0,-7100000.0,-85900000.0,-85900000.0,-43000000.0,-94800000.0,51800000.0,-500000.0,-500000.0,-500000.0,,,-94600000.0,-94600000.0,-69300000.0,,,500000.0,500000.0,-25800000.0,270300000.0,270300000.0,-43000000.0,-44400000.0,-36600000.0,-7800000.0,-7800000.0,12500000.0,-200000.0,-10900000.0,-7800000.0,10200000.0,17500000.0,-9000000.0,-9000000.0,24800000.0,24800000.0,7000000.0,7000000.0,17800000.0,-100000.0,269900000.0,2023-06-30,
260300000.0,-51800000.0,,-300000.0,9900000.0,-25100000.0,13800000.0,76800000.0,959300000.0,871300000.0,-2400000.0,90400000.0,-135300000.0,-135300000.0,-7500000.0,-85600000.0,-85600000.0,-41900000.0,-51800000.0,9900000.0,-300000.0,-300000.0,-300000.0,,,-59700000.0,-59700000.0,-35100000.0,0.0,0.0,500000.0,500000.0,-25100000.0,285400000.0,285400000.0,-10700000.0,13400000.0,800000.0,12600000.0,12600000.0,16100000.0,-7600000.0,-32600000.0,-7600000.0,11000000.0,19000000.0,-7300000.0,-7300000.0,24600000.0,24600000.0,6800000.0,6800000.0,17800000.0,-300000.0,249100000.0,2023-09-30,
275800000.0,-60900000.0,,,,-21100000.0,8400000.0,76400000.0,1001500000.0,959300000.0,-1100000.0,43300000.0,-149000000.0,-149000000.0,-7500000.0,-98000000.0,,-155400000.0,-60900000.0,,-1700000.0,-1700000.0,,,,-104600000.0,-104600000.0,-42100000.0,-42600000.0,,1200000.0,1200000.0,-21100000.0,296900000.0,296900000.0,-20800000.0,-56900000.0,-4500000.0,-52400000.0,-52400000.0,4800000.0,44300000.0,-13000000.0,-6900000.0,13300000.0,20700000.0,-2200000.0,-2200000.0,25000000.0,25000000.0,6400000.0,6400000.0,18600000.0,-400000.0,261300000.0,2023-12-31,
326900000.0,-70200000.0,,,,-21800000.0,13700000.0,14700000.0,1121000000.0,1001500000.0,-1800000.0,121300000.0,-164200000.0,-164200000.0,-23700000.0,-98200000.0,-98200000.0,-70200000.0,-70200000.0,,-400000.0,-400000.0,,,,-63200000.0,-63200000.0,-42500000.0,,,1100000.0,1100000.0,-21800000.0,348700000.0,348700000.0,20300000.0,53600000.0,30300000.0,23300000.0,23300000.0,-3500000.0,22100000.0,-51900000.0,-47900000.0,9800000.0,23100000.0,1600000.0,1600000.0,24500000.0,24500000.0,6300000.0,6300000.0,18200000.0,-200000.0,269600000.0,2024-03-31,28300000.0
