tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,selling_general_and_administration,general_and_administrative_expense,salaries_and_wages
-862367.661213,0.215592,352400000.0,-4000000.0,-4000000.0,238900000.0,24700000.0,619600000.0,348400000.0,323700000.0,-5700000.0,12000000.0,6300000.0,242037632.338787,238900000.0,932300000.0,311900000.0,54100000.0,53100000.0,4.42,4.5,238900000.0,238900000.0,238900000.0,-5600000.0,244500000.0,244500000.0,0.0,67200000.0,311700000.0,5500000.0,9500000.0,-4000000.0,-5700000.0,12000000.0,6300000.0,311900000.0,312700000.0,312700000.0,624600000.0,619600000.0,1244200000.0,1238200000.0,2022-12-31,,,
-577500.0,0.231,368700000.0,-2500000.0,-2500000.0,248700000.0,24900000.0,619700000.0,366200000.0,341300000.0,-4400000.0,12400000.0,8000000.0,250622500.0,248700000.0,949500000.0,326100000.0,54063751.0,53019170.0,4.6,4.69,248700000.0,248700000.0,248700000.0,-5600000.0,254300000.0,254300000.0,,74600000.0,328900000.0,7200000.0,9700000.0,-2500000.0,-4400000.0,12400000.0,8000000.0,326100000.0,329800000.0,329800000.0,655900000.0,619700000.0,1275600000.0,1269100000.0,2023-03-31,,,
-549600.0,0.229,387900000.0,-2400000.0,-2400000.0,264000000.0,24800000.0,614100000.0,385500000.0,360700000.0,-2700000.0,12600000.0,9900000.0,265850400.0,264000000.0,940800000.0,343900000.0,54005879.0,52956701.0,4.89,4.98,264000000.0,264000000.0,264000000.0,-5900000.0,269900000.0,269900000.0,,78200000.0,348100000.0,6900000.0,9300000.0,-2400000.0,-2700000.0,12600000.0,9900000.0,343900000.0,326700000.0,326700000.0,670600000.0,614100000.0,1284700000.0,1278000000.0,2023-06-30,,,
-497200.0,0.226,359400000.0,-2200000.0,-2200000.0,243100000.0,24600000.0,606600000.0,357200000.0,332600000.0,-1500000.0,12400000.0,10900000.0,244802800.0,243100000.0,939600000.0,314600000.0,53900000.0,52800000.0,4.51,4.6,243100000.0,243100000.0,243100000.0,-6000000.0,249100000.0,249100000.0,,71100000.0,320200000.0,7100000.0,9300000.0,-2200000.0,-1500000.0,12400000.0,10900000.0,314600000.0,333000000.0,333000000.0,647600000.0,606600000.0,1254200000.0,1247100000.0,2023-09-30,,,
-819377.267231,0.210097,372200000.0,-3900000.0,-3900000.0,255300000.0,25000000.0,648300000.0,368300000.0,343300000.0,-1100000.0,12500000.0,11400000.0,258380622.732769,255300000.0,968000000.0,325800000.0,53800000.0,52700000.0,4.75,4.84,255300000.0,255300000.0,255300000.0,-6000000.0,261300000.0,261300000.0,,69500000.0,330800000.0,6100000.0,10000000.0,-3900000.0,-1100000.0,12500000.0,11400000.0,325800000.0,319700000.0,319700000.0,645500000.0,648300000.0,1293800000.0,1287100000.0,2023-12-31,,,
-444000.0,0.222,383800000.0,-2000000.0,-2000000.0,263500000.0,24500000.0,616900000.0,381800000.0,357300000.0,400000.0,12500000.0,12900000.0,265056000.0,263500000.0,935700000.0,339200000.0,53671031.0,52741565.0,4.91,4.99,263500000.0,263500000.0,263500000.0,-6100000.0,269600000.0,269600000.0,,75200000.0,344800000.0,-1800000.0,200000.0,-2000000.0,400000.0,12500000.0,12900000.0,346200000.0,318800000.0,325800000.0,665000000.0,616900000.0,1281900000.0,1274800000.0,2024-03-31,-7000000.0,-7000000.0,-7000000.0
