tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,impairment_of_capital_assets,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,rent_and_landing_fees,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
4133977.982743,0.256769,422800000.0,16100000.0,16100000.0,247600000.0,68400000.0,5710100000.0,438900000.0,370500000.0,-38400000.0,34400000.0,,235633977.982743,247600000.0,6581900000.0,18600000.0,376700000.0,27500000.0,27300000.0,9.0,9.07326,247600000.0,247600000.0,247600000.0,-2200000.0,249800000.0,249800000.0,86300000.0,336100000.0,9900000.0,-6200000.0,16100000.0,16100000.0,0.0,-38400000.0,34400000.0,,364600000.0,844500000.0,,41100000.0,41100000.0,803400000.0,63500000.0,739900000.0,241800000.0,18600000.0,479500000.0,1209100000.0,5737400000.0,6946500000.0,6946500000.0,2022-12-31
1909900.0,0.269,476700000.0,7100000.0,7100000.0,228700000.0,65300000.0,5746600000.0,483800000.0,418500000.0,-50300000.0,104200000.0,53900000.0,223509900.0,228700000.0,6618300000.0,18900000.0,379000000.0,27500000.0,27500000.0,8.3,8.32,228700000.0,228700000.0,228700000.0,-900000.0,229600000.0,229600000.0,84700000.0,314300000.0,9100000.0,2000000.0,7100000.0,7100000.0,,-50300000.0,104200000.0,53900000.0,355500000.0,856000000.0,26300000.0,49600000.0,49600000.0,780100000.0,59900000.0,720200000.0,192300000.0,18900000.0,509000000.0,1211500000.0,5762300000.0,6973800000.0,6973800000.0,2023-03-31
260000.0,0.26,569800000.0,1000000.0,1000000.0,297200000.0,66500000.0,6708300000.0,570800000.0,504300000.0,-97300000.0,97300000.0,,296460000.0,297200000.0,7618000000.0,22000000.0,475800000.0,27600000.0,27500000.0,10.78,10.79,297200000.0,297200000.0,297200000.0,-3900000.0,301100000.0,301100000.0,105900000.0,407000000.0,10800000.0,9800000.0,1000000.0,1000000.0,,-97300000.0,97300000.0,,493500000.0,891600000.0,,48400000.0,48400000.0,843200000.0,61900000.0,781300000.0,203200000.0,22000000.0,556100000.0,1385100000.0,6726400000.0,8111500000.0,8111500000.0,2023-06-30
6167700.0,0.267,551600000.0,23100000.0,23100000.0,261500000.0,72200000.0,6886300000.0,574700000.0,502500000.0,-68800000.0,141200000.0,72400000.0,244567700.0,261500000.0,7864700000.0,23800000.0,465300000.0,27600000.0,27600000.0,9.46,9.49,261500000.0,261500000.0,261500000.0,-3400000.0,264900000.0,264900000.0,96400000.0,361300000.0,17800000.0,-5300000.0,23100000.0,23100000.0,,-68800000.0,141200000.0,72400000.0,412300000.0,959000000.0,23100000.0,52800000.0,52800000.0,883100000.0,63100000.0,820000000.0,232300000.0,23800000.0,563900000.0,1371300000.0,6905700000.0,8277000000.0,8277000000.0,2023-09-30
659420.808009,0.227386,319900000.0,2900000.0,2900000.0,213500000.0,60600000.0,6396100000.0,322800000.0,262200000.0,-218700000.0,-17500000.0,,211259420.808009,213500000.0,7194000000.0,24800000.0,372500000.0,27600000.0,27400000.0,7.74,7.791971,213500000.0,213500000.0,213500000.0,-2600000.0,216100000.0,216100000.0,63600000.0,279700000.0,18100000.0,15200000.0,2900000.0,2900000.0,,-218700000.0,-17500000.0,,480300000.0,780400000.0,,43100000.0,43100000.0,812300000.0,63200000.0,749100000.0,190400000.0,24800000.0,533900000.0,1260700000.0,6413600000.0,7674300000.0,7674300000.0,2023-12-31
252039.891206,0.25204,490000000.0,1000000.0,1000000.0,162600000.0,98300000.0,7204100000.0,491000000.0,392700000.0,-94800000.0,172100000.0,77300000.0,161852039.891206,162600000.0,8273300000.0,30400000.0,341400000.0,27600000.0,27500000.0,5.89,5.912727,162600000.0,162600000.0,162600000.0,-2400000.0,165000000.0,165000000.0,55600000.0,220600000.0,26900000.0,25900000.0,1000000.0,1000000.0,,-94800000.0,172100000.0,77300000.0,288500000.0,1046700000.0,25000000.0,75800000.0,75800000.0,945900000.0,63400000.0,882500000.0,249700000.0,30400000.0,602400000.0,1335200000.0,7226600000.0,8561800000.0,8561800000.0,2024-03-31
