ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,payables_and_accrued_expenses,payables,other_payable,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,investment_properties,net_ppe,gross_ppe,other_properties,current_assets,restricted_cash,receivables,receivables_adjustments_allowances,other_receivables,notes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
64604603.0,64604603.0,5924889000.0,6026880000.0,5716372000.0,11674556000.0,-131390000.0,5716372000.0,68696000.0,5716372000.0,11622483000.0,5922266000.0,205894000.0,5716372000.0,46466000.0,46466000.0,-1080176000.0,6750076000.0,6000.0,6000.0,6450639000.0,6060780000.0,85973000.0,5974807000.0,68696000.0,5906111000.0,389859000.0,52073000.0,52073000.0,52073000.0,337786000.0,337786000.0,23159000.0,149166000.0,165461000.0,12372905000.0,12114436000.0,80755000.0,1127491000.0,1127491000.0,10838951000.0,67239000.0,67239000.0,67239000.0,258469000.0,9386000.0,103045000.0,-334000.0,18961000.0,72254000.0,12164000.0,146038000.0,112743000.0,33295000.0,2022-12-31
64181614.0,64181614.0,5839593000.0,5975077000.0,5618781000.0,11526086000.0,-79313000.0,5618781000.0,67772000.0,5618781000.0,11525629000.0,5827065000.0,208284000.0,5618781000.0,36522000.0,36522000.0,-1074930000.0,6657183000.0,6000.0,6000.0,6452709000.0,6068650000.0,94030000.0,5974620000.0,67772000.0,5906848000.0,384059000.0,457000.0,457000.0,457000.0,383602000.0,383602000.0,19810000.0,155720000.0,208072000.0,12279774000.0,11975028000.0,68530000.0,1131183000.0,1131183000.0,10708942000.0,66373000.0,66373000.0,66373000.0,304746000.0,9446000.0,120586000.0,-418000.0,20913000.0,87555000.0,12536000.0,174714000.0,107002000.0,67712000.0,2023-03-31
64183304.0,64183304.0,5880959000.0,6008765000.0,5585278000.0,11527186000.0,-63494000.0,5585278000.0,66857000.0,5585278000.0,11492757000.0,5793360000.0,208082000.0,5585278000.0,51385000.0,51385000.0,-1123594000.0,6657481000.0,6000.0,6000.0,6451913000.0,6066710000.0,92374000.0,5974336000.0,66857000.0,5907479000.0,385203000.0,34429000.0,34429000.0,34429000.0,350774000.0,350774000.0,22089000.0,155739000.0,172946000.0,12245273000.0,11923564000.0,83157000.0,1122114000.0,1122114000.0,10652788000.0,65505000.0,65505000.0,65505000.0,321709000.0,8165000.0,150464000.0,-585000.0,19648000.0,119426000.0,11975000.0,163080000.0,102131000.0,60949000.0,2023-06-30
64184604.0,64184604.0,5812945000.0,6270866000.0,5531683000.0,11736622000.0,261570000.0,5531683000.0,65927000.0,5531683000.0,11736622000.0,5736407000.0,204724000.0,5531683000.0,55358000.0,55358000.0,-1184597000.0,6660916000.0,6000.0,6000.0,6761240000.0,6367524000.0,96658000.0,6270866000.0,65927000.0,6204939000.0,393716000.0,,,0.0,393716000.0,393716000.0,22709000.0,155806000.0,215201000.0,12497647000.0,11842361000.0,75757000.0,1133515000.0,1133515000.0,10568453000.0,64636000.0,64636000.0,64636000.0,655286000.0,8503000.0,164603000.0,-642000.0,22089000.0,132670000.0,10486000.0,482180000.0,90186000.0,391994000.0,2023-09-30
64203497.0,64203497.0,5813986000.0,6270826000.0,5422746000.0,11628481000.0,309995000.0,5422746000.0,65091000.0,5422746000.0,11628481000.0,5626183000.0,203437000.0,5422746000.0,33556000.0,33556000.0,-1267536000.0,6656720000.0,6000.0,6000.0,6735244000.0,6382489000.0,111663000.0,6270826000.0,65091000.0,6205735000.0,352755000.0,,,0.0,352755000.0,352755000.0,20659000.0,155695000.0,176401000.0,12361427000.0,11698677000.0,79171000.0,1061733000.0,1061733000.0,10494016000.0,63757000.0,63757000.0,63757000.0,662750000.0,8585000.0,174621000.0,-687000.0,25444000.0,140511000.0,9353000.0,479544000.0,87795000.0,391749000.0,2023-12-31
