tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.2088,528885000.0,141216000.0,218367000.0,15244337000.0,528885000.0,310518000.0,-132042000.0,132042000.0,141216000.0,141216000.0,17953311000.0,640642000.0,510145794.0,507609696.0,0.28,0.28,141216000.0,141216000.0,141216000.0,141216000.0,141216000.0,37260000.0,178476000.0,-330124000.0,-330124000.0,-132042000.0,132042000.0,640642000.0,2708974000.0,3349616000.0,15244337000.0,18593953000.0,18593953000.0,2022-12-31
0.0,0.2246,913039000.0,429604000.0,224071000.0,15444316000.0,913039000.0,688968000.0,-134931000.0,134931000.0,429604000.0,429604000.0,18181499000.0,694177000.0,509842400.0,507716975.0,0.84,0.85,429604000.0,429604000.0,429604000.0,429604000.0,429604000.0,124433000.0,554037000.0,-5209000.0,-5209000.0,-134931000.0,134931000.0,694177000.0,2737183000.0,3431360000.0,15444316000.0,18875676000.0,18875676000.0,2023-03-31
0.0,0.234048,1323342000.0,733736000.0,229773000.0,16043050000.0,1323342000.0,1093569000.0,-135629000.0,135629000.0,733736000.0,733736000.0,18758819000.0,969397000.0,508507679.0,506546404.0,1.44,1.45,733736000.0,733736000.0,733736000.0,733736000.0,733736000.0,224204000.0,957940000.0,124172000.0,124172000.0,-135629000.0,135629000.0,969397000.0,2715769000.0,3685166000.0,16043050000.0,19728216000.0,16275785000.0,2023-06-30
0.0,0.2403,1031750000.0,503392000.0,234808000.0,15972682000.0,1031750000.0,796942000.0,-134334000.0,134334000.0,503392000.0,503392000.0,18816872000.0,803582000.0,507069435.0,505126492.0,0.99,1.0,503392000.0,503392000.0,503392000.0,503392000.0,503392000.0,159216000.0,662608000.0,-6640000.0,-6640000.0,-134334000.0,134334000.0,803582000.0,2844190000.0,3647772000.0,15972682000.0,19620454000.0,19620454000.0,2023-09-30
0.0,0.2383,944582000.0,415242000.0,249784000.0,15774309000.0,944582000.0,694798000.0,-149680000.0,149680000.0,415242000.0,415242000.0,18587899000.0,700043000.0,505929342.0,504312633.0,0.82,0.82,415242000.0,415242000.0,415242000.0,415242000.0,415242000.0,129876000.0,545118000.0,-5245000.0,-5245000.0,-149680000.0,149680000.0,700043000.0,2813590000.0,3513633000.0,15774309000.0,19287942000.0,19287942000.0,2023-12-31
