treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
257846972.0,507327928.0,765174900.0,10551640000.0,11789874000.0,-4051505000.0,12488569000.0,2007485000.0,-4051505000.0,737894000.0,1436589000.0,11786502000.0,1469895000.0,33306000.0,1436589000.0,-1324788000.0,-1324788000.0,10427277000.0,10649338000.0,1774141000.0,765175000.0,765175000.0,0.0,20617336000.0,12228815000.0,1012634000.0,232444000.0,232444000.0,10983737000.0,633824000.0,10349913000.0,8388521000.0,806137000.0,104070000.0,702067000.0,702067000.0,7582384000.0,2128945000.0,5453439000.0,33017000.0,33017000.0,5420422000.0,22087231000.0,11691225000.0,496978000.0,435183000.0,435183000.0,5488094000.0,911196000.0,4576898000.0,5270970000.0,,5270970000.0,5270970000.0,,,,,10396006000.0,300513000.0,4661516000.0,4933637000.0,25801000.0,4907836000.0,-84646000.0,4992482000.0,500340000.0,500340000.0,2022-12-31
258761015.0,506413885.0,765174900.0,10223951000.0,11709841000.0,-3925132000.0,12557120000.0,1917859000.0,-3925132000.0,728023000.0,1575302000.0,11833647000.0,1608306000.0,33004000.0,1575302000.0,-1280885000.0,-1280885000.0,10523972000.0,10829909000.0,1785075000.0,765175000.0,765175000.0,0.0,21093727000.0,12112992000.0,1009016000.0,212407000.0,212407000.0,10891569000.0,633224000.0,10258345000.0,8980735000.0,818272000.0,94799000.0,723473000.0,723473000.0,8162463000.0,2136322000.0,6026141000.0,123892000.0,123892000.0,5902249000.0,22702033000.0,11803439000.0,509086000.0,435800000.0,435800000.0,5500434000.0,886629000.0,4613805000.0,5358119000.0,,5358119000.0,5358119000.0,,,,,10898594000.0,292726000.0,4620614000.0,5227387000.0,0.0,5227387000.0,-81190000.0,5308577000.0,757867000.0,757867000.0,2023-03-31
260062834.0,505112066.0,765174900.0,9665346000.0,11165867000.0,-3496662000.0,12419169000.0,2067931000.0,-3496662000.0,755320000.0,2008622000.0,12356619000.0,2041834000.0,33212000.0,2008622000.0,-1252590000.0,-1252590000.0,10629308000.0,11310664000.0,1814681000.0,765175000.0,765175000.0,0.0,20779311000.0,12238878000.0,931708000.0,302904000.0,302904000.0,11004266000.0,656269000.0,10347997000.0,8540433000.0,161601000.0,99051000.0,62550000.0,62550000.0,8378832000.0,2251181000.0,6127651000.0,101894000.0,101894000.0,6025757000.0,22821145000.0,12212781000.0,640232000.0,420450000.0,420450000.0,5505284000.0,859530000.0,4645754000.0,5646815000.0,-7149310000.0,12796125000.0,731766000.0,5802593000.0,5768715000.0,493051000.0,0.0,10608364000.0,284566000.0,4480812000.0,5097785000.0,5815000.0,5091970000.0,-45599000.0,5137569000.0,745201000.0,745201000.0,2023-06-30
260971761.0,504203139.0,765174900.0,10323747000.0,11698237000.0,-3468488000.0,13018650000.0,2441550000.0,-3468488000.0,805386000.0,2125799000.0,12829672000.0,2160349000.0,34550000.0,2125799000.0,-1326800000.0,-1326800000.0,10712486000.0,11560924000.0,1838986000.0,765175000.0,765175000.0,0.0,21112402000.0,12658238000.0,958614000.0,300034000.0,300034000.0,11399590000.0,695717000.0,10703873000.0,8454164000.0,298647000.0,109669000.0,188978000.0,188978000.0,8155517000.0,2176934000.0,5978583000.0,182185000.0,182185000.0,5796398000.0,23272751000.0,12377037000.0,566309000.0,421037000.0,421037000.0,5594287000.0,874902000.0,4719385000.0,5795404000.0,,5795404000.0,5795404000.0,,,,,10895714000.0,333486000.0,4648610000.0,5344514000.0,5815000.0,5338699000.0,-61475000.0,5400174000.0,569104000.0,569104000.0,2023-09-30
261472819.0,503702081.0,765174900.0,11150470000.0,12969386000.0,-4025127000.0,14516669000.0,3055130000.0,-4025127000.0,856751000.0,2404034000.0,14432156000.0,2437401000.0,33367000.0,2404034000.0,-1189753000.0,-1189753000.0,10772840000.0,11724251000.0,1877201000.0,765175000.0,765175000.0,0.0,22303200000.0,14048730000.0,979376000.0,303878000.0,303878000.0,12765476000.0,737354000.0,12028122000.0,8254470000.0,203910000.0,119397000.0,84513000.0,84513000.0,8050560000.0,2266062000.0,5784498000.0,46772000.0,46772000.0,5737726000.0,24740601000.0,13431001000.0,576120000.0,444180000.0,444180000.0,6429161000.0,1174151000.0,5255010000.0,5981540000.0,,5981540000.0,5981540000.0,,,,,11309600000.0,327569000.0,4722499000.0,5297367000.0,5815000.0,5291552000.0,-79179000.0,5370731000.0,962165000.0,962165000.0,2023-12-31
