ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,current_assets,other_current_assets,inventory,finished_goods,raw_materials,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
306176864.0,306176864.0,5795000000.0,9150000000.0,7495000000.0,16136000000.0,1535000000.0,7495000000.0,869000000.0,7855000000.0,16133000000.0,8496000000.0,641000000.0,7855000000.0,-131000000.0,-131000000.0,1474000000.0,6206000000.0,306000000.0,306000000.0,13199000000.0,10803000000.0,425000000.0,418000000.0,418000000.0,8926000000.0,648000000.0,8278000000.0,1034000000.0,2396000000.0,224000000.0,221000000.0,3000000.0,3000000.0,132000000.0,207000000.0,1833000000.0,1501000000.0,143000000.0,332000000.0,47000000.0,285000000.0,21695000000.0,17764000000.0,829000000.0,648000000.0,133000000.0,133000000.0,360000000.0,360000000.0,15794000000.0,-17494000000.0,33288000000.0,726000000.0,3931000000.0,66000000.0,217000000.0,63000000.0,154000000.0,1162000000.0,1162000000.0,2486000000.0,2486000000.0,2022-12-31
307051889.0,307051889.0,6287000000.0,9220000000.0,7773000000.0,16520000000.0,1491000000.0,7773000000.0,833000000.0,8133000000.0,16515000000.0,8721000000.0,588000000.0,8133000000.0,-114000000.0,-114000000.0,1686000000.0,6254000000.0,307000000.0,307000000.0,13217000000.0,10909000000.0,427000000.0,454000000.0,454000000.0,8978000000.0,596000000.0,8382000000.0,1050000000.0,2308000000.0,242000000.0,237000000.0,5000000.0,5000000.0,67000000.0,176000000.0,1823000000.0,1420000000.0,111000000.0,403000000.0,59000000.0,344000000.0,21938000000.0,18139000000.0,910000000.0,663000000.0,131000000.0,131000000.0,360000000.0,360000000.0,16075000000.0,-17864000000.0,33939000000.0,33939000000.0,3799000000.0,263000000.0,229000000.0,67000000.0,162000000.0,1207000000.0,1207000000.0,2100000000.0,2100000000.0,2023-03-31
307061031.0,307061031.0,6241000000.0,9264000000.0,7912000000.0,16739000000.0,1301000000.0,7912000000.0,797000000.0,8272000000.0,16731000000.0,8902000000.0,630000000.0,8272000000.0,-147000000.0,-147000000.0,1670000000.0,6442000000.0,307000000.0,307000000.0,13328000000.0,10925000000.0,434000000.0,497000000.0,497000000.0,9034000000.0,575000000.0,8459000000.0,960000000.0,2403000000.0,230000000.0,222000000.0,8000000.0,8000000.0,76000000.0,241000000.0,1856000000.0,1437000000.0,144000000.0,419000000.0,69000000.0,350000000.0,22230000000.0,18526000000.0,915000000.0,664000000.0,214000000.0,214000000.0,360000000.0,360000000.0,16373000000.0,-18332000000.0,34705000000.0,34705000000.0,3704000000.0,181000000.0,278000000.0,84000000.0,194000000.0,1019000000.0,1019000000.0,2226000000.0,2226000000.0,2023-06-30
307151680.0,307151680.0,6530000000.0,9303000000.0,8271000000.0,17179000000.0,920000000.0,8271000000.0,755000000.0,8631000000.0,16872000000.0,9299000000.0,668000000.0,8631000000.0,-192000000.0,-192000000.0,2039000000.0,6477000000.0,307000000.0,307000000.0,13902000000.0,10906000000.0,446000000.0,551000000.0,551000000.0,8796000000.0,555000000.0,8241000000.0,1113000000.0,2996000000.0,507000000.0,200000000.0,307000000.0,307000000.0,140000000.0,234000000.0,2115000000.0,1580000000.0,111000000.0,535000000.0,109000000.0,426000000.0,23201000000.0,19285000000.0,951000000.0,668000000.0,291000000.0,291000000.0,360000000.0,360000000.0,17015000000.0,-18802000000.0,35817000000.0,35817000000.0,3916000000.0,105000000.0,333000000.0,81000000.0,252000000.0,1460000000.0,1460000000.0,2018000000.0,2018000000.0,2023-09-30
307158272.0,307158272.0,6925000000.0,9598000000.0,8626000000.0,17599000000.0,160000000.0,8626000000.0,985000000.0,8986000000.0,17288000000.0,9602000000.0,616000000.0,8986000000.0,-134000000.0,-134000000.0,2318000000.0,6495000000.0,307000000.0,307000000.0,14405000000.0,11135000000.0,424000000.0,608000000.0,608000000.0,8917000000.0,615000000.0,8302000000.0,1186000000.0,3270000000.0,681000000.0,370000000.0,311000000.0,311000000.0,193000000.0,160000000.0,2236000000.0,1749000000.0,144000000.0,487000000.0,85000000.0,402000000.0,24007000000.0,20577000000.0,952000000.0,685000000.0,320000000.0,320000000.0,360000000.0,360000000.0,18260000000.0,-19339000000.0,37599000000.0,858000000.0,3430000000.0,108000000.0,304000000.0,72000000.0,232000000.0,1330000000.0,1330000000.0,1688000000.0,1688000000.0,2023-12-31
