tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,write_off,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
25391304.347826,0.334096,1426000000.0,76000000.0,76000000.0,497000000.0,504000000.0,944000000.0,1502000000.0,998000000.0,-124000000.0,124000000.0,446391304.347826,497000000.0,2056000000.0,308100000.0,306176864.0,1.78,2.038038,497000000.0,497000000.0,497000000.0,-85000000.0,582000000.0,582000000.0,292000000.0,874000000.0,120000000.0,44000000.0,76000000.0,76000000.0,0.0,-124000000.0,124000000.0,878000000.0,1112000000.0,74000000.0,1038000000.0,821000000.0,217000000.0,217000000.0,1990000000.0,944000000.0,2934000000.0,3062000000.0,2022-12-31
0.0,0.291391,1218000000.0,0.0,0.0,346000000.0,491000000.0,921000000.0,1218000000.0,727000000.0,-123000000.0,123000000.0,346000000.0,346000000.0,1726000000.0,307300000.0,305400000.0,1.13,1.13,346000000.0,346000000.0,346000000.0,-82000000.0,428000000.0,428000000.0,176000000.0,604000000.0,42000000.0,42000000.0,0.0,0.0,,-123000000.0,123000000.0,685000000.0,805000000.0,66000000.0,739000000.0,603000000.0,136000000.0,136000000.0,1490000000.0,921000000.0,2411000000.0,2442000000.0,2023-03-31
-17220000.0,0.21,1066000000.0,-82000000.0,-82000000.0,119000000.0,497000000.0,997000000.0,984000000.0,487000000.0,-122000000.0,122000000.0,183780000.0,119000000.0,1751000000.0,307500000.0,306000000.0,0.39,0.39,119000000.0,119000000.0,119000000.0,-86000000.0,205000000.0,205000000.0,160000000.0,365000000.0,-51000000.0,31000000.0,-82000000.0,0.0,82000000.0,-122000000.0,122000000.0,538000000.0,754000000.0,99000000.0,655000000.0,547000000.0,108000000.0,108000000.0,1292000000.0,997000000.0,2289000000.0,2337000000.0,2023-06-30
526315.789474,0.263158,1528000000.0,2000000.0,2000000.0,504000000.0,596000000.0,1027000000.0,1530000000.0,934000000.0,-117000000.0,117000000.0,502526315.789474,504000000.0,1903000000.0,307700000.0,306100000.0,1.64,1.65,504000000.0,504000000.0,504000000.0,-98000000.0,602000000.0,602000000.0,215000000.0,817000000.0,37000000.0,35000000.0,2000000.0,2000000.0,0.0,-117000000.0,117000000.0,897000000.0,876000000.0,65000000.0,811000000.0,696000000.0,115000000.0,115000000.0,1773000000.0,1027000000.0,2800000000.0,2853000000.0,2023-09-30
0.0,0.265693,1410000000.0,0.0,0.0,413000000.0,609000000.0,1093000000.0,1410000000.0,801000000.0,-116000000.0,116000000.0,413000000.0,413000000.0,2234000000.0,307900000.0,307158272.0,1.34,1.344584,413000000.0,413000000.0,413000000.0,-90000000.0,503000000.0,503000000.0,182000000.0,685000000.0,24000000.0,24000000.0,0.0,0.0,0.0,-116000000.0,116000000.0,777000000.0,1141000000.0,87000000.0,1054000000.0,886000000.0,168000000.0,168000000.0,1918000000.0,1093000000.0,3011000000.0,3035000000.0,2023-12-31
