free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,depletion
459000000.0,-290000000.0,-4000000.0,0.0,0.0,-793000000.0,2486000000.0,2384000000.0,102000000.0,-503000000.0,-503000000.0,-77000000.0,8000000.0,-115000000.0,,-290000000.0,-290000000.0,0.0,-29000000.0,-25000000.0,-4000000.0,-4000000.0,0.0,-647000000.0,-647000000.0,146000000.0,-793000000.0,-793000000.0,1252000000.0,1252000000.0,-49000000.0,-214000000.0,-91000000.0,-91000000.0,13000000.0,-104000000.0,-104000000.0,57000000.0,199000000.0,199000000.0,37000000.0,17000000.0,6000000.0,66000000.0,66000000.0,504000000.0,504000000.0,89000000.0,0.0,165000000.0,582000000.0,2022-12-31,
-199000000.0,-20000000.0,-2000000.0,0.0,,-837000000.0,2100000000.0,2486000000.0,-386000000.0,-183000000.0,-183000000.0,-130000000.0,3000000.0,-137000000.0,,-20000000.0,-20000000.0,,101000000.0,103000000.0,-2000000.0,-2000000.0,0.0,-841000000.0,-841000000.0,-4000000.0,-837000000.0,-837000000.0,638000000.0,638000000.0,-394000000.0,-169000000.0,-11000000.0,-11000000.0,-23000000.0,12000000.0,12000000.0,-12000000.0,-202000000.0,-202000000.0,31000000.0,35000000.0,5000000.0,42000000.0,42000000.0,491000000.0,491000000.0,,,,428000000.0,2023-03-31,
153000000.0,0.0,-2000000.0,0.0,,-821000000.0,2226000000.0,2100000000.0,126000000.0,-27000000.0,-27000000.0,-136000000.0,1000000.0,-134000000.0,,167000000.0,0.0,,75000000.0,77000000.0,-2000000.0,-2000000.0,0.0,-821000000.0,-821000000.0,0.0,-821000000.0,-821000000.0,974000000.0,974000000.0,0.0,-53000000.0,-86000000.0,-86000000.0,-96000000.0,10000000.0,10000000.0,-49000000.0,188000000.0,188000000.0,62000000.0,18000000.0,90000000.0,50000000.0,50000000.0,497000000.0,497000000.0,,,,205000000.0,2023-06-30,
-20000000.0,0.0,-3000000.0,0.0,0.0,-1006000000.0,2018000000.0,2226000000.0,-208000000.0,-190000000.0,-190000000.0,-137000000.0,6000000.0,-134000000.0,-134000000.0,0.0,0.0,0.0,75000000.0,78000000.0,-3000000.0,-3000000.0,0.0,-1004000000.0,-1004000000.0,2000000.0,-1006000000.0,-1006000000.0,986000000.0,986000000.0,-263000000.0,-134000000.0,367000000.0,367000000.0,327000000.0,40000000.0,40000000.0,-55000000.0,-441000000.0,-441000000.0,,16000000.0,11000000.0,67000000.0,67000000.0,596000000.0,499000000.0,50000000.0,0.0,52000000.0,602000000.0,2023-09-30,
-100000000.0,0.0,-6000000.0,0.0,0.0,-1444000000.0,1688000000.0,2018000000.0,-330000000.0,-227000000.0,-227000000.0,-151000000.0,0.0,-134000000.0,,0.0,0.0,0.0,58000000.0,64000000.0,-6000000.0,-6000000.0,0.0,-1447000000.0,-1447000000.0,-3000000.0,-1444000000.0,-1444000000.0,1344000000.0,1344000000.0,105000000.0,-76000000.0,21000000.0,21000000.0,45000000.0,-24000000.0,-24000000.0,29000000.0,131000000.0,131000000.0,,18000000.0,3000000.0,37000000.0,37000000.0,609000000.0,559000000.0,69000000.0,17000000.0,52000000.0,503000000.0,2023-12-31,50000000.0
