tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,earnings_from_equity_interest,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-2149122.807018,0.195375,1436000000.0,-11000000.0,-11000000.0,860000000.0,198000000.0,1352000000.0,1425000000.0,1227000000.0,34000000.0,-27000000.0,9000000.0,868850877.192982,860000000.0,1406000000.0,1211000000.0,197400000.0,196600000.0,4.35,4.37,860000000.0,860000000.0,860000000.0,-149000000.0,1009000000.0,1009000000.0,245000000.0,1254000000.0,18000000.0,9000000.0,3000000.0,0.0,0.0,1000000.0,20000000.0,34000000.0,2000000.0,-27000000.0,9000000.0,1202000000.0,54000000.0,,87000000.0,,,1256000000.0,1352000000.0,2608000000.0,2608000000.0,2022-12-31
-3090000.0,0.206,1078000000.0,-15000000.0,-15000000.0,560000000.0,206000000.0,1149000000.0,1063000000.0,857000000.0,-10000000.0,38000000.0,30000000.0,571910000.0,560000000.0,1188000000.0,826000000.0,196900000.0,196200000.0,2.85,2.86,560000000.0,560000000.0,560000000.0,-90000000.0,650000000.0,650000000.0,169000000.0,819000000.0,5000000.0,3000000.0,-15000000.0,,,15000000.0,17000000.0,-10000000.0,2000000.0,38000000.0,30000000.0,824000000.0,39000000.0,-35000000.0,74000000.0,,,863000000.0,1149000000.0,2012000000.0,2012000000.0,2023-03-31
-546000.0,0.182,1000000000.0,-3000000.0,-3000000.0,527000000.0,221000000.0,971000000.0,997000000.0,776000000.0,4000000.0,36000000.0,42000000.0,529454000.0,527000000.0,1045000000.0,734000000.0,195000000.0,194600000.0,2.7,2.71,527000000.0,527000000.0,527000000.0,-79000000.0,606000000.0,606000000.0,134000000.0,740000000.0,6000000.0,2000000.0,-3000000.0,,0.0,3000000.0,7000000.0,4000000.0,2000000.0,36000000.0,42000000.0,730000000.0,74000000.0,3000000.0,71000000.0,71000000.0,71000000.0,804000000.0,971000000.0,1775000000.0,1775000000.0,2023-06-30
-1456000.0,0.091,519000000.0,-16000000.0,-16000000.0,164000000.0,213000000.0,896000000.0,503000000.0,290000000.0,6000000.0,37000000.0,45000000.0,178544000.0,164000000.0,977000000.0,244000000.0,192900000.0,192400000.0,0.85,0.85,164000000.0,164000000.0,164000000.0,-66000000.0,230000000.0,230000000.0,23000000.0,253000000.0,-49000000.0,3000000.0,-16000000.0,,0.0,16000000.0,-36000000.0,6000000.0,2000000.0,37000000.0,45000000.0,296000000.0,81000000.0,13000000.0,68000000.0,68000000.0,68000000.0,377000000.0,896000000.0,1273000000.0,1273000000.0,2023-09-30
3853211.009174,0.192661,680000000.0,20000000.0,20000000.0,274000000.0,229000000.0,1070000000.0,700000000.0,471000000.0,8000000.0,35000000.0,45000000.0,257853211.009174,274000000.0,1169000000.0,426000000.0,190600000.0,190100000.0,1.44,1.44,274000000.0,274000000.0,274000000.0,-78000000.0,352000000.0,352000000.0,84000000.0,436000000.0,26000000.0,2000000.0,20000000.0,,0.0,15000000.0,4000000.0,8000000.0,2000000.0,35000000.0,45000000.0,402000000.0,99000000.0,23000000.0,76000000.0,76000000.0,76000000.0,501000000.0,1070000000.0,1571000000.0,1571000000.0,2023-12-31
