treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_accounts_receivable,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,raw_materials,receivables,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,non_current_deferred_revenue
,195604404.0,195604404.0,642000000.0,3225000000.0,2947000000.0,8016000000.0,2678000000.0,2947000000.0,260000000.0,5051000000.0,8016000000.0,7853000000.0,2802000000.0,5051000000.0,-230000000.0,-230000000.0,0.0,3867000000.0,1412000000.0,2000000.0,2000000.0,0.0,5460000000.0,4465000000.0,15000000.0,1000000.0,92000000.0,267000000.0,958000000.0,958000000.0,3132000000.0,167000000.0,2965000000.0,995000000.0,95000000.0,229000000.0,229000000.0,93000000.0,93000000.0,578000000.0,512000000.0,30000000.0,66000000.0,3000000.0,3000000.0,63000000.0,13313000000.0,9640000000.0,210000000.0,16000000.0,545000000.0,74000000.0,74000000.0,2104000000.0,15000000.0,2089000000.0,6691000000.0,-7426000000.0,14117000000.0,203000000.0,254000000.0,12633000000.0,914000000.0,113000000.0,0.0,3673000000.0,79000000.0,215000000.0,474000000.0,437000000.0,37000000.0,582000000.0,40000000.0,542000000.0,2323000000.0,2323000000.0,2170000000.0,153000000.0,2022-12-31,
1319380.0,194917922.0,196237302.0,141000000.0,3252000000.0,3349000000.0,8419000000.0,2986000000.0,3349000000.0,286000000.0,5453000000.0,8419000000.0,8090000000.0,2637000000.0,5453000000.0,-224000000.0,-224000000.0,97000000.0,4348000000.0,1424000000.0,2000000.0,2000000.0,0.0,5308000000.0,4446000000.0,365000000.0,,,,933000000.0,933000000.0,3148000000.0,182000000.0,2966000000.0,862000000.0,12000000.0,284000000.0,284000000.0,104000000.0,104000000.0,462000000.0,,,462000000.0,10000000.0,10000000.0,452000000.0,13398000000.0,9550000000.0,783000000.0,,,81000000.0,81000000.0,2104000000.0,15000000.0,2089000000.0,6582000000.0,-7637000000.0,14219000000.0,226000000.0,288000000.0,12672000000.0,920000000.0,113000000.0,0.0,3848000000.0,42000000.0,69000000.0,430000000.0,393000000.0,37000000.0,482000000.0,,482000000.0,2825000000.0,2825000000.0,2608000000.0,217000000.0,2023-03-31,
3313189.0,192935694.0,196248883.0,,3244000000.0,3715000000.0,8771000000.0,3450000000.0,3715000000.0,277000000.0,5804000000.0,8771000000.0,8520000000.0,2716000000.0,5804000000.0,-199000000.0,-199000000.0,226000000.0,4797000000.0,1430000000.0,2000000.0,2000000.0,0.0,5017000000.0,4395000000.0,341000000.0,,,,910000000.0,910000000.0,3144000000.0,177000000.0,2967000000.0,622000000.0,15000000.0,9000000.0,9000000.0,100000000.0,100000000.0,498000000.0,,,498000000.0,47000000.0,47000000.0,451000000.0,13537000000.0,9465000000.0,808000000.0,,,72000000.0,72000000.0,2089000000.0,,2089000000.0,6496000000.0,-7862000000.0,14358000000.0,303000000.0,278000000.0,12740000000.0,923000000.0,114000000.0,0.0,4072000000.0,65000000.0,81000000.0,319000000.0,280000000.0,39000000.0,388000000.0,,388000000.0,3219000000.0,3219000000.0,3036000000.0,183000000.0,2023-06-30,
1911732.0,191051520.0,192963252.0,,3247000000.0,3634000000.0,8690000000.0,3264000000.0,3634000000.0,280000000.0,5723000000.0,8690000000.0,8301000000.0,2578000000.0,5723000000.0,-225000000.0,-225000000.0,151000000.0,4681000000.0,1416000000.0,2000000.0,2000000.0,0.0,5242000000.0,4316000000.0,288000000.0,,,,882000000.0,882000000.0,3146000000.0,179000000.0,2967000000.0,926000000.0,26000000.0,282000000.0,282000000.0,101000000.0,101000000.0,517000000.0,,,517000000.0,20000000.0,20000000.0,497000000.0,13543000000.0,9353000000.0,799000000.0,,,32000000.0,32000000.0,2089000000.0,,2089000000.0,6433000000.0,-7936000000.0,14369000000.0,339000000.0,277000000.0,12716000000.0,923000000.0,114000000.0,0.0,4190000000.0,54000000.0,147000000.0,318000000.0,279000000.0,39000000.0,417000000.0,,417000000.0,3254000000.0,3254000000.0,3061000000.0,193000000.0,2023-09-30,
0.0,188188401.0,188188401.0,936000000.0,3232000000.0,2684000000.0,8685000000.0,2250000000.0,2684000000.0,264000000.0,5717000000.0,8685000000.0,8373000000.0,2656000000.0,5717000000.0,-209000000.0,-209000000.0,,4535000000.0,1389000000.0,2000000.0,2000000.0,0.0,6003000000.0,5203000000.0,16000000.0,1000000.0,50000000.0,247000000.0,1753000000.0,999000000.0,3136000000.0,168000000.0,2968000000.0,800000000.0,42000000.0,130000000.0,130000000.0,96000000.0,96000000.0,532000000.0,406000000.0,30000000.0,126000000.0,12000000.0,12000000.0,114000000.0,14376000000.0,11326000000.0,240000000.0,17000000.0,610000000.0,26000000.0,26000000.0,3033000000.0,538000000.0,2495000000.0,7400000000.0,-8103000000.0,15503000000.0,394000000.0,259000000.0,13716000000.0,1020000000.0,114000000.0,0.0,3050000000.0,47000000.0,167000000.0,299000000.0,256000000.0,43000000.0,505000000.0,46000000.0,459000000.0,2032000000.0,2032000000.0,1824000000.0,208000000.0,2023-12-31,754000000.0
