free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_intangibles_purchase_and_sale,sale_of_intangibles,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date,pension_and_employee_benefit_expense
451000000.0,-251000000.0,0.0,-134000000.0,2323000000.0,2192000000.0,8000000.0,123000000.0,-330000000.0,-330000000.0,0.0,0.0,-79000000.0,-79000000.0,-251000000.0,-251000000.0,0.0,0.0,0.0,-132000000.0,-132000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-134000000.0,0.0,-134000000.0,585000000.0,585000000.0,-279000000.0,-342000000.0,-110000000.0,38000000.0,135000000.0,135000000.0,-321000000.0,9000000.0,17000000.0,-100000000.0,-100000000.0,198000000.0,198000000.0,52000000.0,9000000.0,66000000.0,1000000.0,1009000000.0,2022-12-31,
878000000.0,-76000000.0,,-69000000.0,2825000000.0,2323000000.0,-1000000.0,503000000.0,-410000000.0,-410000000.0,-255000000.0,0.0,-79000000.0,-79000000.0,-76000000.0,-76000000.0,,,,-34000000.0,-34000000.0,,,,,35000000.0,35000000.0,0.0,-69000000.0,0.0,-69000000.0,947000000.0,947000000.0,213000000.0,208000000.0,-135000000.0,39000000.0,101000000.0,101000000.0,6000000.0,12000000.0,,-26000000.0,-26000000.0,206000000.0,206000000.0,-114000000.0,-7000000.0,-72000000.0,-35000000.0,650000000.0,2023-03-31,
617000000.0,-151000000.0,,-95000000.0,3219000000.0,2825000000.0,4000000.0,390000000.0,-229000000.0,-229000000.0,0.0,1000000.0,-79000000.0,-79000000.0,-151000000.0,-151000000.0,,,,-93000000.0,-93000000.0,,,,,1000000.0,1000000.0,0.0,-94000000.0,1000000.0,-95000000.0,712000000.0,712000000.0,-67000000.0,-262000000.0,-3000000.0,101000000.0,97000000.0,97000000.0,-35000000.0,7000000.0,,-27000000.0,-27000000.0,221000000.0,221000000.0,7000000.0,7000000.0,0.0,0.0,606000000.0,2023-06-30,
471000000.0,-128000000.0,0.0,-147000000.0,3254000000.0,3219000000.0,-8000000.0,43000000.0,-431000000.0,-431000000.0,-226000000.0,0.0,-77000000.0,-77000000.0,-128000000.0,-128000000.0,0.0,0.0,0.0,-144000000.0,-144000000.0,0.0,0.0,0.0,0.0,3000000.0,3000000.0,0.0,-147000000.0,0.0,-147000000.0,618000000.0,618000000.0,143000000.0,164000000.0,22000000.0,-10000000.0,-33000000.0,-33000000.0,-6000000.0,10000000.0,43000000.0,-20000000.0,-20000000.0,213000000.0,213000000.0,5000000.0,-2000000.0,7000000.0,0.0,230000000.0,2023-09-30,
290000000.0,-225000000.0,0.0,-190000000.0,2032000000.0,3254000000.0,8000000.0,-1230000000.0,-302000000.0,-302000000.0,-2000000.0,1000000.0,-76000000.0,-76000000.0,-225000000.0,-225000000.0,0.0,0.0,0.0,-1408000000.0,-1408000000.0,0.0,0.0,1000000.0,-1000000.0,-2000000.0,0.0,-2000000.0,-188000000.0,0.0,-188000000.0,480000000.0,480000000.0,-269000000.0,-254000000.0,28000000.0,22000000.0,-65000000.0,-65000000.0,-25000000.0,8000000.0,0.0,154000000.0,154000000.0,229000000.0,229000000.0,31000000.0,5000000.0,26000000.0,0.0,352000000.0,2023-12-31,0.0
