tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,total_other_finance_cost,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.259645,394588000.0,251723000.0,54955000.0,1282048000.0,394588000.0,339633000.0,370000.0,370000.0,251723000.0,251723000.0,1852941000.0,339633000.0,67617000.0,66704000.0,3.72,3.77,251723000.0,251723000.0,251723000.0,251723000.0,251723000.0,88280000.0,340003000.0,370000.0,-370000.0,370000.0,339633000.0,570893000.0,570893000.0,910526000.0,1282048000.0,2192574000.0,2192574000.0,2022-10-31
0.0,0.246571,526530000.0,354993000.0,56743000.0,1443229000.0,526530000.0,469787000.0,1383000.0,,354993000.0,354993000.0,1983292000.0,469787000.0,67201000.0,66349000.0,5.28,5.35,354993000.0,354993000.0,354993000.0,354993000.0,354993000.0,116177000.0,471170000.0,1383000.0,-1383000.0,,469787000.0,540063000.0,540063000.0,1009850000.0,1443229000.0,2453079000.0,2453079000.0,2023-01-31
0.0,0.236,255079000.0,156531000.0,55602000.0,1080392000.0,255079000.0,199477000.0,5498000.0,,156531000.0,156531000.0,1555974000.0,199477000.0,66696000.0,65849000.0,2.35,2.38,156531000.0,156531000.0,156531000.0,156531000.0,156531000.0,48444000.0,204975000.0,5498000.0,-5498000.0,,199477000.0,475582000.0,475582000.0,675059000.0,1080392000.0,1755451000.0,1755451000.0,2023-04-30
0.0,0.266935,326789000.0,201507000.0,55241000.0,1105047000.0,326789000.0,271548000.0,3335000.0,,201507000.0,201507000.0,1591066000.0,271548000.0,64526000.0,64163000.0,3.12,3.14,201507000.0,201507000.0,201507000.0,201507000.0,201507000.0,73376000.0,274883000.0,3335000.0,-3335000.0,,271548000.0,486019000.0,486019000.0,757567000.0,1105047000.0,1862614000.0,1862614000.0,2023-07-31
0.0,0.263682,370261000.0,237285000.0,55184000.0,1031290000.0,370261000.0,315077000.0,7182000.0,7182000.0,237285000.0,237285000.0,1538573000.0,315077000.0,64774000.0,64142000.0,3.66,3.7,237285000.0,237285000.0,237285000.0,237285000.0,237285000.0,84974000.0,322259000.0,7182000.0,,7182000.0,315077000.0,507283000.0,507283000.0,822360000.0,1031290000.0,1853650000.0,1853650000.0,2023-10-31
0.0,0.247856,524654000.0,354439000.0,66563000.0,1230322000.0,524654000.0,458091000.0,13147000.0,,354439000.0,354439000.0,1820846000.0,458091000.0,,,,,354439000.0,354439000.0,354439000.0,354439000.0,354439000.0,116799000.0,471238000.0,13147000.0,,,458091000.0,590524000.0,590524000.0,1048615000.0,1230322000.0,2278937000.0,2278937000.0,2024-01-31
