tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-675344.563553,0.140697,665700000.0,-4800000.0,-4800000.0,444000000.0,82600000.0,2854300000.0,660900000.0,578300000.0,-51900000.0,55900000.0,4000000.0,448124655.436447,439100000.0,3493200000.0,580600000.0,232400000.0,228827395.0,1.89,1.918914,439100000.0,439100000.0,439100000.0,-4900000.0,444000000.0,-4900000.0,448900000.0,73500000.0,522400000.0,-6300000.0,-1500000.0,-4800000.0,-51900000.0,55900000.0,4000000.0,580600000.0,638900000.0,638900000.0,1219500000.0,2854300000.0,4073800000.0,4073800000.0,2022-12-31
-1240800.0,0.188,533800000.0,-6600000.0,-6600000.0,312600000.0,79800000.0,2522300000.0,527200000.0,447400000.0,-53200000.0,57600000.0,4400000.0,317959200.0,307100000.0,3209000000.0,456800000.0,231500000.0,229300000.0,1.33,1.34,307100000.0,307100000.0,307100000.0,-4000000.0,311100000.0,-5500000.0,316600000.0,73200000.0,389800000.0,-13800000.0,-7200000.0,-6600000.0,-53200000.0,57600000.0,4400000.0,456800000.0,686700000.0,686700000.0,1143500000.0,2522300000.0,3665800000.0,3665800000.0,2023-03-31
0.0,0.221,916400000.0,,,592300000.0,88400000.0,3120300000.0,916400000.0,828000000.0,-58500000.0,61600000.0,3100000.0,592300000.0,586200000.0,3819300000.0,885400000.0,230300000.0,228500000.0,2.55,2.57,586200000.0,586200000.0,586200000.0,-4500000.0,590700000.0,-6100000.0,596800000.0,169600000.0,766400000.0,-60500000.0,-60500000.0,,-58500000.0,61600000.0,3100000.0,885400000.0,699000000.0,699000000.0,1584400000.0,3120300000.0,4704700000.0,4704700000.0,2023-06-30
-1148400.0,0.198,952000000.0,-5800000.0,-5800000.0,632800000.0,92000000.0,3224800000.0,946200000.0,854200000.0,-54300000.0,57900000.0,3600000.0,637451600.0,626300000.0,4018700000.0,864200000.0,230600000.0,228600000.0,2.72,2.74,626300000.0,626300000.0,626300000.0,-6000000.0,632300000.0,-6500000.0,638800000.0,157500000.0,796300000.0,-13600000.0,-7800000.0,-5800000.0,-54300000.0,57900000.0,3600000.0,864200000.0,793900000.0,793900000.0,1658100000.0,3224800000.0,4882900000.0,4882900000.0,2023-09-30
-1229895.901106,0.159727,767800000.0,-7700000.0,-7700000.0,513300000.0,87900000.0,2952800000.0,760100000.0,672200000.0,-53100000.0,57400000.0,4300000.0,519770104.098894,504300000.0,3736500000.0,687600000.0,229900000.0,227173161.0,2.19,2.219893,504300000.0,504300000.0,504300000.0,-3300000.0,507600000.0,-9000000.0,516600000.0,98200000.0,614800000.0,-19700000.0,-12000000.0,-7700000.0,-53100000.0,57400000.0,4300000.0,687600000.0,783700000.0,783700000.0,1471300000.0,2952800000.0,4424100000.0,4424100000.0,2023-12-31
