free_cash_flow,repurchase_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
64993000.0,0.0,-14284000.0,835826000.0,923734000.0,-2002000.0,-85906000.0,-18321000.0,-18321000.0,-40457000.0,22136000.0,0.0,0.0,-146862000.0,-146862000.0,42052000.0,912962000.0,-870910000.0,-174630000.0,-174630000.0,11540000.0,11540000.0,-8505000.0,-8505000.0,-5779000.0,79277000.0,79277000.0,-5544000.0,31595000.0,-10990000.0,21351000.0,17272000.0,4079000.0,4079000.0,41346000.0,-88846000.0,-88846000.0,25498000.0,229163000.0,13064000.0,-545000.0,1387000.0,1387000.0,17696000.0,17696000.0,-201442000.0,2022-10-31
205261000.0,,-12055000.0,956731000.0,835826000.0,8457000.0,112448000.0,-40084000.0,-40084000.0,-48882000.0,8798000.0,,,-64784000.0,-64784000.0,-42675000.0,1062479000.0,-1105154000.0,-10054000.0,-10054000.0,-6693000.0,-6693000.0,-5362000.0,-5362000.0,-6693000.0,217316000.0,217316000.0,133739000.0,436154000.0,-13166000.0,44512000.0,46792000.0,-2280000.0,-2280000.0,-16073000.0,-317688000.0,-317688000.0,29521000.0,250696000.0,1339000.0,-8834000.0,-1387000.0,-1387000.0,19726000.0,19726000.0,-207484000.0,2023-01-31
283133000.0,-191694000.0,-16311000.0,670839000.0,956731000.0,535000.0,-286427000.0,-223658000.0,-223658000.0,-84399000.0,52435000.0,-191694000.0,-191694000.0,-362213000.0,-362213000.0,-222790000.0,814496000.0,-1037286000.0,-123112000.0,-123112000.0,-9341000.0,-9341000.0,-6970000.0,-6970000.0,-9341000.0,299444000.0,299444000.0,219102000.0,-126920000.0,-10763000.0,-11635000.0,-8542000.0,-3093000.0,-3093000.0,5527000.0,362893000.0,362893000.0,40519000.0,264509000.0,2414000.0,-15331000.0,-8868000.0,-8868000.0,23163000.0,23163000.0,-226064000.0,2023-04-30
41539000.0,0.0,-41652000.0,773380000.0,670839000.0,470000.0,102071000.0,-82162000.0,-82162000.0,-98311000.0,16149000.0,0.0,0.0,101042000.0,101042000.0,284153000.0,972831000.0,-688678000.0,-141459000.0,-141459000.0,-35354000.0,-35354000.0,-6298000.0,-6298000.0,,83191000.0,83191000.0,-24298000.0,-63587000.0,-5260000.0,56210000.0,35648000.0,20562000.0,20562000.0,41389000.0,-53050000.0,-53050000.0,32799000.0,299722000.0,-5309000.0,-17661000.0,-4026000.0,-4026000.0,29284000.0,29284000.0,-227320000.0,2023-07-31
101008000.0,-400038000.0,-19899000.0,999895000.0,773380000.0,-5600000.0,232115000.0,-459652000.0,-459652000.0,-91118000.0,31504000.0,-400038000.0,-400038000.0,570860000.0,570860000.0,605722000.0,975087000.0,-369365000.0,-14963000.0,-14963000.0,15951000.0,15951000.0,-8746000.0,-8746000.0,,120907000.0,120907000.0,-15329000.0,56628000.0,-12716000.0,40806000.0,6603000.0,34203000.0,34203000.0,4658000.0,-104705000.0,-104705000.0,34831000.0,298286000.0,1790000.0,-16234000.0,-213000.0,-213000.0,32470000.0,32470000.0,-214694000.0,2023-10-31
324479000.0,0.0,-20101000.0,1780977000.0,999895000.0,2564000.0,778518000.0,-88631000.0,-88631000.0,-106971000.0,18340000.0,0.0,0.0,522569000.0,522569000.0,538842000.0,919719000.0,-380877000.0,3828000.0,3828000.0,0.0,0.0,-13072000.0,-13072000.0,-7029000.0,344580000.0,344580000.0,211241000.0,527121000.0,-11759000.0,104879000.0,137339000.0,-32460000.0,-32460000.0,8221000.0,-417221000.0,-417221000.0,34425000.0,305498000.0,,-12299000.0,-13655000.0,-13655000.0,34986000.0,34986000.0,-169912000.0,2024-01-31
