tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-12240000.0,0.24,546000000.0,-51000000.0,-51000000.0,165000000.0,125000000.0,114000000.0,495000000.0,370000000.0,-149000000.0,154000000.0,5000000.0,203760000.0,165000000.0,524000000.0,368000000.0,651000000.0,647000000.0,0.25,0.26,165000000.0,165000000.0,165000000.0,165000000.0,165000000.0,51000000.0,216000000.0,-47000000.0,4000000.0,-44000000.0,0.0,44000000.0,-7000000.0,-149000000.0,154000000.0,5000000.0,412000000.0,346000000.0,61000000.0,61000000.0,61000000.0,61000000.0,91000000.0,194000000.0,183000000.0,11000000.0,11000000.0,758000000.0,178000000.0,936000000.0,936000000.0,2022-12-31
-2940000.0,0.21,472000000.0,-14000000.0,-14000000.0,915000000.0,126000000.0,125000000.0,458000000.0,332000000.0,-163000000.0,168000000.0,5000000.0,926060000.0,915000000.0,576000000.0,357000000.0,644000000.0,639000000.0,1.42,1.43,915000000.0,915000000.0,915000000.0,915000000.0,915000000.0,-751000000.0,164000000.0,-44000000.0,-30000000.0,-14000000.0,9000000.0,14000000.0,0.0,-163000000.0,168000000.0,5000000.0,371000000.0,386000000.0,61000000.0,61000000.0,61000000.0,61000000.0,88000000.0,237000000.0,176000000.0,61000000.0,61000000.0,757000000.0,190000000.0,947000000.0,947000000.0,2023-03-31
-840000.0,0.07,511000000.0,-12000000.0,-12000000.0,189000000.0,125000000.0,115000000.0,499000000.0,374000000.0,-164000000.0,170000000.0,6000000.0,200160000.0,189000000.0,567000000.0,362000000.0,643000000.0,640000000.0,0.29,0.3,189000000.0,189000000.0,189000000.0,189000000.0,189000000.0,15000000.0,204000000.0,-11000000.0,1000000.0,-13000000.0,4000000.0,17000000.0,1000000.0,-164000000.0,170000000.0,6000000.0,379000000.0,388000000.0,61000000.0,61000000.0,61000000.0,61000000.0,90000000.0,237000000.0,181000000.0,56000000.0,56000000.0,767000000.0,179000000.0,946000000.0,946000000.0,2023-06-30
-3360000.0,0.21,173000000.0,-16000000.0,-16000000.0,149000000.0,125000000.0,116000000.0,157000000.0,32000000.0,-167000000.0,173000000.0,6000000.0,161640000.0,149000000.0,906000000.0,25000000.0,644000000.0,640000000.0,0.23,0.23,149000000.0,149000000.0,149000000.0,149000000.0,149000000.0,-290000000.0,-141000000.0,-16000000.0,,-17000000.0,0.0,17000000.0,1000000.0,-167000000.0,173000000.0,6000000.0,42000000.0,726000000.0,61000000.0,61000000.0,61000000.0,61000000.0,85000000.0,580000000.0,187000000.0,393000000.0,393000000.0,768000000.0,180000000.0,948000000.0,948000000.0,2023-09-30
400000.0,0.2,468000000.0,2000000.0,2000000.0,144000000.0,124000000.0,119000000.0,470000000.0,346000000.0,-160000000.0,165000000.0,5000000.0,142400000.0,144000000.0,614000000.0,335000000.0,645000000.0,639000000.0,0.22,0.23,144000000.0,144000000.0,144000000.0,144000000.0,144000000.0,37000000.0,181000000.0,4000000.0,2000000.0,3000000.0,5000000.0,2000000.0,-1000000.0,-160000000.0,165000000.0,5000000.0,337000000.0,432000000.0,61000000.0,61000000.0,61000000.0,61000000.0,77000000.0,294000000.0,184000000.0,110000000.0,110000000.0,769000000.0,182000000.0,951000000.0,951000000.0,2023-12-31
