free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date,change_in_accrued_expense
305000000.0,-500000000.0,0.0,0.0,-1000000.0,812000000.0,1095000000.0,-4000000.0,-279000000.0,-585000000.0,-585000000.0,-4000000.0,0.0,-81000000.0,-81000000.0,-500000000.0,-500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000000.0,0.0,0.0,3000000.0,3000000.0,-1000000.0,0.0,-1000000.0,306000000.0,306000000.0,-63000000.0,20000000.0,-77000000.0,29000000.0,-26000000.0,-26000000.0,8000000.0,-34000000.0,-34000000.0,-9000000.0,-9000000.0,36000000.0,42000000.0,0.0,1000000.0,1000000.0,125000000.0,125000000.0,0.0,0.0,165000000.0,2022-12-31,
323000000.0,0.0,-309000000.0,0.0,-1000000.0,750000000.0,812000000.0,-2000000.0,-60000000.0,-383000000.0,-383000000.0,0.0,6000000.0,-80000000.0,,0.0,0.0,-309000000.0,-309000000.0,-309000000.0,0.0,-1000000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,-1000000.0,0.0,-1000000.0,324000000.0,324000000.0,-714000000.0,51000000.0,-33000000.0,-734000000.0,-1000000.0,-1000000.0,2000000.0,-3000000.0,-3000000.0,3000000.0,3000000.0,23000000.0,39000000.0,30000000.0,-95000000.0,-95000000.0,126000000.0,126000000.0,0.0,0.0,915000000.0,2023-03-31,
222000000.0,-41000000.0,-208000000.0,,-4000000.0,623000000.0,750000000.0,3000000.0,-130000000.0,-350000000.0,-350000000.0,-18000000.0,,-83000000.0,-83000000.0,-41000000.0,-41000000.0,-208000000.0,-208000000.0,-208000000.0,,-6000000.0,-6000000.0,-2000000.0,0.0,0.0,,,-4000000.0,,-4000000.0,226000000.0,226000000.0,-86000000.0,-110000000.0,15000000.0,-27000000.0,16000000.0,16000000.0,-12000000.0,28000000.0,28000000.0,20000000.0,20000000.0,24000000.0,37000000.0,,-59000000.0,-59000000.0,125000000.0,125000000.0,-4000000.0,-4000000.0,189000000.0,2023-06-30,
120000000.0,0.0,-58000000.0,,-5000000.0,629000000.0,623000000.0,7000000.0,-1000000.0,-135000000.0,-135000000.0,-2000000.0,,-81000000.0,-81000000.0,0.0,0.0,-58000000.0,-58000000.0,-58000000.0,,9000000.0,9000000.0,1000000.0,0.0,0.0,,,8000000.0,,-5000000.0,125000000.0,125000000.0,729000000.0,-30000000.0,371000000.0,6000000.0,386000000.0,386000000.0,-3000000.0,389000000.0,389000000.0,-4000000.0,-4000000.0,4000000.0,35000000.0,,-917000000.0,-917000000.0,125000000.0,125000000.0,0.0,0.0,149000000.0,2023-09-30,
307000000.0,-100000000.0,-259000000.0,0.0,-8000000.0,490000000.0,629000000.0,-10000000.0,-129000000.0,-445000000.0,-445000000.0,-5000000.0,0.0,-81000000.0,-81000000.0,-100000000.0,-100000000.0,-259000000.0,-259000000.0,-259000000.0,0.0,1000000.0,1000000.0,-3000000.0,0.0,0.0,0.0,0.0,4000000.0,12000000.0,-8000000.0,315000000.0,315000000.0,0.0,59000000.0,47000000.0,-21000000.0,-76000000.0,-79000000.0,-3000000.0,-76000000.0,-76000000.0,-9000000.0,-9000000.0,12000000.0,35000000.0,-1000000.0,6000000.0,6000000.0,124000000.0,124000000.0,-5000000.0,-5000000.0,144000000.0,2023-12-31,3000000.0
