free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,amortization_of_securities,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,interest_paid_supplemental_data,income_tax_paid_supplemental_data
1347000000.0,-49000000.0,-4000000.0,550000000.0,-31000000.0,2286000000.0,2474000000.0,-188000000.0,1068000000.0,1068000000.0,694000000.0,1000000.0,-124000000.0,-49000000.0,-49000000.0,546000000.0,546000000.0,-4000000.0,550000000.0,-2634000000.0,-2634000000.0,-2000000.0,214000000.0,-2650000000.0,1527000000.0,-4177000000.0,-165000000.0,-326000000.0,-31000000.0,,-31000000.0,1378000000.0,1378000000.0,70000000.0,954000000.0,-82000000.0,85000000.0,85000000.0,-61000000.0,12000000.0,-240000000.0,22000000.0,294000000.0,11000000.0,283000000.0,0.0,71000000.0,2022-12-31,,
1384000000.0,-6000000.0,-35000000.0,500000000.0,-34000000.0,2821000000.0,2286000000.0,535000000.0,1402000000.0,1402000000.0,1065000000.0,0.0,-122000000.0,-6000000.0,-6000000.0,465000000.0,465000000.0,-35000000.0,500000000.0,-2285000000.0,-2285000000.0,-4000000.0,90000000.0,-1737000000.0,2340000000.0,-4077000000.0,-600000000.0,-327000000.0,-34000000.0,0.0,-34000000.0,1418000000.0,1418000000.0,36000000.0,1093000000.0,-202000000.0,-34000000.0,-34000000.0,-2000000.0,14000000.0,-251000000.0,134000000.0,156000000.0,-57000000.0,213000000.0,,-88000000.0,2023-03-31,,
1686000000.0,0.0,,0.0,-35000000.0,3136000000.0,2821000000.0,315000000.0,540000000.0,540000000.0,626000000.0,0.0,-121000000.0,0.0,0.0,35000000.0,35000000.0,,0.0,-1946000000.0,-1946000000.0,-2000000.0,97000000.0,-1577000000.0,1516000000.0,-3093000000.0,-429000000.0,-409000000.0,-35000000.0,0.0,-35000000.0,1721000000.0,1721000000.0,53000000.0,1336000000.0,276000000.0,17000000.0,17000000.0,-98000000.0,14000000.0,-267000000.0,151000000.0,143000000.0,-40000000.0,183000000.0,,243000000.0,2023-06-30,,
1044000000.0,-18000000.0,,0.0,-32000000.0,3209000000.0,3136000000.0,73000000.0,526000000.0,526000000.0,702000000.0,0.0,-123000000.0,-18000000.0,-18000000.0,-35000000.0,-35000000.0,,0.0,-1529000000.0,-1529000000.0,-7000000.0,115000000.0,-1274000000.0,2216000000.0,-3490000000.0,-331000000.0,-325000000.0,-32000000.0,0.0,-32000000.0,1076000000.0,1076000000.0,53000000.0,719000000.0,-151000000.0,159000000.0,159000000.0,-117000000.0,15000000.0,-253000000.0,153000000.0,6000000.0,-79000000.0,85000000.0,,477000000.0,2023-09-30,,
2232000000.0,0.0,-150000000.0,351000000.0,-31000000.0,2767000000.0,3209000000.0,-442000000.0,625000000.0,625000000.0,543000000.0,15000000.0,-134000000.0,0.0,0.0,201000000.0,201000000.0,-150000000.0,351000000.0,-3330000000.0,-3330000000.0,-3000000.0,121000000.0,-3182000000.0,143000000.0,-3325000000.0,-235000000.0,-235000000.0,-31000000.0,,-31000000.0,2263000000.0,2263000000.0,-20000000.0,1972000000.0,411000000.0,-27000000.0,-27000000.0,40000000.0,17000000.0,-313000000.0,155000000.0,0.0,-61000000.0,61000000.0,,-114000000.0,2023-12-31,35000000.0,76000000.0
