treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,investments_and_advances,long_term_equity_investment,investments_in_other_ventures_under_equity_method,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,prepaid_assets,receivables,loans_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
55447459.0,272309890.0,327757349.0,1194000000.0,3656000000.0,-3473000000.0,8857000000.0,-3473000000.0,418000000.0,5619000000.0,8857000000.0,5979000000.0,360000000.0,5619000000.0,-2862000000.0,-2862000000.0,2109000000.0,4714000000.0,5876000000.0,0.0,0.0,0.0,59610000000.0,178000000.0,408000000.0,367000000.0,296000000.0,71000000.0,3656000000.0,418000000.0,3238000000.0,625000000.0,437000000.0,188000000.0,32000000.0,32000000.0,156000000.0,65589000000.0,39880000000.0,2614000000.0,2614000000.0,9092000000.0,4450000000.0,4642000000.0,555000000.0,2231000000.0,6055000000.0,,6055000000.0,37729000000.0,35685000000.0,2044000000.0,2022-12-31
55553182.0,272194249.0,327747431.0,1218000000.0,4106000000.0,-3173000000.0,9888000000.0,-3173000000.0,410000000.0,6192000000.0,9888000000.0,6648000000.0,456000000.0,6192000000.0,-2610000000.0,-2610000000.0,2113000000.0,5044000000.0,5871000000.0,0.0,0.0,0.0,63006000000.0,,,61000000.0,,61000000.0,4106000000.0,410000000.0,3696000000.0,2343000000.0,,2343000000.0,,,2343000000.0,69654000000.0,41930000000.0,2889000000.0,2889000000.0,9365000000.0,4574000000.0,4791000000.0,544000000.0,1991000000.0,6790000000.0,-60000000.0,6790000000.0,39934000000.0,37456000000.0,2478000000.0,2023-03-31
55553182.0,272178622.0,327731804.0,988000000.0,4107000000.0,-3316000000.0,9925000000.0,-3316000000.0,411000000.0,6229000000.0,9925000000.0,6677000000.0,448000000.0,6229000000.0,-2681000000.0,-2681000000.0,2113000000.0,5140000000.0,5883000000.0,0.0,0.0,0.0,66344000000.0,,,63000000.0,,63000000.0,4107000000.0,411000000.0,3696000000.0,2728000000.0,,2728000000.0,3000000.0,3000000.0,2725000000.0,73021000000.0,43544000000.0,3039000000.0,3039000000.0,9545000000.0,4734000000.0,4811000000.0,537000000.0,2214000000.0,7542000000.0,-64000000.0,7542000000.0,23133000000.0,20425000000.0,2708000000.0,2023-06-30
55563175.0,272158235.0,327721410.0,882000000.0,4091000000.0,-3528000000.0,9853000000.0,-3528000000.0,396000000.0,6158000000.0,9853000000.0,6584000000.0,426000000.0,6158000000.0,-3067000000.0,-3067000000.0,2114000000.0,5444000000.0,5895000000.0,0.0,0.0,0.0,67418000000.0,,,15000000.0,,15000000.0,4091000000.0,396000000.0,3695000000.0,2461000000.0,,2461000000.0,23000000.0,23000000.0,2438000000.0,74002000000.0,44146000000.0,3184000000.0,3184000000.0,9686000000.0,4856000000.0,4830000000.0,521000000.0,2133000000.0,7905000000.0,-64000000.0,7905000000.0,23875000000.0,21062000000.0,2813000000.0,2023-09-30
55563175.0,273000000.0,328563175.0,1382000000.0,4281000000.0,-2967000000.0,10795000000.0,-2967000000.0,394000000.0,6908000000.0,10795000000.0,7460000000.0,552000000.0,6908000000.0,-2119000000.0,-2119000000.0,2130000000.0,5244000000.0,5913000000.0,0.0,0.0,0.0,73154000000.0,588000000.0,437000000.0,120000000.0,91000000.0,29000000.0,4281000000.0,394000000.0,3887000000.0,1166000000.0,824000000.0,342000000.0,3000000.0,3000000.0,339000000.0,80614000000.0,49213000000.0,3334000000.0,3334000000.0,9875000000.0,5045000000.0,4830000000.0,516000000.0,,9419000000.0,-66000000.0,9419000000.0,26557000000.0,24052000000.0,2505000000.0,2023-12-31
