tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
263781796.204521,0.228938,-194400000.0,1152200000.0,1152200000.0,637900000.0,90600000.0,193000000.0,957800000.0,867200000.0,-39900000.0,39900000.0,-250518203.795479,637900000.0,539500000.0,668300000.0,359190000.0,358885000.0,1.75,1.76,630000000.0,630000000.0,-17200000.0,25100000.0,637900000.0,0.0,637900000.0,637900000.0,189400000.0,827300000.0,198900000.0,-1017300000.0,64000000.0,1152200000.0,-39900000.0,39900000.0,668300000.0,346500000.0,217400000.0,90600000.0,90600000.0,56700000.0,56700000.0,33900000.0,38500000.0,38500000.0,38500000.0,1014800000.0,193000000.0,1207800000.0,1134600000.0,2022-12-31
320417200.0,0.236,-72200000.0,1357700000.0,1357700000.0,883800000.0,88700000.0,204500000.0,1285500000.0,1196800000.0,-39900000.0,39900000.0,-153482800.0,883800000.0,527900000.0,913700000.0,359313000.0,358933000.0,2.43,2.43,872700000.0,872700000.0,6100000.0,5000000.0,883800000.0,,883800000.0,883800000.0,273100000.0,1156900000.0,283100000.0,-1152800000.0,78200000.0,1357700000.0,-39900000.0,39900000.0,913700000.0,323400000.0,196400000.0,88700000.0,88700000.0,56800000.0,56800000.0,31900000.0,38300000.0,38300000.0,38300000.0,1237100000.0,204500000.0,1441600000.0,1366000000.0,2023-03-31
368527000.0,0.235,-422300000.0,1568200000.0,1568200000.0,777600000.0,89300000.0,205700000.0,1145900000.0,1056600000.0,-40200000.0,40200000.0,-422073000.0,777600000.0,521600000.0,838600000.0,359429000.0,358940000.0,2.14,2.14,767800000.0,767800000.0,4700000.0,5100000.0,777600000.0,,777600000.0,777600000.0,238800000.0,1016400000.0,218000000.0,-1425300000.0,75100000.0,1568200000.0,-40200000.0,40200000.0,838600000.0,315900000.0,188800000.0,89300000.0,89300000.0,57000000.0,57000000.0,32300000.0,37800000.0,37800000.0,37800000.0,1154500000.0,205700000.0,1360200000.0,1281400000.0,2023-06-30
292675000.0,0.23,-170300000.0,1272500000.0,1272500000.0,750200000.0,88300000.0,205500000.0,1102200000.0,1013900000.0,-39600000.0,39600000.0,-229625000.0,750200000.0,517600000.0,820200000.0,359619000.0,359020000.0,2.06,2.06,740800000.0,740800000.0,4400000.0,5000000.0,750200000.0,,750200000.0,750200000.0,224100000.0,974300000.0,193700000.0,-1155600000.0,76800000.0,1272500000.0,-39600000.0,39600000.0,820200000.0,312100000.0,191600000.0,88300000.0,88300000.0,57200000.0,57200000.0,31100000.0,32200000.0,32200000.0,32200000.0,1132300000.0,205500000.0,1337800000.0,1253100000.0,2023-09-30
204889324.055666,0.190258,55100000.0,1076900000.0,1076900000.0,814600000.0,86300000.0,212900000.0,1132000000.0,1045700000.0,-39700000.0,39700000.0,-57410675.944334,814600000.0,576100000.0,863200000.0,359693000.0,359197000.0,2.24,2.24,804300000.0,804300000.0,-18800000.0,29100000.0,814600000.0,,814600000.0,814600000.0,191400000.0,1006000000.0,182500000.0,-961200000.0,66800000.0,1076900000.0,-39700000.0,39700000.0,863200000.0,363200000.0,240800000.0,86300000.0,86300000.0,55600000.0,55600000.0,30700000.0,36100000.0,36100000.0,36100000.0,1226400000.0,212900000.0,1439300000.0,1351700000.0,2023-12-31
