ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,current_notes_payable,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,restricted_cash,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
358932100.0,358932100.0,718300000.0,3438400000.0,-4048800000.0,30317100000.0,1390800000.0,-4048800000.0,26878700000.0,30301100000.0,26878700000.0,26878700000.0,-133300000.0,-133300000.0,4746800000.0,22261600000.0,3600000.0,3600000.0,0.0,147297000000.0,9609500000.0,826000000.0,5361100000.0,5361100000.0,3422400000.0,3422400000.0,137687500000.0,137550100000.0,16000000.0,16000000.0,16000000.0,121400000.0,121400000.0,121400000.0,174175700000.0,35097400000.0,3714400000.0,30927500000.0,20445000000.0,10482500000.0,455500000.0,-1145200000.0,1600700000.0,224800000.0,1243700000.0,132200000.0,0.0,139078300000.0,524900000.0,135254100000.0,483200000.0,483200000.0,-8100000.0,491300000.0,2816100000.0,96000000.0,2720100000.0,2022-12-31
358934138.0,358934138.0,1874200000.0,3439400000.0,-3498800000.0,30823800000.0,1987800000.0,-3498800000.0,27384400000.0,30807500000.0,27384400000.0,27384400000.0,-130600000.0,-130600000.0,5229900000.0,22281500000.0,3600000.0,3600000.0,0.0,138654800000.0,9610900000.0,831000000.0,5356800000.0,5356800000.0,3423100000.0,3423100000.0,129043900000.0,128930400000.0,16300000.0,16300000.0,16300000.0,97200000.0,97200000.0,97200000.0,166039200000.0,35007500000.0,3684000000.0,30883200000.0,20392700000.0,10490500000.0,440300000.0,-1175400000.0,1615700000.0,,,,1615700000.0,131031700000.0,542100000.0,128095800000.0,723600000.0,723600000.0,-8800000.0,732400000.0,1670200000.0,105000000.0,1565200000.0,2023-03-31
358981138.0,358981138.0,1543700000.0,3423800000.0,-3008500000.0,31241600000.0,2480400000.0,-3008500000.0,27817800000.0,31241600000.0,27817800000.0,27817800000.0,-100200000.0,-100200000.0,5606800000.0,22307600000.0,3600000.0,3600000.0,0.0,123478900000.0,9593200000.0,825800000.0,5343600000.0,5343600000.0,3423800000.0,3423800000.0,113885700000.0,113834800000.0,,,0.0,50900000.0,50900000.0,50900000.0,151296700000.0,34930600000.0,3674200000.0,30826300000.0,20335600000.0,10490700000.0,430100000.0,-874100000.0,1304200000.0,,,,1304200000.0,116366100000.0,533100000.0,113246800000.0,599400000.0,599400000.0,-7500000.0,606900000.0,1986800000.0,106700000.0,1880100000.0,2023-06-30
359192138.0,359192138.0,1124500000.0,3424700000.0,-2596700000.0,31576300000.0,2896300000.0,-2596700000.0,28151600000.0,31576300000.0,28151600000.0,28151600000.0,-117300000.0,-117300000.0,5956200000.0,22309100000.0,3600000.0,3600000.0,0.0,97446600000.0,9566100000.0,808700000.0,5332700000.0,5332700000.0,3424700000.0,3424700000.0,87880500000.0,87826700000.0,,,0.0,53800000.0,53800000.0,53800000.0,125598200000.0,34821400000.0,3655800000.0,30748300000.0,20270700000.0,10477600000.0,417300000.0,-903800000.0,1321100000.0,,,,1321100000.0,90776800000.0,616900000.0,87197200000.0,558400000.0,558400000.0,-7700000.0,566100000.0,2404300000.0,104100000.0,2300200000.0,2023-09-30
359192138.0,359192138.0,513400000.0,3425400000.0,-3982900000.0,30163300000.0,1473300000.0,-3982900000.0,26737900000.0,30163300000.0,26737900000.0,26737900000.0,-55600000.0,-55600000.0,4455200000.0,22334700000.0,3600000.0,3600000.0,0.0,102968200000.0,9551300000.0,798200000.0,5327700000.0,5327700000.0,3425400000.0,3425400000.0,93416900000.0,93326300000.0,,,0.0,90600000.0,90600000.0,90600000.0,129706100000.0,34815900000.0,3685600000.0,30720800000.0,20225500000.0,10495300000.0,409500000.0,-933100000.0,1342600000.0,143700000.0,1068200000.0,130700000.0,0.0,94890200000.0,1133200000.0,90197700000.0,535600000.0,535600000.0,-7100000.0,542700000.0,3023700000.0,111700000.0,2912000000.0,2023-12-31
