ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,preferred_securities_outside_stock_equity,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
290830296.0,290830296.0,10427198000.0,13286900000.0,-5669211000.0,11205663000.0,-370419000.0,-5669211000.0,2717905000.0,636668000.0,11118117000.0,636793000.0,125000.0,636668000.0,-442003000.0,-442003000.0,-3392272000.0,4468035000.0,2908000.0,2908000.0,0.0,15503721000.0,13586157000.0,317376000.0,95160000.0,263005000.0,263005000.0,12910616000.0,2429167000.0,10481449000.0,1917564000.0,328910000.0,328910000.0,376284000.0,288738000.0,87546000.0,87546000.0,1212370000.0,548900000.0,128272000.0,663470000.0,194272000.0,469198000.0,16140514000.0,14593369000.0,588342000.0,6305879000.0,1423145000.0,4882734000.0,7699148000.0,-3910321000.0,11609469000.0,1079419000.0,936269000.0,4641758000.0,1128530000.0,3336778000.0,486715000.0,0.0,1547145000.0,230433000.0,1174915000.0,1174915000.0,-54143000.0,1229058000.0,141797000.0,141797000.0,2022-12-31,
291584999.0,291584999.0,10817354000.0,13477613000.0,-5731613000.0,11509260000.0,-405653000.0,-5731613000.0,2513817000.0,545464000.0,11407652000.0,641219000.0,95755000.0,545464000.0,-405768000.0,-405768000.0,-3510949000.0,4459265000.0,2916000.0,2916000.0,0.0,15824490000.0,13817900000.0,170391000.0,,271504000.0,271504000.0,13376005000.0,2513817000.0,10862188000.0,2006590000.0,335393000.0,335393000.0,101608000.0,,101608000.0,,1569589000.0,1057320000.0,,512269000.0,,512269000.0,16465709000.0,14864772000.0,578171000.0,6277077000.0,1380316000.0,4896761000.0,8009524000.0,-3944300000.0,11953824000.0,,,11953824000.0,,,,,1600937000.0,280169000.0,1174326000.0,1174326000.0,-61039000.0,1235365000.0,146442000.0,146442000.0,2023-03-31,
291824958.0,291824958.0,11097319000.0,13760787000.0,-5860606000.0,11663030000.0,-451338000.0,-5860606000.0,2513975000.0,416218000.0,11560448000.0,520402000.0,104184000.0,416218000.0,-382244000.0,-382244000.0,-3692948000.0,4488492000.0,2918000.0,2918000.0,0.0,16158167000.0,14095660000.0,164242000.0,,273213000.0,273213000.0,13658205000.0,2513975000.0,11144230000.0,2062507000.0,336068000.0,336068000.0,102582000.0,,102582000.0,,1623857000.0,1141613000.0,,482244000.0,,482244000.0,16678569000.0,15067400000.0,515739000.0,6276824000.0,1348679000.0,4928145000.0,8274837000.0,-3943300000.0,12218137000.0,,,12218137000.0,,,,,1611169000.0,279522000.0,1182154000.0,1182154000.0,-65217000.0,1247371000.0,149493000.0,149493000.0,2023-06-30,
291927407.0,291927407.0,11485711000.0,14135436000.0,-6028708000.0,11918719000.0,-374244000.0,-6028708000.0,2479223000.0,262506000.0,11810735000.0,425901000.0,163395000.0,262506000.0,-458003000.0,-458003000.0,-3790794000.0,4508384000.0,2919000.0,2919000.0,0.0,16451017000.0,14459729000.0,158446000.0,,273831000.0,273831000.0,14027452000.0,2479223000.0,11548229000.0,1991288000.0,325493000.0,325493000.0,107984000.0,,107984000.0,,1557811000.0,1109492000.0,,448319000.0,,448319000.0,16876918000.0,15259874000.0,456662000.0,6291214000.0,1353139000.0,4938075000.0,8511998000.0,-3986450000.0,12498448000.0,,,12498448000.0,,,,,1617044000.0,278888000.0,1167654000.0,1167654000.0,-71152000.0,1238806000.0,170502000.0,170502000.0,2023-09-30,
292142739.0,292142739.0,11710381000.0,14787359000.0,-6086030000.0,12144818000.0,-500643000.0,-6086030000.0,2854189000.0,211648000.0,12024148000.0,389720000.0,178072000.0,211648000.0,-371156000.0,-371156000.0,-3953808000.0,4533691000.0,2921000.0,2921000.0,0.0,17084082000.0,14847894000.0,237590000.0,,235410000.0,235410000.0,14374894000.0,2562394000.0,11812500000.0,2236188000.0,496938000.0,325665000.0,412465000.0,291795000.0,120670000.0,120670000.0,1326785000.0,584799000.0,175218000.0,741986000.0,202392000.0,539594000.0,17473802000.0,15738223000.0,429652000.0,6297678000.0,1279766000.0,5017912000.0,9010893000.0,-4059120000.0,13070013000.0,1166810000.0,1622780000.0,4750070000.0,1174332000.0,3819241000.0,536780000.0,0.0,1735545000.0,252930000.0,1259826000.0,1259826000.0,-74762000.0,1334588000.0,222789000.0,222789000.0,2023-12-31,0.0
