tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-10472647.908001,0.121584,582897000.0,-86135000.0,-86135000.0,122437000.0,208693000.0,521937000.0,496762000.0,288069000.0,-136748000.0,145024000.0,198099352.091999,122437000.0,1009791000.0,248198000.0,,,,,122437000.0,122437000.0,122437000.0,-3216000.0,125653000.0,125653000.0,17392000.0,143045000.0,10535000.0,96670000.0,-21060000.0,27144000.0,0.0,48204000.0,-65075000.0,-136748000.0,145024000.0,269258000.0,469810000.0,190649000.0,190649000.0,279161000.0,75144000.0,204017000.0,204017000.0,739068000.0,539981000.0,1279049000.0,1279049000.0,2022-12-31
-8133684.0,0.204,441427000.0,-39871000.0,-39871000.0,64595000.0,182094000.0,571626000.0,401556000.0,219462000.0,-137169000.0,137169000.0,96332316.0,64595000.0,1048240000.0,240662000.0,293049000.0,291442000.0,0.22,0.22,64595000.0,64595000.0,64595000.0,-940000.0,65535000.0,65535000.0,16758000.0,82293000.0,-46647000.0,-6776000.0,-25447000.0,13061000.0,,38508000.0,-14424000.0,-137169000.0,137169000.0,266109000.0,476614000.0,182094000.0,182094000.0,294520000.0,87497000.0,207023000.0,207023000.0,742723000.0,571626000.0,1314349000.0,1314349000.0,2023-03-31
-12737970.0,0.21,413695000.0,-60657000.0,-60657000.0,114000.0,203462000.0,584549000.0,353038000.0,149576000.0,-144178000.0,144178000.0,48033030.0,114000.0,1099816000.0,212526000.0,293527000.0,291825000.0,0.000388,0.000391,114000.0,114000.0,114000.0,-1029000.0,1143000.0,1143000.0,4255000.0,5398000.0,-108544000.0,-47887000.0,-45594000.0,1505000.0,,47099000.0,-15063000.0,-144178000.0,144178000.0,258120000.0,507172000.0,195367000.0,195367000.0,311805000.0,93840000.0,217965000.0,217965000.0,765292000.0,592644000.0,1357936000.0,1357936000.0,2023-06-30
-1474312.0,0.098,467905000.0,-15044000.0,-15044000.0,91043000.0,190662000.0,600296000.0,452861000.0,254104000.0,-152801000.0,152801000.0,104612688.0,91043000.0,1105988000.0,237833000.0,294269000.0,292148000.0,0.31,0.31,91043000.0,91043000.0,91043000.0,-348000.0,91391000.0,91391000.0,9912000.0,101303000.0,-28083000.0,-13039000.0,-44354000.0,4416000.0,,48770000.0,29310000.0,-152801000.0,152801000.0,282187000.0,513787000.0,198757000.0,198757000.0,315030000.0,89972000.0,225058000.0,225058000.0,795974000.0,592201000.0,1388175000.0,1388175000.0,2023-09-30
-25840020.307757,0.235999,528759000.0,-109492000.0,-109492000.0,28482000.0,216800000.0,584470000.0,419267000.0,202467000.0,-151784000.0,164255000.0,112133979.692243,28482000.0,1116202000.0,230757000.0,,,,,28482000.0,28482000.0,28482000.0,-712000.0,29194000.0,29194000.0,9018000.0,38212000.0,-113631000.0,-4139000.0,-72870000.0,-6157000.0,,66713000.0,-36622000.0,-151784000.0,164255000.0,303627000.0,514873000.0,199941000.0,199941000.0,314932000.0,91783000.0,223149000.0,223149000.0,818500000.0,601329000.0,1419829000.0,1419829000.0,2023-12-31
