free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
365000000.0,-228000000.0,-6000000.0,-162000000.0,2035000000.0,1884000000.0,17000000.0,134000000.0,-230000000.0,-230000000.0,0.0,8000000.0,-4000000.0,-4000000.0,-228000000.0,-228000000.0,-6000000.0,1000000.0,1000000.0,-7000000.0,-7000000.0,-163000000.0,-163000000.0,-1000000.0,-1000000.0,0.0,-1000000.0,1000000.0,1000000.0,-162000000.0,527000000.0,0.0,527000000.0,208000000.0,-68000000.0,-74000000.0,-70000000.0,119000000.0,119000000.0,119000000.0,298000000.0,3000000.0,-3000000.0,19000000.0,-37000000.0,-37000000.0,109000000.0,109000000.0,0.0,226000000.0,2022-12-31
101000000.0,-377000000.0,-17000000.0,-62000000.0,1799000000.0,2035000000.0,6000000.0,-242000000.0,-376000000.0,-376000000.0,-5000000.0,27000000.0,-4000000.0,-4000000.0,-377000000.0,-377000000.0,-17000000.0,,,-17000000.0,-17000000.0,-29000000.0,-29000000.0,33000000.0,,,,0.0,0.0,-62000000.0,163000000.0,,163000000.0,-129000000.0,-1000000.0,-74000000.0,128000000.0,261000000.0,261000000.0,261000000.0,-380000000.0,-63000000.0,-69000000.0,41000000.0,-32000000.0,-32000000.0,92000000.0,92000000.0,,191000000.0,2023-03-31
213000000.0,-273000000.0,-17000000.0,-83000000.0,1750000000.0,1799000000.0,2000000.0,-51000000.0,-290000000.0,-290000000.0,0.0,4000000.0,-4000000.0,-4000000.0,-273000000.0,-273000000.0,-17000000.0,,,-17000000.0,-17000000.0,-57000000.0,-57000000.0,26000000.0,,,,0.0,0.0,-83000000.0,296000000.0,,297000000.0,-49000000.0,-87000000.0,190000000.0,124000000.0,-54000000.0,-54000000.0,-54000000.0,-173000000.0,-49000000.0,-28000000.0,27000000.0,-45000000.0,-45000000.0,101000000.0,101000000.0,,263000000.0,2023-06-30
179000000.0,-235000000.0,-7000000.0,-79000000.0,1716000000.0,1750000000.0,-13000000.0,-21000000.0,-211000000.0,-211000000.0,0.0,35000000.0,-4000000.0,-4000000.0,-235000000.0,-235000000.0,-7000000.0,0.0,0.0,-7000000.0,-7000000.0,-68000000.0,-68000000.0,8000000.0,-1000000.0,,-1000000.0,4000000.0,4000000.0,-79000000.0,258000000.0,0.0,258000000.0,-84000000.0,-27000000.0,4000000.0,15000000.0,-5000000.0,-5000000.0,-5000000.0,-106000000.0,35000000.0,52000000.0,10000000.0,-36000000.0,-36000000.0,99000000.0,99000000.0,,269000000.0,2023-09-30
371000000.0,-283000000.0,-3000000.0,-178000000.0,2181000000.0,1716000000.0,15000000.0,450000000.0,64000000.0,64000000.0,-1000000.0,7000000.0,-4000000.0,-4000000.0,-283000000.0,-283000000.0,345000000.0,0.0,0.0,345000000.0,-3000000.0,-163000000.0,-163000000.0,1000000.0,0.0,,0.0,14000000.0,14000000.0,-178000000.0,549000000.0,0.0,549000000.0,224000000.0,-83000000.0,156000000.0,0.0,-200000000.0,-200000000.0,-200000000.0,300000000.0,51000000.0,36000000.0,14000000.0,-79000000.0,-79000000.0,103000000.0,103000000.0,,199000000.0,2023-12-31
-73000000.0,-317000000.0,-365000000.0,-66000000.0,1466000000.0,2181000000.0,-8000000.0,-707000000.0,-637000000.0,-637000000.0,-14000000.0,63000000.0,-4000000.0,-4000000.0,-317000000.0,-317000000.0,-365000000.0,,,-365000000.0,-365000000.0,-63000000.0,-63000000.0,,,,,3000000.0,3000000.0,-66000000.0,-7000000.0,,-7000000.0,-317000000.0,-17000000.0,-159000000.0,100000000.0,121000000.0,121000000.0,121000000.0,-350000000.0,-12000000.0,-34000000.0,37000000.0,-16000000.0,-16000000.0,88000000.0,88000000.0,,201000000.0,2024-03-31
