tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,write_off,restructuring_and_mergern_acquisition,general_and_administrative_expense,other_gand_a,salaries_and_wages
0.0,0.120623,377000000.0,0.0,0.0,226000000.0,109000000.0,3083000000.0,377000000.0,268000000.0,-11000000.0,11000000.0,226000000.0,226000000.0,3428000000.0,,,,,226000000.0,226000000.0,226000000.0,226000000.0,0.0,226000000.0,31000000.0,257000000.0,60000000.0,60000000.0,0.0,0.0,-11000000.0,11000000.0,208000000.0,345000000.0,345000000.0,553000000.0,3083000000.0,3636000000.0,3636000000.0,2022-12-31,,,,,
0.0,0.159,339000000.0,,,191000000.0,92000000.0,2531000000.0,339000000.0,247000000.0,-20000000.0,20000000.0,191000000.0,191000000.0,2836000000.0,201980000.0,201980000.0,0.92,0.93,191000000.0,191000000.0,191000000.0,191000000.0,,191000000.0,36000000.0,227000000.0,59000000.0,59000000.0,,,-20000000.0,20000000.0,188000000.0,305000000.0,305000000.0,493000000.0,2531000000.0,3024000000.0,3024000000.0,2023-03-31,,,,,
0.0,0.201,449000000.0,,,263000000.0,101000000.0,2846000000.0,449000000.0,348000000.0,-19000000.0,19000000.0,263000000.0,263000000.0,3135000000.0,198230000.0,198230000.0,1.3,1.31,263000000.0,263000000.0,263000000.0,263000000.0,0.0,263000000.0,66000000.0,329000000.0,59000000.0,59000000.0,,,-19000000.0,19000000.0,289000000.0,289000000.0,289000000.0,578000000.0,2846000000.0,3424000000.0,3424000000.0,2023-06-30,,,,,
0.0,0.106,419000000.0,,,269000000.0,99000000.0,2779000000.0,419000000.0,320000000.0,-19000000.0,19000000.0,269000000.0,269000000.0,3082000000.0,196191000.0,196191000.0,1.35,1.36,269000000.0,269000000.0,269000000.0,269000000.0,0.0,269000000.0,32000000.0,301000000.0,59000000.0,59000000.0,,,-19000000.0,19000000.0,261000000.0,303000000.0,303000000.0,564000000.0,2779000000.0,3343000000.0,3343000000.0,2023-09-30,,,,,
0.0,0.134783,352000000.0,,,199000000.0,103000000.0,3249000000.0,352000000.0,249000000.0,-19000000.0,19000000.0,199000000.0,198000000.0,3577000000.0,197584000.0,196039604.0,1.002105,1.01,198000000.0,198000000.0,198000000.0,198000000.0,-1000000.0,199000000.0,31000000.0,230000000.0,-66000000.0,60000000.0,,,-19000000.0,19000000.0,315000000.0,328000000.0,328000000.0,643000000.0,3249000000.0,3892000000.0,3892000000.0,2023-12-31,,,,,
-2128000.0,0.152,359000000.0,-14000000.0,-14000000.0,201000000.0,88000000.0,2614000000.0,345000000.0,257000000.0,-20000000.0,20000000.0,212872000.0,201000000.0,2864000000.0,194860000.0,192800000.0,1.03,1.04,201000000.0,201000000.0,201000000.0,201000000.0,,201000000.0,36000000.0,237000000.0,-14000000.0,,-14000000.0,,-20000000.0,20000000.0,271000000.0,250000000.0,250000000.0,521000000.0,2614000000.0,3135000000.0,3135000000.0,2024-03-31,1000000.0,13000000.0,250000000.0,316000000.0,-66000000.0
