free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,net_other_investing_changes,interest_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,sale_of_intangibles,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,taxes_refund_paid,interest_paid_cfo,change_in_working_capital,other_non_cash_items,depreciation_and_amortization,depreciation,gain_loss_on_sale_of_ppe,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
1844000000.0,,-10000000.0,-378000000.0,18000000.0,-554000000.0,5983000000.0,4186000000.0,6000000.0,1791000000.0,-358000000.0,0.0,0.0,,18000000.0,,18000000.0,-314000000.0,-304000000.0,,-10000000.0,-10000000.0,0.0,-249000000.0,,34000000.0,190000000.0,0.0,190000000.0,-189000000.0,0.0,-189000000.0,-177000000.0,5000000.0,-182000000.0,-107000000.0,265000000.0,-372000000.0,2398000000.0,-288000000.0,-241000000.0,299000000.0,383000000.0,1254000000.0,-2902000000.0,-16000000.0,0.0,778000000.0,2022-12-31
1663000000.0,-867000000.0,-2004000000.0,3826000000.0,4000000.0,-1470000000.0,5828000000.0,5983000000.0,-11000000.0,-144000000.0,-2031000000.0,-840000000.0,-3047000000.0,-3047000000.0,4000000.0,-867000000.0,4000000.0,1919000000.0,97000000.0,,1822000000.0,-2004000000.0,3826000000.0,-1246000000.0,175000000.0,67000000.0,19000000.0,19000000.0,0.0,-426000000.0,,-426000000.0,-959000000.0,264000000.0,-1223000000.0,-122000000.0,125000000.0,-247000000.0,3133000000.0,-225000000.0,-257000000.0,242000000.0,-142000000.0,1502000000.0,1502000000.0,-249000000.0,,2262000000.0,2023-03-31
1235000000.0,0.0,-1404000000.0,62000000.0,4000000.0,-483000000.0,5471000000.0,5828000000.0,-36000000.0,-321000000.0,-1519000000.0,0.0,-22000000.0,-22000000.0,4000000.0,0.0,4000000.0,-1439000000.0,-25000000.0,,-1414000000.0,-1404000000.0,-10000000.0,-520000000.0,0.0,67000000.0,55000000.0,81000000.0,-26000000.0,-184000000.0,,-184000000.0,-189000000.0,24000000.0,-213000000.0,-269000000.0,1000000.0,-270000000.0,1718000000.0,-836000000.0,-226000000.0,-989000000.0,404000000.0,1276000000.0,1276000000.0,0.0,,2088000000.0,2023-06-30
2235000000.0,0.0,-1247000000.0,38000000.0,4000000.0,-879000000.0,4619000000.0,5471000000.0,-19000000.0,-833000000.0,-2726000000.0,-46000000.0,-1410000000.0,-1410000000.0,4000000.0,0.0,4000000.0,-1209000000.0,38000000.0,38000000.0,-1247000000.0,-1247000000.0,0.0,-1221000000.0,15000000.0,74000000.0,-163000000.0,-68000000.0,-95000000.0,-273000000.0,,-273000000.0,-560000000.0,0.0,-560000000.0,-314000000.0,5000000.0,-319000000.0,3114000000.0,-649000000.0,-343000000.0,897000000.0,262000000.0,1282000000.0,1282000000.0,2000000.0,,1652000000.0,2023-09-30
1434000000.0,,-287000000.0,-110000000.0,21000000.0,-946000000.0,5637000000.0,4619000000.0,6000000.0,1012000000.0,-291000000.0,0.0,-2000000.0,-2000000.0,21000000.0,,21000000.0,-236000000.0,51000000.0,,-287000000.0,-287000000.0,0.0,-1077000000.0,0.0,79000000.0,82000000.0,97000000.0,-15000000.0,-296000000.0,,-296000000.0,-418000000.0,3000000.0,-421000000.0,-524000000.0,1000000.0,-525000000.0,2380000000.0,-656000000.0,-255000000.0,150000000.0,927000000.0,874000000.0,-3052000000.0,-4000000.0,,897000000.0,2023-12-31
881000000.0,,-7000000.0,4976000000.0,6000000.0,-1605000000.0,7692000000.0,5637000000.0,-46000000.0,2101000000.0,2028000000.0,-841000000.0,-3033000000.0,,6000000.0,,6000000.0,5970000000.0,1001000000.0,,4969000000.0,-7000000.0,4976000000.0,-2413000000.0,,93000000.0,-89000000.0,9000000.0,-98000000.0,-940000000.0,8000000.0,-948000000.0,-1113000000.0,75000000.0,-1188000000.0,-364000000.0,53000000.0,-417000000.0,2486000000.0,-430000000.0,-341000000.0,-455000000.0,-356000000.0,1255000000.0,1255000000.0,0.0,,2800000000.0,2024-03-31
