tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,special_income_charges,other_special_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,selling_and_marketing_expense,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,general_and_administrative_expense
148010000.0,0.19,1597000000.0,779000000.0,779000000.0,901000000.0,1254000000.0,2900000000.0,2376000000.0,1122000000.0,-313000000.0,344000000.0,31000000.0,270010000.0,901000000.0,10878000000.0,1094000000.0,3118000000.0,3098000000.0,0.29,0.29,901000000.0,901000000.0,0.0,901000000.0,-1000000.0,902000000.0,902000000.0,-124000000.0,778000000.0,765000000.0,-624000000.0,-141000000.0,-313000000.0,344000000.0,31000000.0,329000000.0,7978000000.0,,2788000000.0,8314000000.0,8314000000.0,8307000000.0,2900000000.0,11207000000.0,11207000000.0,2022-12-31,
48200000.0,0.2,3888000000.0,241000000.0,241000000.0,1803000000.0,1502000000.0,1905000000.0,4129000000.0,2627000000.0,-287000000.0,365000000.0,78000000.0,1610200000.0,1803000000.0,8571000000.0,2549000000.0,3120000000.0,3098000000.0,0.58,0.58,1803000000.0,1803000000.0,0.0,1803000000.0,-1000000.0,1804000000.0,1804000000.0,458000000.0,2262000000.0,241000000.0,-241000000.0,,-287000000.0,365000000.0,78000000.0,2308000000.0,6666000000.0,,2611000000.0,4193000000.0,4193000000.0,8974000000.0,1905000000.0,10879000000.0,10879000000.0,2023-03-31,
0.0,0.13,3795000000.0,,,1818000000.0,1276000000.0,1960000000.0,3795000000.0,2519000000.0,-367000000.0,431000000.0,64000000.0,1818000000.0,1818000000.0,8960000000.0,2456000000.0,3120000000.0,3100000000.0,0.585,0.585,1818000000.0,1818000000.0,0.0,1818000000.0,-2000000.0,1820000000.0,1820000000.0,268000000.0,2088000000.0,,,,-367000000.0,431000000.0,64000000.0,2456000000.0,7000000000.0,,2667000000.0,5117000000.0,5117000000.0,9456000000.0,1960000000.0,11416000000.0,11416000000.0,2023-06-30,
0.0,0.17,3326000000.0,,,1374000000.0,1282000000.0,2095000000.0,3326000000.0,2044000000.0,-291000000.0,392000000.0,101000000.0,1374000000.0,1374000000.0,9538000000.0,1954000000.0,3120000000.0,3098000000.0,0.44,0.445,1374000000.0,1374000000.0,0.0,1374000000.0,-4000000.0,1378000000.0,1378000000.0,274000000.0,1652000000.0,,,,-291000000.0,392000000.0,101000000.0,1954000000.0,7443000000.0,-70000000.0,2584000000.0,4929000000.0,4929000000.0,9397000000.0,2095000000.0,11492000000.0,11492000000.0,2023-09-30,
-138700000.0,0.19,2909000000.0,-730000000.0,-730000000.0,960000000.0,874000000.0,2308000000.0,2179000000.0,1305000000.0,-343000000.0,408000000.0,65000000.0,1551300000.0,960000000.0,10020000000.0,1234000000.0,3122000000.0,3098000000.0,0.31,0.31,960000000.0,960000000.0,0.0,960000000.0,1000000.0,959000000.0,959000000.0,-62000000.0,897000000.0,-770000000.0,250000000.0,,-343000000.0,408000000.0,65000000.0,2004000000.0,7712000000.0,,3073000000.0,3983000000.0,17828000000.0,9716000000.0,2308000000.0,12024000000.0,12024000000.0,2023-12-31,
0.0,0.22,4468000000.0,0.0,0.0,2179000000.0,1255000000.0,2218000000.0,4468000000.0,3213000000.0,-302000000.0,413000000.0,111000000.0,2179000000.0,2179000000.0,9564000000.0,3115000000.0,3120000000.0,3098000000.0,0.7,0.705,2179000000.0,2179000000.0,0.0,2179000000.0,-1000000.0,2180000000.0,2180000000.0,620000000.0,2800000000.0,0.0,,,-302000000.0,413000000.0,111000000.0,3115000000.0,7346000000.0,,2783000000.0,4630000000.0,135000000.0,10461000000.0,2218000000.0,12679000000.0,12679000000.0,2024-03-31,4495000000.0
