tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,write_off,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,gain_on_sale_of_business
-46242593.672218,0.239129,284638000.0,-193379000.0,-193379000.0,-74390000.0,114802000.0,258475000.0,91259000.0,-23543000.0,-49435000.0,96183000.0,48121000.0,72746406.327782,-74390000.0,613611000.0,18628000.0,-76482000.0,-76482000.0,2092000.0,-74390000.0,16706000.0,-91096000.0,-91096000.0,-28630000.0,-119726000.0,-195155000.0,514000.0,-175227000.0,62828000.0,,2577000.0,-2290000.0,-18152000.0,-49435000.0,,96183000.0,48121000.0,124864000.0,355136000.0,216510000.0,114802000.0,114802000.0,23824000.0,23824000.0,19228000.0,4596000.0,480000000.0,258475000.0,738475000.0,716173000.0,2022-12-31,
15970991.910642,0.090047,302646000.0,177362000.0,177362000.0,270139000.0,121641000.0,274956000.0,480008000.0,358367000.0,-43571000.0,84056000.0,41696000.0,108747991.910642,270139000.0,639678000.0,142474000.0,268047000.0,268047000.0,2092000.0,270139000.0,20529000.0,249610000.0,249610000.0,24701000.0,274311000.0,178933000.0,-710000.0,-2752000.0,0.0,,2752000.0,2281000.0,180114000.0,-43571000.0,1211000.0,84056000.0,41696000.0,138949000.0,364722000.0,220287000.0,121641000.0,121641000.0,22794000.0,22794000.0,17833000.0,4961000.0,503671000.0,274956000.0,778627000.0,752877000.0,2023-03-31,
-61284470.071855,0.175814,237084000.0,-348575000.0,-348575000.0,-253231000.0,118448000.0,142156000.0,-111491000.0,-229939000.0,-53515000.0,88340000.0,36972000.0,34059529.928145,-253231000.0,533084000.0,93714000.0,-255311000.0,-255311000.0,2080000.0,-253231000.0,9090000.0,-262321000.0,-262321000.0,-55958000.0,-318279000.0,-359551000.0,-8542000.0,-31825000.0,0.0,,31825000.0,-2434000.0,-316750000.0,-53515000.0,2147000.0,88340000.0,36972000.0,94787000.0,390928000.0,241482000.0,118448000.0,118448000.0,30998000.0,30998000.0,25692000.0,5306000.0,485715000.0,142156000.0,627871000.0,603927000.0,2023-06-30,
-63123010.205901,0.223149,243355000.0,-282874000.0,-282874000.0,-174549000.0,104785000.0,141514000.0,-39519000.0,-144304000.0,-57735000.0,96831000.0,41557000.0,45201989.794099,-174549000.0,499133000.0,133359000.0,-176666000.0,-176666000.0,2117000.0,-174549000.0,12777000.0,-187326000.0,-187326000.0,-53809000.0,-241135000.0,-309005000.0,-9524000.0,-65662000.0,-2167000.0,63495000.0,0.0,-16607000.0,-217212000.0,-57735000.0,2461000.0,96831000.0,41557000.0,125605000.0,357619000.0,220101000.0,104785000.0,104785000.0,32733000.0,32733000.0,27836000.0,4897000.0,483224000.0,141514000.0,624738000.0,603092000.0,2023-09-30,
33236800.0,0.4,306586000.0,83092000.0,83092000.0,186315000.0,122122000.0,177319000.0,389678000.0,267556000.0,-87885000.0,102058000.0,14509000.0,136459800.0,186315000.0,548329000.0,96332000.0,184248000.0,184248000.0,2067000.0,186315000.0,19583000.0,166732000.0,166732000.0,-1234000.0,165498000.0,134933000.0,41017000.0,-36973000.0,0.0,0.0,0.0,10824000.0,120065000.0,-87885000.0,336000.0,102058000.0,14509000.0,118450000.0,371010000.0,225115000.0,122122000.0,122122000.0,23773000.0,23773000.0,18998000.0,4775000.0,489460000.0,177319000.0,666779000.0,652140000.0,2023-12-31,-4949000.0
