date,open,close,high,low,volume
2021-04-30,180.90390467647367,185.8188018798828,191.3159980460128,178.31814308664323,3505800
2021-05-03,199.60618539757948,206.16925048828125,208.8833024528961,193.4378854780004,5707900
2021-05-04,209.72219502436505,174.5678253173828,210.36369218541515,167.08690944774753,12101100
2021-05-05,182.986313706385,168.53768920898438,193.5128875182313,159.11252433217135,9146800
2021-05-06,144.15069261381757,165.80389404296875,169.64304313004305,143.10455140613374,9970500
2021-05-07,180.9443682918965,181.3085479736328,183.40083049696383,173.10716371311923,4463100
2021-05-10,198.1751384029795,199.7048797607422,200.29702750420392,182.1474228284764,7286900
2021-05-11,184.1706358702406,195.4314880371093,199.85292128901548,182.5816811776191,4662600
2021-05-12,194.079386458744,183.6969146728516,195.5982701064761,183.23305730504032,3200900
2021-05-13,185.86714800985567,178.42669677734375,187.4669603792779,170.46219608191484,3054100
2021-05-14,181.0914165597109,190.25010681152344,192.2239627288852,179.18663776860757,2980600
2021-05-17,190.2205074562858,195.70782470703125,197.9777621107214,189.27304995359447,2024500
2021-05-18,192.9345531194689,191.95748901367188,194.86892349584443,187.76304516632945,1839100
2021-05-19,187.516322450984,196.4776306152344,196.6355427115367,184.2791997734184,1838100
2021-05-20,196.5664424539592,201.047103881836,206.28768900573905,195.70781993696343,3272900
2021-05-21,201.461617479358,193.13194274902344,202.5077587499716,192.8753318310288,1525900
2021-05-24,194.9281384368685,192.34239196777344,197.37375787983189,190.75343732959595,1222000
2021-05-25,191.9180195253814,194.91827392578125,197.5237631622136,191.1679446307872,1444900
2021-05-26,195.0169737794811,199.724609375,200.8398428051381,194.92518718883767,1545300
2021-05-27,196.4480204382208,195.1156616210937,200.83490754562865,193.61552685191745,1324700
2021-05-28,196.5072356469646,201.33331298828125,205.8731878342965,196.49737178827365,2283100
2021-06-01,201.89585870244017,203.44532775878903,207.0574876833108,201.80702374152617,1661900
2021-06-02,203.5637643328286,216.5319976806641,217.0649472351282,202.5176230598839,2823300
2021-06-03,215.4463883208496,212.49546813964844,218.11109094496345,210.61043201995813,1527700
2021-06-04,215.76218609438016,230.24041748046875,231.92807092050413,214.1633676159549,3226800
2021-06-07,235.4415398437393,235.03689575195312,249.47565712343905,234.39539857957104,4361700
2021-06-08,235.66852316515133,217.5682678222656,237.45882098276823,208.4983973748254,4125100
2021-06-09,222.0785463284103,238.333251953125,243.4553957052117,219.8875649286229,3627300
2021-06-10,236.8627136593072,236.68507385253903,244.4225855511716,228.0297113076273,2853300
2021-06-11,235.8422335410692,235.43167114257807,236.6455883336415,230.5562445429132,1123100
2021-06-14,237.40553224758168,217.6965789794922,237.7706907868065,209.6235001482345,4425200
2021-06-15,221.21003053557232,215.3180694580078,221.4064342579329,210.33408028906845,2041100
2021-06-16,208.7352651451243,201.18527221679688,212.15990639740505,196.89212953405345,3931600
2021-06-17,207.15618514453632,211.3999786376953,213.4725335011275,205.8337052134413,2107700
2021-06-18,209.1399064175755,209.6432342529297,214.2620649100713,208.7550051177575,2256100
2021-06-21,214.2245659748627,223.13455200195312,223.7168359184041,211.96253466771248,1849800
2021-06-22,225.27025884610683,233.3986053466797,233.4597913881834,224.82219871988,2032700
2021-06-23,230.8227188170184,226.49996948242188,234.8888572410301,216.82807234886727,2707800
