free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,interest_received_cfo,interest_paid_cfo,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
684700000.0,-55700000.0,-9200000.0,200000.0,0.0,-144500000.0,13875100000.0,13423700000.0,-152100000.0,603500000.0,-64700000.0,-64700000.0,0.0,-55700000.0,-55700000.0,0.0,-9000000.0,-9000000.0,-9200000.0,200000.0,-161000000.0,-161000000.0,-16700000.0,0.0,-16700000.0,0.0,0.0,-7900000.0,-7900000.0,-136400000.0,200000.0,-136600000.0,829200000.0,829200000.0,-1387400000.0,22800000.0,-5000000.0,-1466200000.0,-674600000.0,-674600000.0,-674600000.0,-144800000.0,-646800000.0,-646800000.0,-83500000.0,22200000.0,29000000.0,29000000.0,524700000.0,-323300000.0,847800000.0,200000.0,3172600000.0,2022-12-31
-732200000.0,-282000000.0,-9300000.0,,0.0,-54800000.0,12143900000.0,13875100000.0,-27100000.0,-1704100000.0,-291300000.0,-291300000.0,,-282000000.0,-282000000.0,0.0,-9300000.0,-9300000.0,-9300000.0,,-735400000.0,-735400000.0,-680600000.0,0.0,-680600000.0,,,-9600000.0,-9600000.0,-45200000.0,,-45200000.0,-677400000.0,-677400000.0,-844900000.0,53600000.0,-1200000.0,47700000.0,-861600000.0,-861600000.0,-861600000.0,15500000.0,893800000.0,893800000.0,-809800000.0,8600000.0,31400000.0,31400000.0,129500000.0,76200000.0,53100000.0,200000.0,707700000.0,2023-03-31
4077400000.0,-154000000.0,-9400000.0,0.0,0.0,-309300000.0,14166600000.0,12143900000.0,91200000.0,1931500000.0,-163400000.0,-163400000.0,0.0,-154000000.0,-154000000.0,0.0,-9400000.0,-9400000.0,-9400000.0,0.0,-2291800000.0,-2291800000.0,-1982500000.0,0.0,-1982500000.0,,,-242100000.0,-242100000.0,-67200000.0,0.0,-67200000.0,4386700000.0,4386700000.0,-437300000.0,42500000.0,-1300000.0,5691500000.0,592700000.0,592700000.0,592700000.0,-24800000.0,5123600000.0,,-156600000.0,13100000.0,31900000.0,31900000.0,-384900000.0,12000000.0,-397000000.0,100000.0,-412200000.0,2023-06-30
660000000.0,-301700000.0,-9400000.0,100000.0,0.0,-151200000.0,13495800000.0,14166600000.0,61200000.0,-732000000.0,-311000000.0,-311000000.0,0.0,-301700000.0,-301700000.0,0.0,-9300000.0,-9300000.0,-9400000.0,100000.0,-1232200000.0,-1232200000.0,-744100000.0,,-744100000.0,-336900000.0,-336900000.0,-97200000.0,-97200000.0,-54000000.0,,-54000000.0,811200000.0,811200000.0,-10200000.0,70300000.0,-1200000.0,639400000.0,-25000000.0,-25000000.0,-25000000.0,33200000.0,631200000.0,631200000.0,-150700000.0,15500000.0,41300000.0,41300000.0,-20600000.0,-3500000.0,-20400000.0,3300000.0,227400000.0,2023-09-30
660700000.0,-800000.0,-12300000.0,200000.0,0.0,-190200000.0,11663700000.0,13495800000.0,25000000.0,-1857100000.0,-12900000.0,-12900000.0,0.0,-800000.0,-800000.0,0.0,-12100000.0,-12100000.0,-12300000.0,200000.0,-2695100000.0,-2695100000.0,-2504900000.0,,-3721200000.0,0.0,0.0,-106500000.0,-106500000.0,-83700000.0,,-83700000.0,850900000.0,850900000.0,809500000.0,91800000.0,-1700000.0,-803800000.0,412800000.0,412800000.0,412800000.0,58000000.0,-1274600000.0,,-158400000.0,14200000.0,78800000.0,78800000.0,157300000.0,90800000.0,66300000.0,200000.0,663200000.0,2023-12-31
