tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
4143892.608724,0.295781,251179000.0,14010000.0,14010000.0,97497000.0,104234000.0,304884000.0,265189000.0,160955000.0,-20943000.0,22508000.0,1565000.0,87630892.608724,127658000.0,619188000.0,137469000.0,126476000.0,126300000.0,1.089791,1.089791,127658000.0,127658000.0,127658000.0,127658000.0,30161000.0,97497000.0,40950000.0,138447000.0,37364000.0,23354000.0,-1433000.0,-20943000.0,22508000.0,1565000.0,122026000.0,314304000.0,54536000.0,259768000.0,,,,436330000.0,304884000.0,741214000.0,741214000.0,2022-12-31
-4215744.0,0.156,188210000.0,-27024000.0,-27024000.0,24845000.0,109008000.0,293499000.0,161186000.0,52178000.0,-17466000.0,22738000.0,5272000.0,47653256.0,569475000.0,598746000.0,76119000.0,126550000.0,126550000.0,4.5,4.5,569475000.0,569475000.0,569475000.0,569475000.0,544630000.0,24845000.0,4595000.0,29440000.0,-29213000.0,-2189000.0,-27024000.0,-17466000.0,22738000.0,5272000.0,76119000.0,305247000.0,56690000.0,248557000.0,,,,381366000.0,293499000.0,674865000.0,674865000.0,2023-03-31
-589155.0,0.181,209746000.0,-3255000.0,-3255000.0,58622000.0,108930000.0,306735000.0,206491000.0,97561000.0,-961000.0,26007000.0,25046000.0,61287845.0,35559000.0,633296000.0,78056000.0,125398000.0,124347000.0,0.28,0.283472,35559000.0,35559000.0,35559000.0,35559000.0,-23063000.0,58622000.0,12932000.0,71554000.0,-3255000.0,,-3255000.0,-961000.0,26007000.0,25046000.0,75770000.0,326561000.0,57253000.0,269308000.0,269308000.0,267022000.0,2286000.0,402331000.0,306735000.0,709066000.0,709066000.0,2023-06-30
-5760936.0,0.358,200444000.0,-16092000.0,-16092000.0,32469000.0,108263000.0,298223000.0,184352000.0,76089000.0,-2036000.0,25486000.0,23450000.0,42800064.0,9497000.0,602008000.0,69228000.0,124203000.0,123349000.0,0.076506,0.076506,9497000.0,9497000.0,9497000.0,9497000.0,-22972000.0,32469000.0,18134000.0,50603000.0,-16092000.0,,-16092000.0,-2036000.0,25486000.0,23450000.0,68731000.0,303785000.0,53039000.0,250746000.0,250746000.0,250249000.0,497000.0,372516000.0,298223000.0,670739000.0,670739000.0,2023-09-30
-5360670.0,0.21,187056000.0,-25527000.0,-25527000.0,63567000.0,105568000.0,312423000.0,161529000.0,55961000.0,-6219000.0,24582000.0,18363000.0,83733330.0,78563000.0,613770000.0,77159000.0,123412000.0,123407288.0,0.636616,0.636616,78563000.0,78563000.0,78563000.0,78563000.0,14996000.0,63567000.0,-32188000.0,31379000.0,-44533000.0,,-25527000.0,-6219000.0,24582000.0,18363000.0,82131000.0,301347000.0,49596000.0,251751000.0,,,,383478000.0,312423000.0,695901000.0,695901000.0,2023-12-31
