ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,liabilities_heldfor_sale_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
126300000.0,126300000.0,3939918000.0,4595461000.0,-2476066000.0,11777152000.0,1744075000.0,-2476066000.0,201185000.0,7382876000.0,11306223000.0,7382876000.0,7382876000.0,-447497000.0,-447497000.0,4951018000.0,2753055000.0,126300000.0,126300000.0,0.0,6746979000.0,5202496000.0,1109181000.0,0.0,1109181000.0,1109181000.0,4093315000.0,169968000.0,3923347000.0,1544483000.0,272865000.0,135531000.0,135531000.0,502146000.0,31217000.0,470929000.0,470929000.0,51983000.0,581958000.0,263507000.0,318451000.0,45625000.0,45625000.0,272826000.0,14129855000.0,10841297000.0,311054000.0,9858942000.0,3377174000.0,6481768000.0,671301000.0,-374193000.0,1045494000.0,188351000.0,482639000.0,346164000.0,28340000.0,0.0,3288558000.0,122254000.0,1693704000.0,405462000.0,146616000.0,68206000.0,190640000.0,612780000.0,612780000.0,454358000.0,,454358000.0,2022-12-31
125981000.0,125981000.0,2093224000.0,4509799000.0,-1766803000.0,12394217000.0,2231868000.0,-1766803000.0,149392000.0,8033810000.0,11914794000.0,8033810000.0,8033810000.0,-304381000.0,-304381000.0,5511652000.0,2700558000.0,125981000.0,125981000.0,0.0,6604345000.0,5040606000.0,1010230000.0,,1010230000.0,1010230000.0,4030376000.0,149392000.0,3880984000.0,1563739000.0,,,,479423000.0,,479423000.0,479423000.0,,1084316000.0,817432000.0,266884000.0,,,266884000.0,14638155000.0,10842548000.0,382868000.0,9800613000.0,3294657000.0,6505956000.0,659067000.0,,659067000.0,659067000.0,,,,,3795607000.0,318116000.0,0.0,429423000.0,118380000.0,73966000.0,237077000.0,586922000.0,586922000.0,2461146000.0,193963000.0,2267183000.0,2023-03-31
124347000.0,124347000.0,3030771000.0,4506859000.0,-1845691000.0,12232632000.0,2156511000.0,-1845691000.0,144185000.0,7869958000.0,11753696000.0,7869958000.0,7869958000.0,-304972000.0,-304972000.0,5538524000.0,2512059000.0,124347000.0,124347000.0,0.0,6348591000.0,4981761000.0,953838000.0,,953838000.0,953838000.0,4027923000.0,144185000.0,3883738000.0,1366830000.0,,,,478936000.0,,478936000.0,478936000.0,,887894000.0,652173000.0,235721000.0,,,235721000.0,14218549000.0,10695208000.0,321568000.0,9715649000.0,3197230000.0,6518419000.0,657991000.0,,657991000.0,657991000.0,,,,,3523341000.0,388626000.0,0.0,436822000.0,158427000.0,74206000.0,204189000.0,626935000.0,626935000.0,2070958000.0,739055000.0,1331903000.0,2023-06-30
123349000.0,123349000.0,2743272000.0,4013915000.0,-1861111000.0,11574274000.0,1465392000.0,-1861111000.0,133922000.0,7694281000.0,10846735000.0,7694281000.0,7694281000.0,-379240000.0,-379240000.0,5539402000.0,2410770000.0,123349000.0,123349000.0,0.0,5727267000.0,4279422000.0,993046000.0,,,,3286376000.0,133922000.0,3152454000.0,1447845000.0,,,,727539000.0,,727539000.0,727539000.0,,720306000.0,532004000.0,188302000.0,,,188302000.0,13421548000.0,10508311000.0,307029000.0,9555392000.0,3085253000.0,6470139000.0,645890000.0,,645890000.0,645890000.0,,,,,2913237000.0,403275000.0,0.0,435696000.0,158222000.0,72130000.0,205344000.0,644574000.0,644574000.0,1429692000.0,292971000.0,1136721000.0,2023-09-30
123407288.0,123407288.0,2986479000.0,4065295000.0,-1683132000.0,11772381000.0,1550628000.0,-1683132000.0,165653000.0,7872739000.0,11050509000.0,7872739000.0,7872739000.0,-276692000.0,-276692000.0,5609212000.0,2416793000.0,123426000.0,123426000.0,0.0,5691926000.0,4241463000.0,930946000.0,,,,3310517000.0,132747000.0,3177770000.0,1450463000.0,,135555000.0,135555000.0,754778000.0,32906000.0,721872000.0,721872000.0,43279000.0,516851000.0,224571000.0,292280000.0,88159000.0,88159000.0,204121000.0,13564665000.0,10563574000.0,342966000.0,9555871000.0,3022321000.0,6533550000.0,664737000.0,-473485000.0,1138222000.0,155083000.0,595124000.0,358380000.0,29635000.0,0.0,3001091000.0,337139000.0,0.0,428062000.0,161618000.0,69176000.0,197268000.0,632811000.0,632811000.0,1603079000.0,689916000.0,913163000.0,2023-12-31
