tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,impairment_of_capital_assets
0.0,0.144,1320761000.0,0.0,0.0,978795000.0,103508000.0,1208786000.0,1320761000.0,1217253000.0,-74280000.0,74280000.0,978795000.0,978795000.0,1784708000.0,141966000.0,141299000.0,6.89,6.93,978795000.0,978795000.0,978795000.0,0.0,978795000.0,978795000.0,164178000.0,1142973000.0,18074000.0,18074000.0,0.0,,-74280000.0,74280000.0,1199179000.0,575922000.0,332826000.0,243096000.0,1775101000.0,1208786000.0,2983887000.0,2983887000.0,2022-12-31,
0.0,0.128,980311000.0,0.0,0.0,697837000.0,104854000.0,1005346000.0,980311000.0,875457000.0,-74774000.0,74774000.0,697837000.0,697837000.0,1572015000.0,138645000.0,137865000.0,5.03,5.06,697837000.0,697837000.0,697837000.0,0.0,697837000.0,697837000.0,102846000.0,800683000.0,14864000.0,14864000.0,0.0,,-74774000.0,74774000.0,860593000.0,566669000.0,328276000.0,238393000.0,1427262000.0,1005346000.0,2432608000.0,2432608000.0,2023-03-31,
-142808.16396,0.117152,955029000.0,-1219000.0,-1219000.0,684654000.0,104813000.0,962949000.0,953810000.0,848997000.0,604000.0,73491000.0,685730191.83604,684654000.0,1530916000.0,137654000.0,136873000.0,4.97,5.0,684654000.0,684654000.0,684654000.0,0.0,684654000.0,684654000.0,90852000.0,775506000.0,-49319000.0,-48100000.0,0.0,0.0,604000.0,73491000.0,824221000.0,567967000.0,317110000.0,250857000.0,1392188000.0,962949000.0,2355137000.0,2355137000.0,2023-06-30,
0.0,0.13,1028348000.0,0.0,0.0,741375000.0,102403000.0,946891000.0,1028348000.0,925945000.0,-74234000.0,74234000.0,741375000.0,741375000.0,1497750000.0,137104000.0,136412000.0,5.41,5.43,741375000.0,741375000.0,741375000.0,0.0,741375000.0,741375000.0,110336000.0,851711000.0,26739000.0,26739000.0,0.0,,-74234000.0,74234000.0,899206000.0,550859000.0,311214000.0,239645000.0,1450065000.0,946891000.0,2396956000.0,2396956000.0,2023-09-30,
-34383000.0,0.157,1083535000.0,-219000000.0,-219000000.0,582534000.0,99063000.0,976746000.0,864535000.0,765472000.0,-74202000.0,74202000.0,767151000.0,582534000.0,1534408000.0,136254000.0,135539000.0,4.28,4.3,582534000.0,582534000.0,582534000.0,0.0,582534000.0,582534000.0,108736000.0,691270000.0,-186846000.0,32154000.0,-219000000.0,,-74202000.0,74202000.0,952318000.0,557662000.0,320418000.0,237244000.0,1509980000.0,976746000.0,2486726000.0,2486726000.0,2023-12-31,219000000.0
-10085798.677508,0.143114,951726000.0,-70474000.0,-70474000.0,601541000.0,99263000.0,993885000.0,881252000.0,781989000.0,-79981000.0,79981000.0,661929201.322492,601541000.0,1552989000.0,135856000.0,134954000.0,4.43,4.46,601541000.0,601541000.0,601541000.0,0.0,601541000.0,601541000.0,100467000.0,702008000.0,-24852000.0,45622000.0,-70474000.0,,-79981000.0,79981000.0,806841000.0,559104000.0,321590000.0,237514000.0,1365945000.0,993885000.0,2359830000.0,2359830000.0,2024-03-31,70474000.0
