free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,net_other_investing_changes
594648000.0,-355007000.0,-200000000.0,0.0,33793000.0,-93642000.0,29635000.0,293403000.0,1571477000.0,1819280000.0,15832000.0,-263635000.0,-710520000.0,-710520000.0,-5098000.0,-184208000.0,-184208000.0,-321214000.0,-355007000.0,33793000.0,-200000000.0,,,100000000.0,-200000000.0,,-241405000.0,-241405000.0,-147763000.0,171680000.0,-319443000.0,0.0,0.0,0.0,-93642000.0,688290000.0,688290000.0,-313598000.0,137709000.0,87761000.0,-15091000.0,44317000.0,44317000.0,44317000.0,-127647000.0,-440647000.0,-440647000.0,0.0,38405000.0,749000.0,-98890000.0,-98890000.0,103508000.0,103508000.0,-20679000.0,-20679000.0,0.0,978795000.0,2022-12-31,
925941000.0,-478186000.0,-225000000.0,0.0,0.0,-84914000.0,125055000.0,56779000.0,1568513000.0,1571477000.0,2109000.0,-5073000.0,-902721000.0,-902721000.0,-18681000.0,-180854000.0,-180854000.0,-478186000.0,-478186000.0,0.0,-225000000.0,,,-225000000.0,-225000000.0,0.0,-113207000.0,-113207000.0,-28293000.0,414555000.0,-442848000.0,0.0,0.0,0.0,-84914000.0,1010855000.0,1010855000.0,243161000.0,3567000.0,289299000.0,-60973000.0,-119606000.0,-119606000.0,-119606000.0,-211216000.0,342090000.0,342090000.0,0.0,48130000.0,0.0,-66596000.0,-66596000.0,104854000.0,104854000.0,-16531000.0,-16531000.0,0.0,697837000.0,2023-03-31,
880432000.0,-388825000.0,0.0,0.0,90939000.0,-78683000.0,25049000.0,43858000.0,1927865000.0,1568513000.0,-13958000.0,373310000.0,-511321000.0,-511321000.0,-33925000.0,-179510000.0,-179510000.0,-297886000.0,-388825000.0,90939000.0,0.0,,,0.0,0.0,0.0,-74484000.0,-74484000.0,4199000.0,504147000.0,-499948000.0,0.0,0.0,0.0,-78683000.0,959115000.0,959115000.0,78572000.0,170600000.0,143965000.0,-90591000.0,-105844000.0,-105844000.0,-105844000.0,-144654000.0,105096000.0,105096000.0,0.0,49907000.0,0.0,23567000.0,23567000.0,104813000.0,104813000.0,17602000.0,17602000.0,0.0,684654000.0,2023-06-30,
815695000.0,-455412000.0,0.0,0.0,0.0,-68045000.0,113236000.0,99388000.0,1711570000.0,1927865000.0,-3208000.0,-213087000.0,-705156000.0,-705156000.0,-68237000.0,-181507000.0,-181507000.0,-455412000.0,-455412000.0,0.0,0.0,0.0,0.0,0.0,0.0,,-391671000.0,-391671000.0,-323626000.0,257174000.0,-580800000.0,0.0,0.0,0.0,-68045000.0,883740000.0,883740000.0,52542000.0,19958000.0,63160000.0,-7520000.0,8345000.0,8345000.0,8345000.0,-138419000.0,107018000.0,107018000.0,,48772000.0,0.0,-71322000.0,-71322000.0,102403000.0,102403000.0,9970000.0,9970000.0,0.0,741375000.0,2023-09-30,
545441000.0,-437817000.0,0.0,0.0,48433000.0,-76801000.0,24818000.0,506046000.0,1665054000.0,1711570000.0,10642000.0,-57158000.0,-590924000.0,-590924000.0,-4681000.0,-196859000.0,-196859000.0,-389384000.0,-437817000.0,48433000.0,0.0,,,0.0,0.0,,-88476000.0,-88476000.0,-16754000.0,451095000.0,-467849000.0,0.0,0.0,0.0,-76801000.0,622242000.0,622242000.0,-227471000.0,287071000.0,-230908000.0,-104872000.0,2692000.0,2692000.0,2692000.0,-21189000.0,-160265000.0,-160265000.0,,48620000.0,219000000.0,-65158000.0,-65158000.0,99063000.0,99063000.0,-34346000.0,-34346000.0,0.0,582534000.0,2023-12-31,
838185000.0,-372251000.0,0.0,735043000.0,0.0,-71793000.0,113372000.0,159848000.0,1848167000.0,1665054000.0,-7743000.0,190856000.0,138924000.0,138924000.0,-26714000.0,-197154000.0,-197154000.0,-372251000.0,-372251000.0,0.0,735043000.0,,,735043000.0,0.0,735043000.0,-858046000.0,-858046000.0,-782571000.0,436149000.0,-1218720000.0,-3682000.0,0.0,-3682000.0,-71793000.0,909978000.0,909978000.0,62503000.0,164730000.0,-203426000.0,-111233000.0,-10238000.0,-10238000.0,-10238000.0,28359000.0,194311000.0,194311000.0,,56682000.0,70474000.0,11886000.0,11886000.0,99263000.0,99263000.0,7629000.0,7629000.0,0.0,601541000.0,2024-03-31,0.0
