tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,write_off,impairment_of_capital_assets,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,depreciation_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
1261282.660333,0.210214,1189000000.0,6000000.0,6000000.0,656000000.0,236000000.0,4308000000.0,1195000000.0,959000000.0,-74000000.0,117000000.0,43000000.0,651261282.660333,656000000.0,4606000000.0,976000000.0,910000000.0,906000000.0,0.72,0.72,656000000.0,656000000.0,656000000.0,-9000000.0,665000000.0,665000000.0,177000000.0,842000000.0,-60000000.0,-66000000.0,6000000.0,0.0,64000000.0,-70000000.0,0.0,,-74000000.0,117000000.0,43000000.0,976000000.0,62000000.0,,0.0,0.0,0.0,62000000.0,,,1038000000.0,4544000000.0,5582000000.0,5582000000.0,2022-12-31
0.0,0.21,1188000000.0,0.0,0.0,651000000.0,241000000.0,4646000000.0,1188000000.0,947000000.0,-79000000.0,118000000.0,39000000.0,651000000.0,651000000.0,4700000000.0,977000000.0,907000000.0,904000000.0,0.72,0.72,651000000.0,651000000.0,651000000.0,-4000000.0,655000000.0,655000000.0,174000000.0,829000000.0,-69000000.0,-69000000.0,0.0,,0.0,,,,-79000000.0,118000000.0,39000000.0,977000000.0,54000000.0,,,,,54000000.0,,,1031000000.0,4646000000.0,5677000000.0,5677000000.0,2023-03-31
-22152000.0,0.213,1252000000.0,-104000000.0,-104000000.0,610000000.0,245000000.0,4720000000.0,1148000000.0,903000000.0,-92000000.0,120000000.0,28000000.0,691848000.0,610000000.0,4774000000.0,1011000000.0,903000000.0,901000000.0,0.68,0.68,610000000.0,610000000.0,610000000.0,-6000000.0,616000000.0,616000000.0,167000000.0,783000000.0,-149000000.0,-45000000.0,0.0,,0.0,,,-104000000.0,-92000000.0,120000000.0,28000000.0,1024000000.0,54000000.0,,,,,54000000.0,54000000.0,54000000.0,1078000000.0,4720000000.0,5798000000.0,5798000000.0,2023-06-30
0.0,0.21,1265000000.0,0.0,0.0,716000000.0,256000000.0,4686000000.0,1265000000.0,1009000000.0,-93000000.0,93000000.0,,716000000.0,716000000.0,4767000000.0,1037000000.0,902000000.0,898000000.0,0.79,0.8,716000000.0,716000000.0,716000000.0,-8000000.0,724000000.0,724000000.0,192000000.0,916000000.0,-28000000.0,-28000000.0,0.0,,0.0,,,,-93000000.0,93000000.0,,1037000000.0,81000000.0,23000000.0,,,,58000000.0,58000000.0,58000000.0,1118000000.0,4686000000.0,5804000000.0,5804000000.0,2023-09-30
-27564071.856287,0.201198,1542000000.0,-137000000.0,-137000000.0,661000000.0,256000000.0,4606000000.0,1405000000.0,1149000000.0,-233000000.0,314000000.0,,770435928.143713,661000000.0,4579000000.0,1058000000.0,897000000.0,893000000.0,0.74,0.74,661000000.0,661000000.0,661000000.0,-6000000.0,667000000.0,667000000.0,168000000.0,835000000.0,-92000000.0,45000000.0,0.0,,0.0,,,-137000000.0,-233000000.0,314000000.0,,1160000000.0,-27000000.0,-87000000.0,,,,60000000.0,60000000.0,60000000.0,1133000000.0,4606000000.0,5739000000.0,5739000000.0,2023-12-31
0.0,0.226,1164000000.0,,,606000000.0,263000000.0,4722000000.0,1164000000.0,901000000.0,-92000000.0,114000000.0,22000000.0,606000000.0,606000000.0,4817000000.0,987000000.0,891000000.0,889000000.0,0.68,0.68,606000000.0,606000000.0,606000000.0,-3000000.0,609000000.0,609000000.0,178000000.0,787000000.0,-108000000.0,-108000000.0,,,,,,,-92000000.0,114000000.0,22000000.0,987000000.0,95000000.0,34000000.0,,,,61000000.0,61000000.0,61000000.0,1082000000.0,4722000000.0,5804000000.0,5804000000.0,2024-03-31
