treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
164000000.0,902000000.0,1066000000.0,5582000000.0,8943000000.0,5119000000.0,15876000000.0,5607000000.0,5119000000.0,1015000000.0,7948000000.0,15876000000.0,7977000000.0,29000000.0,7948000000.0,-230000000.0,-230000000.0,5108000000.0,10572000000.0,50000000.0,2664000000.0,2664000000.0,15278000000.0,9933000000.0,806000000.0,408000000.0,8719000000.0,791000000.0,7928000000.0,5345000000.0,723000000.0,224000000.0,224000000.0,634000000.0,3764000000.0,3764000000.0,643000000.0,294000000.0,3121000000.0,23255000000.0,12303000000.0,1577000000.0,2636000000.0,2636000000.0,2829000000.0,2829000000.0,5261000000.0,-11660000000.0,16921000000.0,913000000.0,14220000000.0,1671000000.0,117000000.0,0.0,10952000000.0,1056000000.0,2923000000.0,1859000000.0,111000000.0,953000000.0,4627000000.0,4627000000.0,-731000000.0,5358000000.0,2346000000.0,2346000000.0,2022-12-31
163000000.0,902000000.0,1065000000.0,6050000000.0,8968000000.0,5586000000.0,16344000000.0,5979000000.0,5586000000.0,1039000000.0,8415000000.0,16344000000.0,8445000000.0,30000000.0,8415000000.0,-229000000.0,-229000000.0,5095000000.0,11075000000.0,0.0,2664000000.0,2664000000.0,15174000000.0,9908000000.0,790000000.0,377000000.0,8741000000.0,812000000.0,7929000000.0,5266000000.0,793000000.0,227000000.0,227000000.0,474000000.0,3772000000.0,3772000000.0,592000000.0,293000000.0,3180000000.0,23619000000.0,12374000000.0,1632000000.0,2574000000.0,2574000000.0,2829000000.0,2829000000.0,5339000000.0,-11689000000.0,17028000000.0,17028000000.0,,,,,11245000000.0,1038000000.0,3133000000.0,1995000000.0,127000000.0,1011000000.0,5195000000.0,5195000000.0,-720000000.0,5915000000.0,1879000000.0,1879000000.0,2023-03-31
167000000.0,898000000.0,1065000000.0,5826000000.0,9076000000.0,5853000000.0,16624000000.0,6097000000.0,5853000000.0,1145000000.0,8693000000.0,16624000000.0,8727000000.0,34000000.0,8693000000.0,-228000000.0,-228000000.0,5201000000.0,11459000000.0,0.0,2663000000.0,2663000000.0,15346000000.0,10000000000.0,792000000.0,385000000.0,8823000000.0,892000000.0,7931000000.0,5346000000.0,721000000.0,253000000.0,253000000.0,567000000.0,3805000000.0,3805000000.0,617000000.0,267000000.0,3188000000.0,24073000000.0,12630000000.0,1683000000.0,2570000000.0,2570000000.0,2840000000.0,2840000000.0,5537000000.0,-11768000000.0,17305000000.0,17305000000.0,,,,,11443000000.0,1151000000.0,3241000000.0,2075000000.0,129000000.0,1037000000.0,4946000000.0,4946000000.0,-723000000.0,5669000000.0,2105000000.0,2105000000.0,2023-06-30
170000000.0,895000000.0,1065000000.0,5747000000.0,8900000000.0,6300000000.0,16933000000.0,6181000000.0,6300000000.0,1117000000.0,9150000000.0,16933000000.0,9189000000.0,39000000.0,9150000000.0,-227000000.0,-227000000.0,5330000000.0,12018000000.0,26000000.0,2663000000.0,2663000000.0,15253000000.0,9834000000.0,790000000.0,392000000.0,8652000000.0,869000000.0,7783000000.0,5419000000.0,692000000.0,248000000.0,248000000.0,643000000.0,3836000000.0,3836000000.0,598000000.0,266000000.0,3238000000.0,24442000000.0,12842000000.0,1710000000.0,2517000000.0,2517000000.0,2850000000.0,2850000000.0,5765000000.0,-11891000000.0,17656000000.0,17656000000.0,,,,,11600000000.0,1104000000.0,3336000000.0,2100000000.0,137000000.0,1099000000.0,5124000000.0,5124000000.0,-718000000.0,5842000000.0,2036000000.0,2036000000.0,2023-09-30
176000000.0,889051742.0,1065051742.0,5372000000.0,8809000000.0,6541000000.0,17027000000.0,5935000000.0,6541000000.0,1173000000.0,9391000000.0,17027000000.0,9433000000.0,42000000.0,9391000000.0,-331000000.0,-331000000.0,5540000000.0,12536000000.0,63000000.0,2663000000.0,2663000000.0,15250000000.0,9642000000.0,687000000.0,408000000.0,8547000000.0,911000000.0,7636000000.0,5608000000.0,750000000.0,262000000.0,262000000.0,689000000.0,3907000000.0,3907000000.0,760000000.0,390000000.0,3147000000.0,24683000000.0,13140000000.0,1797000000.0,2505000000.0,2505000000.0,2850000000.0,2850000000.0,5988000000.0,-12064000000.0,18052000000.0,1088000000.0,15121000000.0,1724000000.0,119000000.0,0.0,11543000000.0,1193000000.0,3226000000.0,2069000000.0,136000000.0,1021000000.0,4860000000.0,4860000000.0,-742000000.0,5602000000.0,2264000000.0,2264000000.0,2023-12-31
180000000.0,885000000.0,1065000000.0,5746000000.0,8787000000.0,6786000000.0,17273000000.0,6044000000.0,6786000000.0,1150000000.0,9636000000.0,17273000000.0,9682000000.0,46000000.0,9636000000.0,-332000000.0,-332000000.0,5682000000.0,12988000000.0,0.0,2662000000.0,2662000000.0,14972000000.0,9593000000.0,692000000.0,381000000.0,8520000000.0,883000000.0,7637000000.0,5379000000.0,739000000.0,267000000.0,267000000.0,542000000.0,3831000000.0,3831000000.0,739000000.0,428000000.0,3092000000.0,24654000000.0,13231000000.0,1854000000.0,2472000000.0,2472000000.0,2850000000.0,2850000000.0,6055000000.0,-12218000000.0,18273000000.0,18273000000.0,,,,,11423000000.0,1171000000.0,3258000000.0,2098000000.0,141000000.0,1019000000.0,5103000000.0,5103000000.0,-743000000.0,5846000000.0,1891000000.0,1891000000.0,2024-03-31
