free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,asset_impairment_charge,depreciation_amortization_depletion,net_income_from_continuing_operations,date
813000000.0,,0.0,-350000000.0,103000000.0,78000000.0,2346000000.0,1977000000.0,-62000000.0,431000000.0,-343000000.0,-343000000.0,-214000000.0,-108000000.0,-108000000.0,,,0.0,0.0,0.0,-389000000.0,-389000000.0,-82000000.0,,,,0.0,0.0,43000000.0,43000000.0,-350000000.0,1163000000.0,1163000000.0,-34000000.0,,45000000.0,45000000.0,45000000.0,-81000000.0,2000000.0,226000000.0,0.0,236000000.0,665000000.0,2022-12-31
-146000000.0,-100000000.0,0.0,-268000000.0,127000000.0,148000000.0,1879000000.0,2346000000.0,-45000000.0,-422000000.0,-249000000.0,-249000000.0,-4000000.0,-145000000.0,-145000000.0,-100000000.0,-100000000.0,0.0,0.0,0.0,-295000000.0,-295000000.0,-68000000.0,,,,,,41000000.0,41000000.0,-268000000.0,122000000.0,122000000.0,-917000000.0,-189000000.0,57000000.0,57000000.0,57000000.0,-210000000.0,-575000000.0,143000000.0,0.0,241000000.0,655000000.0,2023-03-31
749000000.0,-248000000.0,0.0,-303000000.0,101000000.0,240000000.0,2105000000.0,1879000000.0,-30000000.0,256000000.0,-395000000.0,-395000000.0,-3000000.0,-144000000.0,-144000000.0,-248000000.0,-248000000.0,0.0,0.0,0.0,-401000000.0,-401000000.0,20000000.0,,,,,,49000000.0,49000000.0,-303000000.0,1052000000.0,1052000000.0,328000000.0,,9000000.0,9000000.0,9000000.0,-108000000.0,238000000.0,-137000000.0,0.0,245000000.0,616000000.0,2023-06-30
465000000.0,-198000000.0,-150000000.0,-409000000.0,127000000.0,140000000.0,2036000000.0,2105000000.0,-32000000.0,-37000000.0,-483000000.0,-483000000.0,9000000.0,-144000000.0,-144000000.0,-198000000.0,-198000000.0,-150000000.0,-150000000.0,-150000000.0,-428000000.0,-428000000.0,-43000000.0,-22000000.0,9000000.0,-31000000.0,,,46000000.0,46000000.0,-409000000.0,874000000.0,874000000.0,-209000000.0,,71000000.0,71000000.0,71000000.0,-95000000.0,-185000000.0,103000000.0,0.0,256000000.0,724000000.0,2023-09-30
1011000000.0,-254000000.0,-155000000.0,-399000000.0,105000000.0,88000000.0,2264000000.0,2036000000.0,-103000000.0,331000000.0,-544000000.0,-544000000.0,-128000000.0,-143000000.0,-143000000.0,-118000000.0,-254000000.0,-155000000.0,-155000000.0,-155000000.0,-535000000.0,-535000000.0,-23000000.0,-172000000.0,19000000.0,-191000000.0,,,59000000.0,59000000.0,-399000000.0,1410000000.0,1410000000.0,287000000.0,,-88000000.0,-88000000.0,-88000000.0,110000000.0,265000000.0,4000000.0,0.0,256000000.0,667000000.0,2023-12-31
157000000.0,-250000000.0,,-330000000.0,118000000.0,95000000.0,1891000000.0,2264000000.0,-57000000.0,-316000000.0,-422000000.0,-422000000.0,-21000000.0,-151000000.0,-151000000.0,-250000000.0,-250000000.0,,,,-381000000.0,-381000000.0,-100000000.0,,,,,,49000000.0,49000000.0,-330000000.0,487000000.0,487000000.0,-341000000.0,,-41000000.0,-41000000.0,-41000000.0,-32000000.0,-268000000.0,-44000000.0,,263000000.0,609000000.0,2024-03-31
