free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
114780000.0,-24565000.0,-4568000.0,0.0,-39916000.0,409000.0,3635000.0,806475000.0,663111000.0,143364000.0,-7840000.0,-7840000.0,-3143000.0,24436000.0,-24565000.0,-24565000.0,-4568000.0,-4568000.0,-4568000.0,0.0,-3492000.0,-3492000.0,36424000.0,111302000.0,-74878000.0,0.0,0.0,-39916000.0,-39916000.0,154696000.0,154696000.0,43343000.0,90163000.0,-6897000.0,9253000.0,29065000.0,29065000.0,29065000.0,-40601000.0,-3849000.0,-33791000.0,-33791000.0,-558000.0,86979000.0,0.0,25719000.0,25719000.0,-787000.0,2022-10-31
172797000.0,-67504000.0,-1095000.0,,-60229000.0,34000.0,5939000.0,591398000.0,806475000.0,-215077000.0,-66423000.0,-66423000.0,-3471000.0,5647000.0,-67504000.0,-67504000.0,-1095000.0,-1095000.0,-1095000.0,,-381680000.0,-381680000.0,-321451000.0,87855000.0,-409306000.0,0.0,0.0,-60229000.0,-60229000.0,233026000.0,233026000.0,43006000.0,216531000.0,-5020000.0,7740000.0,-29611000.0,-29611000.0,-29611000.0,24584000.0,5722000.0,-176940000.0,-176940000.0,4882000.0,82503000.0,0.0,28164000.0,28164000.0,74471000.0,2023-01-31
121823000.0,-69911000.0,-576780000.0,100000000.0,-51424000.0,390000.0,9328000.0,388245000.0,591398000.0,-203153000.0,-527601000.0,-527601000.0,-6759000.0,25849000.0,-69911000.0,-69911000.0,-476780000.0,-476780000.0,-576780000.0,100000000.0,151201000.0,151201000.0,202625000.0,331413000.0,-128788000.0,,,-51424000.0,-51424000.0,173247000.0,173247000.0,134932000.0,-81394000.0,-6100000.0,11001000.0,-3993000.0,-3993000.0,-3993000.0,-6095000.0,308000.0,221205000.0,221205000.0,-1804000.0,77830000.0,,29690000.0,29690000.0,-67401000.0,2023-04-30
46513000.0,-21970000.0,-287000.0,0.0,-55105000.0,1749000.0,4660000.0,418860000.0,388245000.0,30615000.0,-2107000.0,-2107000.0,-5068000.0,25218000.0,-21970000.0,-21970000.0,-287000.0,-287000.0,-287000.0,0.0,-68896000.0,-68896000.0,-13791000.0,104038000.0,-117829000.0,,,-55105000.0,-55105000.0,101618000.0,101618000.0,-26478000.0,65702000.0,-7033000.0,8634000.0,30304000.0,30304000.0,30304000.0,5737000.0,4152000.0,-133974000.0,-133974000.0,-1225000.0,89447000.0,,30223000.0,30223000.0,-7115000.0,2023-07-31
113370000.0,-22460000.0,-7515000.0,6890000.0,-45062000.0,1850000.0,5471000.0,539151000.0,418860000.0,120291000.0,-914000.0,-914000.0,-4755000.0,26926000.0,-22460000.0,-22460000.0,-625000.0,-625000.0,-7515000.0,6890000.0,-37227000.0,-37227000.0,7835000.0,112943000.0,-105108000.0,0.0,0.0,-45062000.0,-45062000.0,158432000.0,158432000.0,-28755000.0,54730000.0,-8324000.0,7634000.0,7533000.0,7533000.0,7533000.0,20044000.0,818000.0,-111190000.0,-111190000.0,-2815000.0,87966000.0,0.0,31647000.0,31647000.0,70389000.0,2023-10-31
200855000.0,-21460000.0,-1617000.0,0.0,-43570000.0,1845000.0,9208000.0,712131000.0,539151000.0,172980000.0,-29613000.0,-29613000.0,-13402000.0,6866000.0,-21460000.0,-21460000.0,-1617000.0,-1617000.0,-1617000.0,0.0,-41832000.0,-41832000.0,1738000.0,121514000.0,-119776000.0,0.0,0.0,-43570000.0,-43570000.0,244425000.0,244425000.0,62544000.0,154675000.0,-10434000.0,8230000.0,-20376000.0,-20376000.0,-20376000.0,-45355000.0,1532000.0,-25728000.0,-25728000.0,7403000.0,76184000.0,0.0,32856000.0,32856000.0,65438000.0,2024-01-31
